"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"Aberdonian","","","","","(1) Kalundborg, relaying Tea Concert from Copenhagen,","Kalundborg","Denmark","55.7","11.1","Aberdonian: (1) Kalundborg, relaying Tea Concert from Copenhagen, (2) your estimate of W.L. is too vague, regret, cannot trace. A coupon must be sent with each enquiry."
"Aberdonian","","","","","(2) your estimate of W.L. is too vague, regret, cannot trace.","","","","","Aberdonian: (1) Kalundborg, relaying Tea Concert from Copenhagen, (2) your estimate of W.L. is too vague, regret, cannot trace. A coupon must be sent with each enquiry."
"Tommy Pratkins","Eastbourne","UK","50.8","0.3","Frankfurt-on-Main. (Early morning physical exercises).","Frankfurt am Main","Germany","50.1","8.7","Tommy Pratkins (Eastbourne): Frankfurt-on-Main. (Early morning physical exercises)."
"Eva Brick","Southport","UK","53.6","-3.0","(1) Madrid (EAJ7),","Madrid","Spain","40.4","-3.7","Eva Brick (Southport): (1) Madrid (EAJ7), (2) you do not say if this was in the English language; if so, apparently an amateur transmission."
"Eva Brick","Southport","UK","53.6","-3.0","(2) you do not say if this was in the English language; if so, apparently an amateur transmission.","","","","","Eva Brick (Southport): (1) Madrid (EAJ7), (2) you do not say if this was in the English language; if so, apparently an amateur transmission."
"Zittrer","","","","","Nürnberg, relaying Munich. Guitar concert, followed by marches by Blankenburg and news and weather.","Nuremberg","Germany","49.5","11.1","Zittrer: Nürnberg, relaying Munich. Guitar concert, followed by marches by Blankenburg and news and weather."
"A Night Home","Eastbourne","UK","50.8","0.3","Apparently a German station, but it is impossible to identify as you give no estimate of wavelength.","","","","","A Night Home (Eastbourne): Apparently a German station, but it is impossible to identify as you give no estimate of wavelength."
"Cormorant","Morecambe","UK","54.1","-2.9","Huizen (Holland), 1,840 m. Church service followed by lunch-time music.","Huizen","Netherlands","52.3","5.2","Cormorant (Morecambe): Huizen (Holland), 1,840 m. Church service followed by lunch-time music."
"Scrounger","Hove","UK","50.8","-0.2","(1) Koenigs Wusterhausen, relaying Berlin. Talk before dance-music,","Königs Wusterhausen","Germany","52.3","13.6","Scrounger (Hove): (1) Koenigs Wusterhausen, relaying Berlin. Talk before dance-music, (2) Stamboul (Turkey), about 1,180 m."
"Scrounger","Hove","UK","50.8","-0.2","(2) Stamboul (Turkey), about 1,180 m.","Istanbul","Turkey","41.0","28.9","Scrounger (Hove): (1) Koenigs Wusterhausen, relaying Berlin. Talk before dance-music, (2) Stamboul (Turkey), about 1,180 m."
"Tea Pot","Firsby","UK","53.1","0.2","Frankfurt-on-Main. A request programme of gramophone records.","Frankfurt am Main","Germany","50.1","8.7","Tea Pot (Firsby): Frankfurt-on-Main. A request programme of gramophone records."
"Anthem","Oldham","UK","53.5","-2.1","Frankfurt-on-Main, relaying dance-music from Cassel. The German National Anthem is played to the melody of the old Austrian Hymn, the music of which is by Haydn.","Frankfurt am Main","Germany","50.1","8.7","Anthem (Oldham): Frankfurt-on-Main, relaying dance-music from Cassel. The German National Anthem is played to the melody of the old Austrian Hymn, the music of which is by Haydn."
"H. B. P.","Torquay","UK","50.5","-3.5","Huizen (Holland) testing. Gramophone records, possibly of the same service Tattoo.","Huizen","Netherlands","52.3","5.2","H. B. P. (Torquay): Huizen (Holland) testing. Gramophone records, possibly of the same service Tattoo."
"Glysal","Seething-on-Thames","UK","","","Apparently an amateur transmission, but cannot-trace as you give no call sign.","","","","","Glysal (Seething-on-Thames): Apparently an amateur transmission, but cannot-trace as you give no call sign."
"Plumbob","Leeds","UK","53.8","-1.5","(1) Yes, Oslo. Dance music until midnight. Address: Kringkastingsselskapet A/S, Stortingsgaten 24, Oslo.","Oslo","Norway","59.9","10.8","Plumbob (Leeds): (1) Yes, Oslo. Dance music until midnight. Address: Kringkastingsselskapet A/S, Stortingsgaten 24, Oslo."
"F. Merchant","Tidworth","UK","51.2","-1.7","Kalundborg, relaying dance music from the Restaurant Nimb at Copenhagen. Chimes from the Town Hall at midnight (11 p.m. G.M.T.).","Kalundborg","Denmark","55.7","11.1","F. Merchant (Tidworth): Kalundborg, relaying dance music from the Restaurant Nimb at Copenhagen. Chimes from the Town Hall at midnight (11 p.m. G.M.T.)."
"Oscillating","Birmingham","UK","52.5","-1.9","Motala, relaying the Changing of the Guard at the Royal Palace, Stockholm.","Motala","Sweden","58.5","15.0","Oscillating (Birmingham): Motala, relaying the Changing of the Guard at the Royal Palace, Stockholm."
"Papyrus","Leigh-on-Sea","UK","51.5","0.6","(1) Your details are too vague, regret, cannot trace,","Leigh-on-Sea","UK","51.5","0.6","Papyrus (Leigh-on-Sea): (1) Your details are too vague, regret, cannot trace, (2) yes, Breslau, a concert of gramophone records; (3) cannot trace these items at that time from any Continental station."
"Papyrus","Leigh-on-Sea","UK","51.5","0.6","(2) yes, Breslau, a concert of gramophone records;","Wrocław","Poland","51.1","17.0","Papyrus (Leigh-on-Sea): (1) Your details are too vague, regret, cannot trace, (2) yes, Breslau, a concert of gramophone records; (3) cannot trace these items at that time from any Continental station."
"Papyrus","Leigh-on-Sea","UK","51.5","0.6","(3) cannot trace these items at that time from any Continental station.","","","","","Papyrus (Leigh-on-Sea): (1) Your details are too vague, regret, cannot trace, (2) yes, Breslau, a concert of gramophone records; (3) cannot trace these items at that time from any Continental station."
"Tida Dawei","Forfarshire","UK","","","This was the 2LO relay of 2FC (Sydney).","Sydney","Australia","-33.9","151.2","Tida Dawei (Forfarshire): This was the 2LO relay of 2FC (Sydney)."
"Ether Cog","Sheffield","UK","53.4","-1.5","Huizen (Holland) testing on 1,840 m. Gramophone records.","Huizen","Netherlands","52.3","5.2","Ether Cog (Sheffield): Huizen (Holland) testing on 1,840 m. Gramophone records."
"Wireless Walter","Cranleigh","UK","51.1","-0.5","Yes, possibly KDKA (East Pittsburgh), 62.5 m., but cannot confirm as no detailed programmes are available.","Pittsburgh","USA","40.4","-80.0","Wireless Walter (Cranleigh): Yes, possibly KDKA (East Pittsburgh), 62.5 m., but cannot confirm as no detailed programmes are available."
"R. B. F.","Edinburgh","UK","55.9","-3.2","(1) Stuttgart (Talk). See programme in World-Radio,","Stuttgart","Germany","48.8","9.2","R. B. F. (Edinburgh): (1) Stuttgart (Talk). See programme in World-Radio, (2) if W.L. correct, Prague."
"R. B. F.","Edinburgh","UK","55.9","-3.2","(2) if W.L. correct, Prague.","Prague","Czech Republic","50.1","14.4","R. B. F. (Edinburgh): (1) Stuttgart (Talk). See programme in World-Radio, (2) if W.L. correct, Prague."
"Llandaff City","","","","","We regret that we cannot trace, but it is impossible to identify station heard, without some estimation of W.L. and condenser readings do not help.","","","","","Llandaff City: We regret that we cannot trace, but it is impossible to identify station heard, without some estimation of W.L. and condenser readings do not help."
"S. T. 100","Birmingham","UK","52.5","-1.9","Kalundborg, relaying dance music from the Restaurant Nimb at Copenhagen. Chimes from the Town Hall at midnight (11 p.m. G.M.T.).","Kalundborg","Denmark","55.7","11.1","S. T. 100 (Birmingham): Kalundborg, relaying dance music from the Restaurant Nimb at Copenhagen. Chimes from the Town Hall at midnight (11 p.m. G.M.T.)."
"Rags","West Lothian","UK","","","Munich. On 30/10/27, relaying orchestral concert from the Cafe Stadt Wien.","Munich","Germany","48.1","11.6","Rags (West Lothian): Munich. On 30/10/27, relaying orchestral concert from the Cafe Stadt Wien."
