"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"Wireless Billy","Oldham","UK","53.5","-2.1","Eiffel Tower relaying English talk from Sorbonne University, Paris.","Paris","France","48.9","2.4","Wireless Billy (Oldham): Eiffel Tower relaying English talk from Sorbonne University, Paris. This transmission is also taken daily by PTT, Paris."
"Wireless Billy","Oldham","UK","53.5","-2.1","This transmission is also taken daily by PTT, Paris.","Paris","France","48.9","2.4","Wireless Billy (Oldham): Eiffel Tower relaying English talk from Sorbonne University, Paris. This transmission is also taken daily by PTT, Paris."
"Dexite","Mill Hill","UK","51.6","-0.2","The programmes of these shortwave transmissions are not published.","","","","","Dexite (Mill Hill): The programmes of these shortwave transmissions are not published. Possibly PCJJ (Eindhoven; Holland) on 30.2 m."
"Dexite","Mill Hill","UK","51.6","-0.2","Possibly PCJJ (Eindhoven; Holland) on 30.2 m.","Eindhoven","Netherlands","51.4","5.5","Dexite (Mill Hill): The programmes of these shortwave transmissions are not published. Possibly PCJJ (Eindhoven; Holland) on 30.2 m."
"A. D.","Barnton","UK","55.9","-3.3","Malmö relaying transmission from Stockholm studio.","Malmö","Sweden","55.6","13.0","A. D. (Barnton): Malmö relaying transmission from Stockholm studio."
"Traversal Two","Sydenham","UK","51.4","-0.0","(1) Marseilles (PTT) - this station is heard here at quite good strength.","Marseilles","France","43.3","5.4","Traversal Two (Sydenham): (1) Marseilles (PTT) - this station is heard here at quite good strength; (2) Yes, Milan; the station possesses a lady-announcer."
"Traversal Two","Sydenham","UK","51.4","-0.0","(2) Yes, Milan; the station possesses a lady-announcer.","Milan","Italy","45.5","9.2","Traversal Two (Sydenham): (1) Marseilles (PTT) - this station is heard here at quite good strength; (2) Yes, Milan; the station possesses a lady-announcer."
"Belasis","Goring","UK","51.5","-1.1","Hilversum, from the studio; tallies with official programme.","Hilversum","Netherlands","52.2","5.2","Belasis (Goring): Hilversum, from the studio; tallies with official programme."
"Reflex","Dudley","UK","52.5","-2.1","(78) Nuremberg relaying Munich (Hotel Stadt Wien).","Nuremberg","Germany","49.5","11.1","Reflex (Dudley): (78) Nuremberg relaying Munich (Hotel Stadt Wien); (96) PTT Lyons relaying dance music from Coliseum Music Hall, Paris; (97) Copenhagen relaying dance music from Restaurant Nimb in that city; (100) Are you sure of your wavelength? We cannot trace this transmission and would welcome further details."
"Reflex","Dudley","UK","52.5","-2.1","(96) PTT Lyons relaying dance music from Coliseum Music Hall, Paris.","Lyon","France","45.8","4.8","Reflex (Dudley): (78) Nuremberg relaying Munich (Hotel Stadt Wien); (96) PTT Lyons relaying dance music from Coliseum Music Hall, Paris; (97) Copenhagen relaying dance music from Restaurant Nimb in that city; (100) Are you sure of your wavelength? We cannot trace this transmission and would welcome further details."
