"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"Neutrodyne","Dorking","","","","(1) WL, wrong, this was the Rome programme","Rome","Italy","41.9","12.5","Neutrodyne (Dorking): (1) WL, wrong, this was the Rome programme; (2) much more probably Strasbourg."
"Neutrodyne","Dorking","","","","(2) much more probably Strasbourg","Strasbourg","France","48.6","7.8","Neutrodyne (Dorking): (1) WL, wrong, this was the Rome programme; (2) much more probably Strasbourg."
"A. W. Einvalve","Winterbourne","","","","Radio Lyon","Lyon","France","45.8","4.8","A. W. Einvalve (Winterbourne): Radio Lyon."
"Unidyne","Steppingley","","","","(1) Frankfort-on-Main","Frankfurt","Germany","50.1","8.7","Unidyne (Steppingley): (1) Frankfort-on-Main; (2) Rome."
"Unidyne","Steppingley","","","","(2) Rome","Rome","Italy","41.9","12.5","Unidyne (Steppingley): (1) Frankfort-on-Main; (2) Rome."
"Twin Enthusiast","Clapton","","","","(3) Radio Toulouse","Toulouse","France","43.6","1.4","Twin Enthusiast (Clapton): (3) Radio Toulouse; (4) Rome."
"Twin Enthusiast","Clapton","","","","(4) Rome","Rome","Italy","41.9","12.5","Twin Enthusiast (Clapton): (3) Radio Toulouse; (4) Rome."
"Cornwall","","","","","Early morning transmission from Hamburg","Hamburg","Germany","53.5","10.0","Cornwall: Early morning transmission from Hamburg."
"G.W.F.S.","","","","","Oslo","Oslo","Norway","59.9","10.8","G.W.F.S.: Oslo."
"Tolly","","","","","Vienna","Vienna","Austria","48.2","16.4","Tolly: Vienna."
"A. Knapp","Peckham","","","","Madrid (EAJ7)","Madrid","Spain","40.4","-3.7","A. Knapp (Peckham): Madrid (EAJ7)."
"Cab","","","","","Dublin, Hurling Match at Thurles","Dublin","Ireland","53.3","-6.3","Cab: Dublin, Hurling Match at Thurles (see last week’s “Via Ether”)."
"Wigtownshire","","","","","Prague","Prague","Czech Republic","50.1","14.4","Wigtownshire: Prague."
"R.D.W.","Kensington","","","","Koenigswusterhausen; relaying Berlin","Berlin","Germany","52.5","13.4","R.D.W. (Kensington): Koenigswusterhausen; relaying Berlin."
"X.Y. Muts","Sheffield","","","","Prague","Prague","Czech Republic","50.1","14.4","X.Y. Muts (Sheffield): Prague."
"B.6.R.","","","","","W.L. wrong, Radio Paris (news and concert)","Paris","France","48.9","2.4","B.6.R.: W.L. wrong, Radio Paris (news and concert)."
"P.C.B.W.","Tuxford","","","","a.m. or p.m.? cannot trace.","","","","","P.C.B.W. (Tuxford): a.m. or p.m.? cannot trace."
"Cattonside","Bournemouth","","","","Stuttgart","Stuttgart","Germany","48.8","9.2","Cattonside (Bournemouth): Stuttgart."
"Crystal","Ware","UK","51.8","-0.0","Your details are rather vague, but most of the items would tally with Hamburg","Hamburg","Germany","53.5","10.0","Crystal (Ware, Herts.): Your details are rather vague, but most of the items would tally with Hamburg."
"Twin","Forest Gate","","","","Prague (news)","Prague","Czech Republic","50.1","14.4","Twin (Forest Gate): Prague (news)."
"B.D.T.","Edinburgh","","","","Hilversum, Night Hawk","Hilversum","Netherlands","52.2","5.2","B.D.T. (Edinburgh): Hilversum, Night Hawk."
"B.D.T.","Edinburgh","","","","Hamburg, relaying Berlin","Hamburg","Germany","53.5","10.0","B.D.T. (Edinburgh): Hilversum, Night Hawk. Hamburg, relaying Berlin."
"F-Eisemann Neutrodyne","","","","","Zurich","Zurich","Switzerland","47.4","8.5","F-Eisemann Neutrodyne: Zurich."
"Radio Fan","","","","","Possibly WGY (Schenectady)","Schenectady","USA","42.8","-73.9","Radio Fan: Possibly WGY (Schenectady)."
"Agricola","Brighton","","","","Not in programmes; believe added to Stuttgart programme","Stuttgart","Germany","48.8","9.2","Agricola (Brighton): Not in programmes; believe added to Stuttgart programme."
"Wallasey Village","","","","","Zurich relaying Basle","Zurich","Switzerland","47.4","8.5","Wallasey Village: Zurich relaying Basle."
"R.A.J.17","Wisbech","","","","Cannot trace French amateurs.","","","","","R.A.J.17 (Wisbech): Cannot trace French amateurs."
"Connaught","Shoreham","","","","Barcelona (EAJ1) English lesson by Miss Kinder","Barcelona","Spain","41.4","2.2","Connaught (Shoreham): Barcelona (EAJ1) English lesson by Miss Kinder."
"Wireless Bud","","","","","Stuttgart relaying Berlin (dance music)","Stuttgart","Germany","48.8","9.2","Wireless Bud: Stuttgart relaying Berlin (dance music)."
"World Radio","Bristol","","","","(1) Stuttgart","Stuttgart","Germany","48.8","9.2","World Radio (Bristol): (1) Stuttgart; (2) Moscow (RDW)."
"World Radio","Bristol","","","","(2) Moscow (RDW)","Moscow","Russia","55.8","37.6","World Radio (Bristol): (1) Stuttgart; (2) Moscow (RDW)."
"N.A.B.","","","","","(1) Barcelona (EAJ1)","Barcelona","Spain","41.4","2.2","N.A.B.: (1) Barcelona (EAJ1); (2) if 20M amateur (Brentford, Middlesex); (3) Leipzig; (4) Radio Toulouse."
"N.A.B.","","","","","(2) if 20M amateur (Brentford, Middlesex)","","","","","N.A.B.: (1) Barcelona (EAJ1); (2) if 20M amateur (Brentford, Middlesex); (3) Leipzig; (4) Radio Toulouse."
"N.A.B.","","","","","(3) Leipzig","Leipzig","Germany","51.3","12.4","N.A.B.: (1) Barcelona (EAJ1); (2) if 20M amateur (Brentford, Middlesex); (3) Leipzig; (4) Radio Toulouse."
"N.A.B.","","","","","(4) Radio Toulouse","Toulouse","France","43.6","1.4","N.A.B.: (1) Barcelona (EAJ1); (2) if 20M amateur (Brentford, Middlesex); (3) Leipzig; (4) Radio Toulouse."
"Bilk","Hornsey","","","","Hamburg, relaying Berlin","Hamburg","Germany","53.5","10.0","Bilk (Hornsey): Hamburg, relaying Berlin."
"Britannic","Bradford","","","","(12) Koenigsberg","Kaliningrad","Russia","54.7","20.5","Britannic (Bradford): (12) Koenigsberg; (13) possibly Strasbourg; (14) Rome; (15) San Sebastian."
"Britannic","Bradford","","","","(13) possibly Strasbourg","Strasbourg","France","48.6","7.8","Britannic (Bradford): (12) Koenigsberg; (13) possibly Strasbourg; (14) Rome; (15) San Sebastian."
"Britannic","Bradford","","","","(14) Rome","Rome","Italy","41.9","12.5","Britannic (Bradford): (12) Koenigsberg; (13) possibly Strasbourg; (14) Rome; (15) San Sebastian."
"Britannic","Bradford","","","","(15) San Sebastian","San Sebastian","Spain","43.3","-1.9","Britannic (Bradford): (12) Koenigsberg; (13) possibly Strasbourg; (14) Rome; (15) San Sebastian."
