"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"H. G. C.","Wakefield","UK","53.7","-1.5","Copenhagen.","Copenhagen","Denmark","55.7","12.6","H. G. C. (Wakefield): Copenhagen."
"High Tension","Bromley","UK","51.4","0.0","(1) Cardiff. Relay of Presbyterian Church Service. Not advertised in programmes,","Cardiff","UK","51.5","-3.2","High Tension (Bromley): (1) Cardiff. Relay of Presbyterian Church Service. Not advertised in programmes, (2) no estimated W.L. given, cannot trace."
"High Tension","Bromley","UK","51.4","0.0","(2) no estimated W.L. given, cannot trace.","","","","","High Tension (Bromley): (1) Cardiff. Relay of Presbyterian Church Service. Not advertised in programmes, (2) no estimated W.L. given, cannot trace."
"E. P. K.","Belfast","UK","54.6","-5.9","Amateur transmission (gramo-phone records).","","","","","E. P. K. (Belfast): Amateur transmission (gramo-phone records)."
"Cosmopolitan","","","","","Porsgrund (504 m.), relaying Oslo.","Porsgrunn","Norway","59.1","9.6","Cosmopolitan: Porsgrund (504 m.), relaying Oslo."
"Praton","Hale","UK","53.4","-2.3","W.L. much too vague; possibly PTT Paris. Coupon must be sent.","Paris","France","48.9","2.4","Praton (Hale): W.L. much too vague; possibly PTT Paris. Coupon must be sent."
"C. S. P.","Edinburgh","UK","55.9","-3.2","Yes, Paris.","Paris","France","48.9","2.4","C. S. P. (Edinburgh): Yes, Paris."
"Neutrodyne","N.W.5","UK","51.5","-0.1","Amateur transmission.","","","","","Neutrodyne (N.W.5): Amateur transmission."
"J. W. L.","Penzance","UK","50.1","-5.5","Bordeaux-Lafayette.","Bordeaux","France","44.8","-0.6","J. W. L. (Penzance): Bordeaux-Lafayette."
"Mac","Porto","Portugal","41.1","-8.6","PTT Lyons, relaying PTT Paris (dance music from Coliseum, Paris).","Lyon","France","45.8","4.8","Mac (Porto): PTT Lyons, relaying PTT Paris (dance music from Coliseum, Paris)."
"Beelzebub","","","","","Cannot trace on that W.L.","","","","","Beelzebub: Cannot trace on that W.L."
"Reinartz O-V2","Liverpool","UK","53.4","-2.9","(2) Berlin. Short-wave transmitter, Koenigswusterhausen. Coupon must be sent for each enquiry.","Berlin","Germany","52.5","13.4","Reinartz O-V2 (Liverpool): (2) Berlin. Short-wave transmitter, Koenigswusterhausen. Coupon must be sent for each enquiry."
"J. E. Hallett","Rhondda","UK","51.6","-3.4","Possibly WJZ (Boundbrook) 454 m.","Bound Brook","USA","40.6","-74.5","J. E. Hallett (Rhondda): Possibly WJZ (Boundbrook) 454 m."
"Mother of Six","Leicester","UK","52.6","-1.1","Bergen, possibly relaying Oslo.","Bergen","Norway","60.4","5.3","Mother of Six (Leicester): Bergen, possibly relaying Oslo."
"Devonian-Electron","Eastbourne","UK","50.8","0.3","Milan.","Milan","Italy","45.5","9.2","Devonian-Electron (Eastbourne): Milan."
"QSL","Wilmslow","UK","53.3","-2.2","Frankfort-on-Main.","Frankfurt","Germany","50.1","8.7","QSL (Wilmslow): Frankfort-on-Main."
"Ea Wells","","","","","(1) Motala, relaying Stockholm,","Motala","Sweden","58.5","15.1","Ea Wells: (1) Motala, relaying Stockholm, (2) Not Naples, possibly Koenigsberg, relaying Danzig, (3) Belgrade testing."
"Ea Wells","","","","","(2) Not Naples, possibly Koenigsberg, relaying Danzig,","Königsberg","Germany","","","Ea Wells: (1) Motala, relaying Stockholm, (2) Not Naples, possibly Koenigsberg, relaying Danzig, (3) Belgrade testing."
"Ea Wells","","","","","(3) Belgrade testing.","Belgrade","Serbia","44.8","20.5","Ea Wells: (1) Motala, relaying Stockholm, (2) Not Naples, possibly Koenigsberg, relaying Danzig, (3) Belgrade testing."
"Milliameter","","","","","Porsgrund (504 m.), relaying Oslo.","Porsgrunn","Norway","59.1","9.6","Milliameter: Porsgrund (504 m.), relaying Oslo."
"T. A. W.","Witney","UK","51.8","-1.5","Estimated W.L. much too vague; possibly a test.","","","","","T. A. W. (Witney): Estimated W.L. much too vague; possibly a test."
"S. W. C. 4.6.","Par","UK","50.4","-4.7","(1) Prague,","Prague","Czech Republic","50.1","14.4","S. W. C. 4.6. (Par): (1) Prague, (2) possibly Berne (411 m.), (3) Barcelona (EAJ1), (4) Bremen (400 m.), relaying Hanover."
