"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"Archie","Broadway","UK","52.0","-1.9","Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","Archie (Broadway, Worcs.): Madrid (EAJ7)."
"Britannic","Bradford","UK","53.8","-1.8","(6) Kiel, relay of Hamburg.","Hamburg","Germany","53.5","10.0","Britannic (Bradford): (6) Kiel, relay of Hamburg, (7) Elberfeld, (8) Milan."
"Britannic","Bradford","UK","53.8","-1.8","(7) Elberfeld.","Elberfeld","Germany","","","Britannic (Bradford): (6) Kiel, relay of Hamburg, (7) Elberfeld, (8) Milan."
"Britannic","Bradford","UK","53.8","-1.8","(8) Milan.","Milan","Italy","45.5","9.2","Britannic (Bradford): (6) Kiel, relay of Hamburg, (7) Elberfeld, (8) Milan."
"H.B.C.","Stratford","UK","52.2","-1.7","Muenster.","Muenster","Germany","51.9","7.6","H.B.C. (Stratford): Muenster."
"R.A.J.B.","Gosham","","","","Hamburg.","Hamburg","Germany","53.5","10.0","R.A.J.B. (Gosham): Hamburg."
"Riches","Orpington","UK","51.4","0.1","Dublin.","Dublin","Ireland","53.3","-6.3","Riches (Orpington): Dublin."
"Nosreap","","","","","Hilversum.","Hilversum","Netherlands","52.2","5.1","Nosreap: Hilversum."
"R.H.J.","Bickley","UK","51.4","0.0","Cardiff (“Silent Fellowship”).","Cardiff","UK","51.5","-3.2","R.H.J. (Bickley): Cardiff (“Silent Fellowship”)."
"Archie","Broadway","UK","52.0","-1.9","Oslo.","Oslo","Norway","59.9","10.8","Archie (Broadway, Worcs.): Oslo."
"2VHV 20","","","","","Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","2VHV 20: Madrid (EAJ7)."
"Harmony Four","Harlesden","UK","51.5","-0.2","(1) Hamburg.","Hamburg","Germany","53.5","10.0","Harmony Four (Harlesden): (1) Hamburg, (2) Oslo."
"Harmony Four","Harlesden","UK","51.5","-0.2","(2) Oslo.","Oslo","Norway","59.9","10.8","Harmony Four (Harlesden): (1) Hamburg, (2) Oslo."
"Nosy","","","","","If English, Cardiff relaying London; if not, San Sebastian.","Cardiff","UK","51.5","-3.2","Nosy: If English, Cardiff relaying London; if not, San Sebastian."
"W.Q.","","","","","No estimated WL given, but Spanish station, either Cadiz or Madrid.","Cadiz","Spain","36.5","-6.3","W.Q.: No estimated WL given, but Spanish station, either Cadiz or Madrid. Three Valver: Daventry (Greenwich Time Signal)."
