"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"Powerful Three","Wood Green","","","","(a) Leipzig","Leipzig","Germany","51.3","12.4","Powerful Three (Wood Green): (a) Leipzig, (b) Breslau."
"Powerful Three","Wood Green","","","","(b) Breslau","Breslau","Germany","51.1","17.0","Powerful Three (Wood Green): (a) Leipzig, (b) Breslau."
"Robby","Bristol","UK","51.5","-2.6","Cannot trace.","","","","","Robby (Bristol): Cannot trace."
"Cherrie","Poole","UK","50.7","-1.9","Possibly WGY (Schenectady).","Schenectady","USA","42.8","-73.9","Cherrie (Poole): Possibly WGY (Schenectady)."
"F. Jy","York","UK","53.9","-1.1","Must be Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","F. Jy (York): Must be Madrid (EAJ7)."
"J. T. Peel","","","","","Hamburg.","Hamburg","Germany","53.5","10.0","J. T. Peel: Hamburg."
"Ether-Rider","","","","","(a) Rome","Rome","Italy","41.9","12.5","Ether-Rider: (a) Rome, (b) Stuttgart."
"Ether-Rider","","","","","(b) Stuttgart","Stuttgart","Germany","48.8","9.2","Ether-Rider: (a) Rome, (b) Stuttgart."
"D. P. L.","Walsall","UK","52.6","-1.9","Madrid (EAJ6).","Madrid","Spain","40.4","-3.7","D. P. L. (Walsall): Madrid (EAJ6)."
"Terrible Results","Catford","UK","51.4","-0.0","Barcelona (EAJ13).","Barcelona","Spain","41.4","2.2","Terrible Results (Catford): Barcelona (EAJ13)."
"I.V.L.R.P.","Catford","UK","51.4","-0.0","Breslau.","Breslau","Germany","51.1","17.0","I.V.L.R.P. (Catford): Breslau."
"Blogg","","","","","Leipzig.","Leipzig","Germany","51.3","12.4","Blogg: Leipzig."
"Paddy","Cannock","UK","52.7","-2.0","Oslo.","Oslo","Norway","59.9","10.8","Paddy (Cannock): Harold (Sheffield): Oslo."
"Harold","Sheffield","UK","53.4","-1.5","Oslo.","Oslo","Norway","59.9","10.8","Paddy (Cannock): Harold (Sheffield): Oslo."
"C. E. Draper","","","","","Malmö (11.15-12) too vague, cannot trace.","Malmö","Sweden","55.6","13.0","C. E. Draper: Malmö (11.15-12) too vague, cannot trace."
"W. R. L.","Ipswich","UK","52.1","1.2","(1) Bruinn","Brno","Czech Republic","49.2","16.6","W. R. L. (Ipswich): (1) Bruinn, (2) Hamburg, relay of Bremen, (3) Frankfort-on-Main."
"W. R. L.","Ipswich","UK","52.1","1.2","(2) Hamburg, relay of Bremen","Hamburg","Germany","53.5","10.0","W. R. L. (Ipswich): (1) Bruinn, (2) Hamburg, relay of Bremen, (3) Frankfort-on-Main."
"W. R. L.","Ipswich","UK","52.1","1.2","(3) Frankfort-on-Main","Frankfurt","Germany","50.1","8.7","W. R. L. (Ipswich): (1) Bruinn, (2) Hamburg, relay of Bremen, (3) Frankfort-on-Main."
"Mystery","","","","","Cannot trace.","","","","","Mystery: Cannot trace."
"W. J. Gillott","","","","","(1) Madrid (EAJ6).","Madrid","Spain","40.4","-3.7","W. J. Gillott: (1) Madrid (EAJ6)."
"A MH","Workington","UK","54.6","-3.5","Hilversum.","Hilversum","Netherlands","52.2","5.1","A MH (Workington): Hilversum."
"1 Valve","Soton","UK","50.9","-1.4","Cannot trace, was this not Haeren on 1,100 m.?","","","","","1 Valve (Soton): Cannot trace, was this not Haeren on 1,100 m.?"
"Cestrian","","","","","Hamburg.","Hamburg","Germany","53.5","10.0","Cestrian: Hamburg."
"G. W. Q.","","","","","No estimated WL given, cannot trace.","","","","","G. W. Q.: No estimated WL given, cannot trace."
"Envelope","S.W. 19","UK","51.4","-0.2","Cardiff (from Llandaff Cathedral).","Cardiff","UK","51.5","-3.2","Envelope (S.W. 19): Cardiff (from Llandaff Cathedral)."
"Mac","","","","","Oslo.","Oslo","Norway","59.9","10.8","Mac: Oslo."
"Crystal Set","","","","","(1) Koenigswusterhausen","Königs Wusterhausen","Germany","52.3","13.6","Crystal Set: (1) Koenigswusterhausen, (2) Hamburg, (3) Koenigswusterhausen (Telegrapher Union); excellent results."
"Crystal Set","","","","","(2) Hamburg","Hamburg","Germany","53.5","10.0","Crystal Set: (1) Koenigswusterhausen, (2) Hamburg, (3) Koenigswusterhausen (Telegrapher Union); excellent results."
"Crystal Set","","","","","(3) Koenigswusterhausen (Telegrapher Union)","Königs Wusterhausen","Germany","52.3","13.6","Crystal Set: (1) Koenigswusterhausen, (2) Hamburg, (3) Koenigswusterhausen (Telegrapher Union); excellent results."
"Triandyne 2","Beckenham","UK","51.4","-0.0","Oslo.","Oslo","Norway","59.9","10.8","Triandyne 2 (Beckenham): Oslo."
"Target","Birmingham","UK","52.5","-1.9","Breslau, relay of Berlin.","Breslau","Germany","51.1","17.0","Target (Birmingham): Breslau, relay of Berlin."
"Wiffy","Gloucester","UK","51.9","-2.2","Cadiz, EAJ5 (experimental).","Cadiz","Spain","36.5","-6.3","Wiffy (Gloucester): Cadiz, EAJ5 (experimental)."
"Cave-Hill","Belfast","UK","54.6","-5.9","Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","Cave-Hill (Belfast): Madrid (EAJ7)."
"Musician","","","","","Vienna.","Vienna","Austria","48.2","16.4","Musician: Vienna."
"Smith A. Green","B'ham","UK","52.5","-1.9","Relay of Berlin, presumably sees Madrid, too indistinct.","Berlin","Germany","52.5","13.4","Smith A. Green (B'ham): Relay of Berlin, presumably sees Madrid, too indistinct."
"Wave 2","Deal","UK","51.2","1.4","Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","Wave 2 (Deal): Madrid (EAJ7)."
"Happy go Lucky","Newport","UK","51.6","-2.9","if 410 m. Muenster, but if above, this was Breslau.","Münster","Germany","51.9","7.6","Happy go Lucky (Newport): if 410 m. Muenster, but if above, this was Breslau."
"J. T. H.","","","","","cannot trace, possibly Karlsborg, but no detailed programme was available.","","","","","J. T. H.: cannot trace, possibly Karlsborg, but no detailed programme was available."
"Call Sign","","","","","Daventry calling constitutes the station’s call.","Daventry","UK","52.3","-1.2","Call Sign: Daventry calling constitutes the station’s call."
