"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"R. W. G.","Wimbledon","","","","Kalundborg, relaying dance music from Copenhagen.","Kalundborg","Denmark","55.7","11.1","R. W. G. (Wimbledon): Kalundborg, relaying dance music from Copenhagen."
"Anxious","Bromley","UK","51.4","0.0","Cologne (chimes from studio).","Cologne","Germany","50.9","6.9","Anxious (Bromley): Cologne (chimes from studio)."
"A. B. Andrews","Aberaman","","","","WGY (Schenectady).","Schenectady","USA","42.8","-73.9","A. B. Andrews (Aberaman): WGY (Schenectady)."
"E. Mac","Purley","UK","51.3","-0.1","(1) Moscow Comintern (RDW).","Moscow","Russia","55.8","37.6","E. Mac (Purley): (1) Moscow Comintern (RDW). (2) Warsaw, relaying church service from the Cathedral at Wilno."
"E. Mac","Purley","UK","51.3","-0.1","(2) Warsaw, relaying church service from the Cathedral at Wilno.","Warsaw","Poland","52.2","21.0","E. Mac (Purley): (1) Moscow Comintern (RDW). (2) Warsaw, relaying church service from the Cathedral at Wilno."
"Jazz 3","Sheffield","UK","53.4","-1.5","WGY (Schenectady).","Schenectady","USA","42.8","-73.9","Jazz 3 (Sheffield): WGY (Schenectady)."
"Brewitt","Grimsby","UK","53.6","-0.1","You give no estimate of WL., but we believe that you heard Kalundborg, relaying Copenhagen.","Kalundborg","Denmark","55.7","11.1","Brewitt (Grimsby): You give no estimate of WL., but we believe that you heard Kalundborg, relaying Copenhagen."
"3 Valve","Bristol","UK","51.5","-2.6","(1) Copenhagen.","Copenhagen","Denmark","55.7","12.6","3 Valve (Bristol): (1) Copenhagen. (2) Cassel, relaying dance music from Frankfurt-on-Main; (3) Frankfurt-on-Main relaying dance music from the Tanzklause."
"3 Valve","Bristol","UK","51.5","-2.6","(2) Cassel, relaying dance music from Frankfurt-on-Main.","Frankfurt-on-Main","Germany","50.1","8.7","3 Valve (Bristol): (1) Copenhagen. (2) Cassel, relaying dance music from Frankfurt-on-Main; (3) Frankfurt-on-Main relaying dance music from the Tanzklause."
"3 Valve","Bristol","UK","51.5","-2.6","(3) Frankfurt-on-Main relaying dance music from the Tanzklause.","Frankfurt-on-Main","Germany","50.1","8.7","3 Valve (Bristol): (1) Copenhagen. (2) Cassel, relaying dance music from Frankfurt-on-Main; (3) Frankfurt-on-Main relaying dance music from the Tanzklause."
"A. S. B.","Alkham Vicarage","","","","Huizen (Holland) relaying church service from Hilversum.","Huizen","Netherlands","52.3","5.2","A. S. B. (Alkham Vicarage): Huizen (Holland) relaying church service from Hilversum."
"Optimist","Worthingham","","","","Yes, WGY (Schenectady) direct.","Schenectady","USA","42.8","-73.9","Optimist (Worthingham): Yes, WGY (Schenectady) direct."
"M. N.","Oldham","UK","53.5","-2.1","Regret, cannot trace.","","","","","M. N. (Oldham): Regret, cannot trace."
"Milo","Essex","UK","51.8","0.5","Probably Cork relaying Dublin, but not advertised in programmes.","Cork","Ireland","51.9","-8.5","Milo (Essex): Probably Cork relaying Dublin, but not advertised in programmes."
"3 Valve","Nottingham","UK","52.9","-1.1","(1) Koenigswusterhausen, relaying sacred concert from Berlin.","Berlin","Germany","52.5","13.4","3 Valve (Nottingham): (1) Koenigswusterhausen, relaying sacred concert from Berlin; (2) Kalundborg, relaying Copenhagen; (3) Yes, Huizen (Holland); (4) Possibly Norddeich (Germany); (5) Koenigswusterhausen, relaying Berlin."
"3 Valve","Nottingham","UK","52.9","-1.1","(2) Kalundborg, relaying Copenhagen.","Kalundborg","Denmark","55.7","11.1","3 Valve (Nottingham): (1) Koenigswusterhausen, relaying sacred concert from Berlin; (2) Kalundborg, relaying Copenhagen; (3) Yes, Huizen (Holland); (4) Possibly Norddeich (Germany); (5) Koenigswusterhausen, relaying Berlin."
"3 Valve","Nottingham","UK","52.9","-1.1","(3) Yes, Huizen (Holland).","Huizen","Netherlands","52.3","5.2","3 Valve (Nottingham): (1) Koenigswusterhausen, relaying sacred concert from Berlin; (2) Kalundborg, relaying Copenhagen; (3) Yes, Huizen (Holland); (4) Possibly Norddeich (Germany); (5) Koenigswusterhausen, relaying Berlin."
"3 Valve","Nottingham","UK","52.9","-1.1","(4) Possibly Norddeich (Germany).","Norddeich","Germany","53.6","7.2","3 Valve (Nottingham): (1) Koenigswusterhausen, relaying sacred concert from Berlin; (2) Kalundborg, relaying Copenhagen; (3) Yes, Huizen (Holland); (4) Possibly Norddeich (Germany); (5) Koenigswusterhausen, relaying Berlin."
"3 Valve","Nottingham","UK","52.9","-1.1","(5) Koenigswusterhausen, relaying Berlin.","Berlin","Germany","52.5","13.4","3 Valve (Nottingham): (1) Koenigswusterhausen, relaying sacred concert from Berlin; (2) Kalundborg, relaying Copenhagen; (3) Yes, Huizen (Holland); (4) Possibly Norddeich (Germany); (5) Koenigswusterhausen, relaying Berlin."
"E. Arkley","Silksworth","","","","Yes, WGY (Schenectady) direct.","Schenectady","USA","42.8","-73.9","E. Arkley (Silksworth): Yes, WGY (Schenectady) direct."
"Mullard Nelson","Nottingham","UK","52.9","-1.1","Frankfurt-on-Main, relaying dance music from the Tanzklause.","Frankfurt-on-Main","Germany","50.1","8.7","Mullard Nelson (Nottingham): Frankfurt-on-Main, relaying dance music from the Tanzklause."
"Puzzled","Oldham","UK","53.5","-2.1","Malmo, relaying Stockholm; 5FI, amateur, Walsall, Staffs; 5FO, amateur, cannot trace.","Malmo","Sweden","55.6","13.0","Puzzled (Oldham): Malmo, relaying Stockholm; 5FI, amateur, Walsall, Staffs; 5FO, amateur, cannot trace."
"Fulwood","Preston","UK","53.8","-2.7","KDKA (East Pittsburgh).","East Pittsburgh","USA","40.4","-79.8","Fulwood (Preston): KDKA (East Pittsburgh)."
"Anson","Manchester","UK","53.5","-2.2","Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","Anson (Manchester): Madrid (EAJ7)."
"Socialis Fisher","Hornsey","UK","51.6","-0.1","PTT Lyons, relaying PTT Marseilles.","Lyons","France","45.8","4.8","Socialis Fisher (Hornsey): PTT Lyons, relaying PTT Marseilles."
"Chow","Great Yarmouth","UK","52.6","1.7","Koenigswusterhausen Children’s Hour, followed by talk.","Koenigswusterhausen","Germany","52.3","13.6","Chow (Great Yarmouth): Koenigswusterhausen Children’s Hour, followed by talk."
"Suprefit","West Ferry, N.B.","","","","WIOD (Miami Beach, Fla.), 247.8 m.","Miami Beach","USA","25.8","-80.1","Suprefit (West Ferry, N.B.): WIOD (Miami Beach, Fla.), 247.8 m."
"Lissen","Bilsby","","","","Yes, WGY (Schenectady) direct.","Schenectady","USA","42.8","-73.9","Lissen (Bilsby): Yes, WGY (Schenectady) direct."
"Hispano-Suiza","Burgess Hill","UK","50.9","-0.1","ANE (Bandoeng, Java), 31.93 m., two-way communication with PCLL, Kootwijk (Holland).","Bandoeng","Indonesia","-6.9","107.6","Hispano-Suiza (Burgess Hill): ANE (Bandoeng, Java), 31.93 m., two-way communication with PCLL, Kootwijk (Holland)."
"Glan Nedd","Neath","UK","51.7","-3.8","Yes, Huizen (Holland), lunch-time music.","Huizen","Netherlands","52.3","5.2","Glan Nedd (Neath): Yes, Huizen (Holland), lunch-time music."
"Woolfold","Bury","UK","53.6","-2.3","Norddeich (weather and news report for fishing fleet).","Norddeich","Germany","53.6","7.2","Woolfold (Bury): Norddeich (weather and news report for fishing fleet)."
"Enos","Hove","UK","50.8","-0.2","(1) Bruenn, relaying Prague; relay from the Narodni dum in Vinohrady.","Brno","Czech Republic","49.2","16.6","Enos (Hove): (1) Bruenn, relaying Prague; relay from the Narodni dum in Vinohrady; (2) Aircraft (900 m.)."
"Enos","Hove","UK","50.8","-0.2","(2) Aircraft (900 m.).","","","","","Enos (Hove): (1) Bruenn, relaying Prague; relay from the Narodni dum in Vinohrady; (2) Aircraft (900 m.)."
"Edith","Leeds","UK","53.8","-1.5","Kalundborg, relaying Copenhagen.","Kalundborg","Denmark","55.7","11.1","Edith (Leeds): Kalundborg, relaying Copenhagen."
"Rectifier","Leeds","UK","53.8","-1.5","Yes, WGY (Schenectady) direct.","Schenectady","USA","42.8","-73.9","Rectifier (Leeds): Yes, WGY (Schenectady) direct."
"Safety","Bexhill","UK","50.8","0.5","(1) We cannot possibly give full details in these columns.","","","","","Safety (Bexhill): (1) We cannot possibly give full details in these columns. (2) Leningrad."
"Safety","Bexhill","UK","50.8","0.5","(2) Leningrad.","Leningrad","Russia","59.9","30.3","Safety (Bexhill): (1) We cannot possibly give full details in these columns. (2) Leningrad."
"Spider","Hull","UK","53.7","-0.3","... possibly WPG (Atlantic City).","Atlantic City","USA","39.4","-74.5","Spider (Hull): ... possibly WPG (Atlantic City)."
"Keppel Bay","","","","","Langenberg, relaying Cologne; Langenberg’s first birthday anniversary.","Langenberg","Germany","51.4","7.2","Keppel Bay: Langenberg, relaying Cologne; Langenberg’s first birthday anniversary."
