"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"A. H. Wickersham","Horsham","","","","(1) possibly Madrid (EAJ1), but believe this was Naples testing.","Naples","Italy","40.8","14.3","A. H. Wickersham (Horsham): (1) possibly Madrid (EAJ1), but believe this was Naples testing. (2) Barcelona (EAJ1). (3) presumably Milan."
"A. H. Wickersham","Horsham","","","","(2) Barcelona (EAJ1).","Barcelona","Spain","41.4","2.2","A. H. Wickersham (Horsham): (1) possibly Madrid (EAJ1), but believe this was Naples testing. (2) Barcelona (EAJ1). (3) presumably Milan."
"A. H. Wickersham","Horsham","","","","(3) presumably Milan.","Milan","Italy","45.5","9.2","A. H. Wickersham (Horsham): (1) possibly Madrid (EAJ1), but believe this was Naples testing. (2) Barcelona (EAJ1). (3) presumably Milan."
"Dites Moi","","","","","Hamburg (Illustrations of folk songs of Faroe Isles).","Hamburg","Germany","53.5","10.0","Dites Moi (12): Hamburg (Illustrations of folk songs of Faroe Isles)."
"Fillows","Tenby","UK","51.7","-4.7","Moscow (RDW).","Moscow","Russia","55.8","37.6","Fillows (Tenby): Moscow (RDW)."
"Twin Enthusiast","Clapton","","","","(1) Madrid (EAJ7), Opera Lohengrin.","Madrid","Spain","40.4","-3.7","Twin Enthusiast (Clapton): (1) Madrid (EAJ7), Opera Lohengrin; (2) Hanover (Cafe Continental)."
"Twin Enthusiast","Clapton","","","","(2) Hanover (Cafe Continental).","Hanover","Germany","52.4","9.7","Twin Enthusiast (Clapton): (1) Madrid (EAJ7), Opera Lohengrin; (2) Hanover (Cafe Continental)."
"Residenter","","","","","Madrid (EAJ4, Radio Castilla).","Madrid","Spain","40.4","-3.7","Residenter: Madrid (EAJ4, Radio Castilla)."
"E. A. N.","King's Norton","UK","52.4","-1.9","Radio Paris.","Paris","France","48.9","2.4","E. A. N. (King's Norton): Radio Paris."
"Ifidem","Portsmouth","UK","50.8","-1.1","probably harmonic of a powerful wireless telegraphy station.","","","","","Ifidem (Portsmouth): probably harmonic of a powerful wireless telegraphy station."
"Dites Moi","","","","","Moscow (RDW).","Moscow","Russia","55.8","37.6","Dites Moi (10): Moscow (RDW)."
"C. T. S.","South Shields","UK","54.9","-1.4","more probably Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","C. T. S. (South Shields): more probably Madrid (EAJ7)."
"Neutrodyne","Dorking","UK","51.2","-0.3","yes, Karlsborg (1,366 m.) relaying Stockholm.","Karlsborg","Sweden","58.5","14.5","Neutrodyne (Dorking): yes, Karlsborg (1,366 m.) relaying Stockholm."
"Rochester","Desborough","UK","52.4","-0.8","first transmission was Koenigs Wusterhausen (Press bulletin on 2,525 m.); second Eiffel Tower on 2,650 m. relaying physical exercises from PTT, Paris.","Koenigs Wusterhausen","Germany","52.3","13.6","Rochester (Desborough): first transmission was Koenigs Wusterhausen (Press bulletin on 2,525 m.); second Eiffel Tower on 2,650 m. relaying physical exercises from PTT, Paris."
"Rochester","Desborough","UK","52.4","-0.8","second Eiffel Tower on 2,650 m. relaying physical exercises from PTT, Paris.","Paris","France","48.9","2.4","Rochester (Desborough): first transmission was Koenigs Wusterhausen (Press bulletin on 2,525 m.); second Eiffel Tower on 2,650 m. relaying physical exercises from PTT, Paris."
"T.","Edinburgh","UK","55.9","-3.2","Barcelona (EAJ13).","Barcelona","Spain","41.4","2.2","T. (Edinburgh): Barcelona (EAJ13)."
"Beginner","Petersfield","UK","51.0","-0.9","Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","Beginner (Petersfield): Madrid (EAJ7)."
"Renault","","","","","Stuttgart (Chamber Music).","Stuttgart","Germany","48.8","9.2","Renault: Stuttgart (Chamber Music)."
"Radio Bud","East Bristol","UK","51.5","-2.6","Oslo.","Oslo","Norway","59.9","10.8","Radio Bud (East Bristol): Oslo."
"R. H. L.","Watford","UK","51.7","-0.4","Warsaw.","Warsaw","Poland","52.2","21.0","R. H. L. (Watford): Warsaw."
