"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"H. Tucker","","","","","Cadiz (experimental concert).","Cadiz","Spain","36.5","-6.3","H. Tucker: Cadiz (experimental concert)."
"Scotia","","","","","Radio Paris (Special Exhibition transmission).","Paris","France","48.9","2.4","Scotia: Radio Paris (Special Exhibition transmission)."
"E. Branford","B'ham","UK","52.5","-1.9","Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","E. Branford (B'ham): Madrid (EAJ7)."
"G. C. F.","Lincoln","UK","53.2","-0.5","possibly Cadiz (experimental concert).","Cadiz","Spain","36.5","-6.3","G. C. F. (Lincoln): possibly Cadiz (experimental concert)."
"Amico","","","","","(1) Karlsborg relay of Stockholm.","Karlsborg","Sweden","58.5","14.5","Amico: (1) Karlsborg relay of Stockholm, (2) Koenigsusterhausen, relaying Berlin."
"Amico","","","","","(2) Koenigsusterhausen, relaying Berlin.","Koenigsusterhausen","Germany","52.3","13.6","Amico: (1) Karlsborg relay of Stockholm, (2) Koenigsusterhausen, relaying Berlin."
"Cymro","","","","","no doubt a U.S.A. station, but cannot trace call sign.","","","","","Cymro: no doubt a U.S.A. station, but cannot trace call sign."
"2 Valve","Battersea","UK","51.5","-0.2","yes, Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","2 Valve (Battersea): yes, Madrid (EAJ7)."
"Garcon","","","","","yes, Radio Paris (Special Exhibition transmission).","Paris","France","48.9","2.4","Garcon: yes, Radio Paris (Special Exhibition transmission)."
"Aetherhawk","Hengrave","UK","52.3","0.7","(1) 6PY, amateur (Barnsley).","Barnsley","UK","53.6","-1.5","Aetherhawk (Hengrave): (1) 6PY, amateur (Barnsley), (2) amateur, cannot trace."
"Aetherhawk","Hengrave","UK","52.3","0.7","(2) amateur, cannot trace.","","","","","Aetherhawk (Hengrave): (1) 6PY, amateur (Barnsley), (2) amateur, cannot trace."
"Mer","","","","","yes, Karlsborg, relaying Stockholm.","Karlsborg","Sweden","58.5","14.5","Mer: yes, Karlsborg, relaying Stockholm."
"S.S. Brenda","","","","","Lyons, relay of PTT, Paris.","Lyon","France","45.8","4.8","S.S. Brenda: Lyons, relay of PTT, Paris."
"R. S. 16","","","","","Radio Lyons.","Lyon","France","45.8","4.8","R. S. 16: Radio Lyons."
"Jet","Liverpool","UK","53.4","-3.0","A. D. Dalston.","","","","","Jet (Liverpool): A. D. Dalston; Tuner (Manor Park): BM/BAVZ the opera was not advertised, possibly Madrid (EAJ7)."
"Tuner","Manor Park","UK","51.5","0.0","BM/BAVZ the opera was not advertised, possibly Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","Jet (Liverpool): A. D. Dalston; Tuner (Manor Park): BM/BAVZ the opera was not advertised, possibly Madrid (EAJ7)."
"Mac","Paris","France","48.9","2.4","if a.m. WJZ (Boundbrook), if p.m. cannot trace.","Boundbrook","USA","40.6","-74.5","Mac (Paris): if a.m. WJZ (Boundbrook), if p.m. cannot trace."
"Track","","","","","Radio Paris (Special Exhibition transmission).","Paris","France","48.9","2.4","Track: Radio Paris (Special Exhibition transmission)."
"E. C. G.","Edinburgh","UK","55.9","-3.2","probably a Dutch coastal station.","","","","","E. C. G. (Edinburgh): probably a Dutch coastal station."
"Y. C. W.","Dorking","UK","51.2","-0.3","surely Koenigsusterhausen Press, 2,525 m.","Koenigsusterhausen","Germany","52.3","13.6","Y. C. W. (Dorking): surely Koenigsusterhausen Press, 2,525 m."
"P. B. 8","Leeds","UK","53.8","-1.5","(1) Breslau, relaying Berlin.","Breslau","Germany","51.1","17.0","P. B. 8 (Leeds): (1) Breslau, relaying Berlin, (2) Hamburg, relaying Hanover, (3) Bilbao (EAJ11)."
"P. B. 8","Leeds","UK","53.8","-1.5","(2) Hamburg, relaying Hanover.","Hamburg","Germany","53.5","10.0","P. B. 8 (Leeds): (1) Breslau, relaying Berlin, (2) Hamburg, relaying Hanover, (3) Bilbao (EAJ11)."
"P. B. 8","Leeds","UK","53.8","-1.5","(3) Bilbao (EAJ11).","Bilbao","Spain","43.3","-2.9","P. B. 8 (Leeds): (1) Breslau, relaying Berlin, (2) Hamburg, relaying Hanover, (3) Bilbao (EAJ11)."
"Exchange","","","","","(1) Hamburg, relaying Hanover (Café Continental).","Hamburg","Germany","53.5","10.0","Exchange: (1) Hamburg, relaying Hanover (Café Continental), (2) amateur, cannot trace, (3) Rome."
"Exchange","","","","","(2) amateur, cannot trace.","","","","","Exchange: (1) Hamburg, relaying Hanover (Café Continental), (2) amateur, cannot trace, (3) Rome."
"Exchange","","","","","(3) Rome.","Rome","Italy","41.9","12.5","Exchange: (1) Hamburg, relaying Hanover (Café Continental), (2) amateur, cannot trace, (3) Rome."
"3 Valver","Hull","UK","53.7","-0.3","(1 and 2) possibly WGY (Schenectady).","Schenectady","USA","42.8","-73.9","3 Valver (Hull): (1 and 2) possibly WGY (Schenectady)."
"A. B.","Paris","France","48.9","2.4","possibly Barcelona (EAJ18), or Seville (EAJ7), but no programmes available.","Barcelona","Spain","41.4","2.2","A. B. (Paris): possibly Barcelona (EAJ18), or Seville (EAJ7), but no programmes available."
"A. B.","Paris","France","48.9","2.4","possibly Barcelona (EAJ18), or Seville (EAJ7), but no programmes available.","Seville","Spain","37.4","-5.9","A. B. (Paris): possibly Barcelona (EAJ18), or Seville (EAJ7), but no programmes available."
"Collaborators","","","","","Hilversum.","Hilversum","Netherlands","52.2","5.2","Collaborators: Hilversum."
"Strange","Leicester","UK","52.6","-1.1","Prague.","Prague","Czech Republic","50.1","14.4","Strange (Leicester): Prague."
"V2","","","","","possibly Muenster (relaying foreign stations at that time).","Muenster","Germany","51.9","7.6","V2: possibly Muenster (relaying foreign stations at that time)."
"G. B. S.","","","","","(23/10) Yes, Bilbao (EAJ11).","Bilbao","Spain","43.3","-2.9","G. B. S.: (23/10) Yes, Bilbao (EAJ11), (28/10) Hilversum (Programme for Hospitals)."
"G. B. S.","","","","","(28/10) Hilversum (Programme for Hospitals).","Hilversum","Netherlands","52.2","5.2","G. B. S.: (23/10) Yes, Bilbao (EAJ11), (28/10) Hilversum (Programme for Hospitals)."
"J. W. L. P. Z.","","","","","Vienna (582 m.).","Vienna","Austria","48.2","16.4","J. W. L. P. Z.: Vienna (582 m.)."
"Stand-By","","","","","WGY (Schenectady).","Schenectady","USA","42.8","-73.9","Stand-By: WGY (Schenectady)."
"W. M. B.","Weston-super-Mare","UK","51.3","-2.9","Warsaw.","Warsaw","Poland","52.2","21.0","W. M. B. (Weston-super-Mare): Warsaw."
"L. E. F.","Molesey","UK","51.4","-0.4","(1) 256 m. Gleiwitz (251 m.); 290 m. Dresden (294 m.), both relaying Berlin.","Gleiwitz","Germany","50.3","18.7","L. E. F. (Molesey): (1) 256 m. Gleiwitz (251 m.); 290 m. Dresden (294 m.), both relaying Berlin. 215 m. cannot trace."
"L. E. F.","Molesey","UK","51.4","-0.4","290 m. Dresden (294 m.), both relaying Berlin.","Dresden","Germany","51.0","13.7","L. E. F. (Molesey): (1) 256 m. Gleiwitz (251 m.); 290 m. Dresden (294 m.), both relaying Berlin. 215 m. cannot trace."
"Printer","","","","","Hanover.","Hanover","Germany","52.4","9.7","Printer: Hanover."
"Edmonton","","","","","cannot trace, possibly amateur.","","","","","Edmonton: cannot trace, possibly amateur."
"Tenbury","","","","","Oslo.","Oslo","Norway","59.9","10.8","Tenbury: Oslo."
"Electra","London","UK","51.5","-0.1","Moscow (RDW).","Moscow","Russia","55.8","37.6","Electra (London): Moscow (RDW)."
"D. T.","Edinburgh","UK","55.9","-3.2","possibly WGY (Schenectady).","Schenectady","USA","42.8","-73.9","D. T. (Edinburgh): possibly WGY (Schenectady)."
"B. D. T.","Twin Flex","","","","vague, possibly Nuremberg relaying Munich.","Nuremberg","Germany","49.5","11.1","B. D. T. (Twin Flex): vague, possibly Nuremberg relaying Munich."
"B. D. T. G. B.","","","","","PTT, Paris.","Paris","France","48.9","2.4","B. D. T. G. B.: PTT, Paris."
"F. C. L. B. D.","","","","","Nuremberg relaying Munich.","Nuremberg","Germany","49.5","11.1","F. C. L. B. D.: Nuremberg relaying Munich."
"B. D. T. 6 Valve","","","","","too vague, cannot trace.","","","","","B. D. T. 6 Valve: too vague, cannot trace."
"Civic E. Port","","","","","(1) Gothenberg, relay of Stockholm.","Gothenberg","Sweden","57.7","11.9","Civic E. Port: (1) Gothenberg, relay of Stockholm, (2) Hilversum, (3) Hanover (Café Continental)."
"Civic E. Port","","","","","(2) Hilversum.","Hilversum","Netherlands","52.2","5.2","Civic E. Port: (1) Gothenberg, relay of Stockholm, (2) Hilversum, (3) Hanover (Café Continental)."
"Civic E. Port","","","","","(3) Hanover (Café Continental).","Hanover","Germany","52.4","9.7","Civic E. Port: (1) Gothenberg, relay of Stockholm, (2) Hilversum, (3) Hanover (Café Continental)."
"Eric","London","UK","51.5","-0.1","if any re-WGY (Schenectady).","Schenectady","USA","42.8","-73.9","Eric (London): if any re-WGY (Schenectady)."
"L. G. E.","Molesey","UK","51.4","-0.4","(1) 250 m. Gleiwitz (251 m.), 290 m. Dresden (294 m.), both relaying Berlin.","Gleiwitz","Germany","50.3","18.7","L. G. E. (Molesey): (1) 250 m. Gleiwitz (251 m.), 290 m. Dresden (294 m.), both relaying Berlin. 215 m. cannot trace."
"L. G. E.","Molesey","UK","51.4","-0.4","290 m. Dresden (294 m.), both relaying Berlin.","Dresden","Germany","51.0","13.7","L. G. E. (Molesey): (1) 250 m. Gleiwitz (251 m.), 290 m. Dresden (294 m.), both relaying Berlin. 215 m. cannot trace."
"Printer","","","","","Hanover.","Hanover","Germany","52.4","9.7","Printer: Hanover."
"Edmonton","","","","","cannot trace, possibly amateur.","","","","","Edmonton: cannot trace, possibly amateur."
"Tenbury","","","","","Oslo.","Oslo","Norway","59.9","10.8","Tenbury: Oslo."
"Electra","London","UK","51.5","-0.1","Moscow (RDW).","Moscow","Russia","55.8","37.6","Electra (London): Moscow (RDW)."
"B. D. T.","Edinburgh","UK","55.9","-3.2","possibly WGY (Schenectady).","Schenectady","USA","42.8","-73.9","B. D. T. (Edinburgh): possibly WGY (Schenectady)."
"B. D. T.","Twin Flex","","","","vague, possibly Nuremberg relaying Munich.","Nuremberg","Germany","49.5","11.1","B. D. T. (Twin Flex): vague, possibly Nuremberg relaying Munich."
"B. D. T. G. B.","","","","","PTT, Paris.","Paris","France","48.9","2.4","B. D. T. G. B.: PTT, Paris."
"F. C. L. B. D.","","","","","Nuremberg, relaying Munich.","Nuremberg","Germany","49.5","11.1","F. C. L. B. D.: Nuremberg, relaying Munich."
"B. D. T. 6 Valve","","","","","too vague, cannot trace.","","","","","B. D. T. 6 Valve: too vague, cannot trace."
"Civic E. Port","","","","","(1) Gothenberg, relay of Stockholm.","Gothenberg","Sweden","57.7","11.9","Civic E. Port: (1) Gothenberg, relay of Stockholm, (2) Hilversum, (3) Hanover (Café Continental)."
"Civic E. Port","","","","","(2) Hilversum.","Hilversum","Netherlands","52.2","5.2","Civic E. Port: (1) Gothenberg, relay of Stockholm, (2) Hilversum, (3) Hanover (Café Continental)."
"Civic E. Port","","","","","(3) Hanover (Café Continental).","Hanover","Germany","52.4","9.7","Civic E. Port: (1) Gothenberg, relay of Stockholm, (2) Hilversum, (3) Hanover (Café Continental)."
"Eric","London","UK","51.5","-0.1","if a.m., Koenigsusterhausen.","Koenigsusterhausen","Germany","52.3","13.6","Eric (London): if a.m., Koenigsusterhausen."
"F. E. R.","Eastbourne","UK","50.8","0.3","Radio Paris.","Paris","France","48.9","2.4","F. E. R. (Eastbourne): Radio Paris."
"Elstree Six","Kirkcaldy","UK","56.1","-3.2","cannot confirm, but believe extended transmission, Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","Elstree Six (Kirkcaldy): cannot confirm, but believe extended transmission, Madrid (EAJ7)."
"Tommy","","","","","not in programmes, probably Luxembourg.","Luxembourg","Luxembourg","49.6","6.1","Tommy: not in programmes, probably Luxembourg."
"A. J. S.","Worthing","UK","50.8","-0.4","(2) PTT, Toulouse.","Toulouse","France","43.6","1.4","A. J. S. (Worthing): (2) PTT, Toulouse, (1) probably Bremen, relaying Hanover."
"A. J. S.","Worthing","UK","50.8","-0.4","(1) probably Bremen, relaying Hanover.","Bremen","Germany","53.1","8.8","A. J. S. (Worthing): (2) PTT, Toulouse, (1) probably Bremen, relaying Hanover."
"8 Valve Super Het","","","","","cannot trace.","","","","","8 Valve Super Het: cannot trace."
"3CF/13SP","Wandsworth","UK","51.5","-0.2","(3) Koenigsusterhausen.","Koenigsusterhausen","Germany","52.3","13.6","3CF/13SP (Wandsworth): (3) Koenigsusterhausen, (4) Barcelona (EAJ1)."
"3CF/13SP","Wandsworth","UK","51.5","-0.2","(4) Barcelona (EAJ1).","Barcelona","Spain","41.4","2.2","3CF/13SP (Wandsworth): (3) Koenigsusterhausen, (4) Barcelona (EAJ1)."
"Q. E. D.","","","","","Zurich (relayed from Waedenswil, Hotel Engle).","Zurich","Switzerland","47.4","8.5","Q. E. D.: Zurich (relayed from Waedenswil, Hotel Engle)."
"Old Bill","Leicester","UK","52.6","-1.1","cannot trace.","","","","","Old Bill (Leicester): cannot trace."
"Ormsby Four","Battersea","UK","51.5","-0.2","Radio Paris (Special Exhibition transmission).","Paris","France","48.9","2.4","Ormsby Four (Battersea): Radio Paris (Special Exhibition transmission)."
"Tanzmusik","Edgware","UK","51.6","-0.3","no date given but probably Berlin.","Berlin","Germany","52.5","13.4","Tanzmusik (Edgware): no date given but probably Berlin."
"M. J. N.","Oldham","UK","53.5","-2.1","Radio Paris (Special Exhibition transmission).","Paris","France","48.9","2.4","M. J. N. Oldham: Radio Paris (Special Exhibition transmission)."
