"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"Camisis","","","","","Daventry experimental station.","Daventry","UK","52.3","-1.2","Camisis: Daventry experimental station."
"Jay Pip","Dover","UK","51.1","1.3","(1) Warsaw (1,111 m.).","Warsaw","Poland","52.2","21.0","Jay Pip (Dover): (1) Warsaw (1,111 m.); (2) Scheveningen-Haven, Holland (1,950 m.), News only."
"Jay Pip","Dover","UK","51.1","1.3","(2) Scheveningen-Haven, Holland (1,950 m.), News only.","Scheveningen","Netherlands","52.1","4.3","Jay Pip (Dover): (1) Warsaw (1,111 m.); (2) Scheveningen-Haven, Holland (1,950 m.), News only."
"J. E. J.","Liverpool","UK","53.4","-2.9","Rome relaying from Theatre.","Rome","Italy","41.9","12.5","J. E. J. (Liverpool): Rome relaying from Theatre."
"Brantingham","York","UK","53.8","-1.1","Hilversum, Lunch-time music.","Hilversum","Netherlands","52.2","5.2","Brantingham (York): Hilversum, Lunch-time music."
"R. Neal","Conway","UK","53.3","-3.8","(1) Yes, Hilversum,","Hilversum","Netherlands","52.2","5.2","R. Neal (Conway): (1) Yes, Hilversum, (2) Yes, Radio Paris (1,750 m.), Radio Jazz by Mario Cazes and his orchestra."
"R. Neal","Conway","UK","53.3","-3.8","(2) Yes, Radio Paris (1,750 m.), Radio Jazz by Mario Cazes and his orchestra.","Paris","France","48.9","2.4","R. Neal (Conway): (1) Yes, Hilversum, (2) Yes, Radio Paris (1,750 m.), Radio Jazz by Mario Cazes and his orchestra."
"Radio Llanfairfechan","","","","","(1) and (2) Sorö (18th), concert relayed from Copenhagen, (19th) Running commentary on football match played at Stockholm Stadium (Denmark v. Sweden).","Soro","Denmark","55.4","11.6","Radio Llanfairfechan: (1) and (2) Sorö (18th), concert relayed from Copenhagen, (19th) Running commentary on football match played at Stockholm Stadium (Denmark v. Sweden); (3) Moscow (1,450 m.), Press."
"Radio Llanfairfechan","","","","","(3) Moscow (1,450 m.), Press.","Moscow","Russia","55.8","37.6","Radio Llanfairfechan: (1) and (2) Sorö (18th), concert relayed from Copenhagen, (19th) Running commentary on football match played at Stockholm Stadium (Denmark v. Sweden); (3) Moscow (1,450 m.), Press."
"Gunner","Thorpe Bay","UK","51.5","0.8","Marseilles PTT (300 m.), Annual Fête of the Orphanages of P.L.M. Railway (France).","Marseilles","France","43.3","5.4","Gunner (Thorpe Bay): Marseilles PTT (300 m.), Annual Fête of the Orphanages of P.L.M. Railway (France)."
"Semloh","Plymouth","UK","50.4","-4.1","Your estimated W.L. is very vague, but should say this was Langenberg, as Munich was giving an outside relay of dance music, and in this case you would have heard applause.","Langenberg","Germany","51.4","7.1","Semloh (Plymouth): Your estimated W.L. is very vague, but should say this was Langenberg, as Munich was giving an outside relay of dance music, and in this case you would have heard applause."
"Two Valve","Liverpool","UK","53.4","-2.9","Nuremberg, relaying dance music from the Regina Palace Hotel at Munich.","Nuremberg","Germany","49.5","11.1","Two Valve (Liverpool): Nuremberg, relaying dance music from the Regina Palace Hotel at Munich."
"Devonian","","","","","(b) Motala, relaying dance music from Stockholm.","Motala","Sweden","58.5","15.0","Devonian: (b) Motala, relaying dance music from Stockholm."
"G. A. B.","Surrey","UK","51.3","-0.5","Your estimated W.L. is much too vague, cannot trace item in programmes.","","","","","G. A. B. (Surrey): Your estimated W.L. is much too vague, cannot trace item in programmes."
"Tim","London","UK","51.5","-0.1","Yes, Warsaw (1,111 m.), relaying dance music from the Restaurant Rydz.","Warsaw","Poland","52.2","21.0","Tim (W. 12): Yes, Warsaw (1,111 m.), relaying dance music from the Restaurant Rydz."
"BM/BCXV","London","UK","51.5","-0.1","Yes, PTT Marseilles (300 m.).","Marseilles","France","43.3","5.4","BM/BCXV (N.W. 6): Yes, PTT Marseilles (300 m.)."
"D. A. Parker","Southsea","UK","50.8","-1.1","Your estimated W.L. is much too vague, regret cannot trace.","","","","","D. A. Parker (Southsea): Your estimated W.L. is much too vague, regret cannot trace."
"We are Seven","Strood","UK","51.4","0.5","Hamburg, 1st news bulletin, followed by gramophone records.","Hamburg","Germany","53.5","10.0","We are Seven (Strood): Hamburg, 1st news bulletin, followed by gramophone records."
"J. C. Dixey","Barnstaple","UK","51.1","-4.1","Cork relaying Dublin The Chance, a sketch by Elizabeth Young and Company","Cork","Ireland","51.9","-8.5","J. C. Dixey (Barnstaple): Cork relaying Dublin The Chance, a sketch by Elizabeth Young and Company H.F. 42: (a) Radio Lyons, Journal Parlé; (b) Yes, this was Sorö, from 2.10 to 3.45 p.m., relaying running commentary on football match, Denmark v. Sweden, at Stockholm, followed by relay of orchestral concert from the Gardens of Rosenborg; (c) Warsaw; (d) Radio Vitus, Paris; (e) Milan; (f) Details would tally with Posen (270 m.); (g) Berlin (566 m., 530 kc.)."
