"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"BM/BR3P","Burton-on-Trent","","","","WJZ (pronounced WJ-Zee).","Boundbrook","USA","","","BM/BR3P (Burton-on-Trent): WJZ (pronounced WJ-Zee)."
"Boundbrook","","","","","Yes, lately reception has been exceptional.","","","","","Boundbrook: Yes, lately reception has been exceptional."
"Neutrophase 4","Birmingham","UK","52.5","-1.9","(25) Madrid (EAJ7) relaying Barcelona (EAJ1)","Madrid","Spain","40.4","-3.7","Neutrophase 4 (Birmingham): (25) Madrid (EAJ7) relaying Barcelona (EAJ1); (26) Naples; (27) evidently Cadiz (EAJ3)."
"Neutrophase 4","Birmingham","UK","52.5","-1.9","(26) Naples","Naples","Italy","40.8","14.3","Neutrophase 4 (Birmingham): (25) Madrid (EAJ7) relaying Barcelona (EAJ1); (26) Naples; (27) evidently Cadiz (EAJ3)."
"Neutrophase 4","Birmingham","UK","52.5","-1.9","(27) evidently Cadiz (EAJ3)","Cadiz","Spain","36.5","-6.3","Neutrophase 4 (Birmingham): (25) Madrid (EAJ7) relaying Barcelona (EAJ1); (26) Naples; (27) evidently Cadiz (EAJ3)."
"H. S. W.","Totley","UK","53.3","-1.5","a relay of Stockholm.","Stockholm","Sweden","59.3","18.1","H. S. W. (Totley): a relay of Stockholm."
"London Scot","SW2","","","","Cannot trace WKD, probably WJ-ZEE (Boundbrook) on 454 m.","Boundbrook","USA","","","London Scot (SW2): Cannot trace WKD, probably WJ-ZEE (Boundbrook) on 454 m."
"Radio Vagabond","Windlesham","UK","51.4","-0.6","Yes, Bergen, own programme.","Bergen","Norway","60.4","5.3","Radio Vagabond (Windlesham): Yes, Bergen, own programme."
"Greenburn","Stirlingshire","UK","56.1","-4.0","Leipzig relay of Koenigswusterhausen.","Leipzig","Germany","51.3","12.4","Greenburn (Stirlingshire): Leipzig relay of Koenigswusterhausen."
"Tog 2","Portsmouth","UK","50.8","-1.1","(A) WJZ (Boundbrook)","Boundbrook","USA","","","Tog 2 (Portsmouth): (A) WJZ (Boundbrook); (B) EAJ13 Barcelona."
"Tog 2","Portsmouth","UK","50.8","-1.1","(B) EAJ13 Barcelona.","Barcelona","Spain","41.4","2.2","Tog 2 (Portsmouth): (A) WJZ (Boundbrook); (B) EAJ13 Barcelona."
"Tug Lewin","","","","","KDKA (East Pittsburg) on 309 m.","East Pittsburg","USA","","","Tug Lewin: KDKA (East Pittsburg) on 309 m."
"Ruym","Ramsgate","UK","51.3","1.4","No, EAJ1 still on 324 m; your estimated WL is somewhat high.","","","","","Ruym (Ramsgate): No, EAJ1 still on 324 m; your estimated WL is somewhat high. (See W.L. list and note in last week's issue)."
"Sugar-Beet","","","","","KDKA (East Pittsburg).","East Pittsburg","USA","","","Sugar-Beet: KDKA (East Pittsburg)."
"Benwell","","","","","Basle.","Basle","Switzerland","47.6","7.6","Benwell: Basle."
"Corra Lyn","","","","","vague, possibly Bremen relaying Hanover.","Bremen","Germany","53.1","8.8","Corra Lyn: vague, possibly Bremen relaying Hanover."
"Drahtlos","Glasgow","UK","55.9","-4.3","Dortmund own concertedly.","Dortmund","Germany","51.5","7.5","Drahtlos (Glasgow): Dortmund own concertedly."
"A. S.","Brockley","UK","51.5","-0.0","Koenigswusterhausen (58 m.) relaying Hamburg.","Koenigswusterhausen","Germany","52.3","13.6","A. S. (Brockley): Koenigswusterhausen (58 m.) relaying Hamburg."
"Three Valver","Glasgow","UK","55.9","-4.3","(2) Bremen, relaying Hamburg.","Bremen","Germany","53.1","8.8","Three Valver (Glasgow): (2) Bremen, relaying Hamburg; (2) PTT, Paris."
"Three Valver","Glasgow","UK","55.9","-4.3","(2) PTT, Paris.","Paris","France","48.9","2.4","Three Valver (Glasgow): (2) Bremen, relaying Hamburg; (2) PTT, Paris."
"L. G. K","E. 6","","","","WJY (New York) 405 m.","New York","USA","40.7","-74.0","L. G. K (E. 6): WJY (New York) 405 m."
"T. A. M.","Bristol","UK","51.5","-2.6","Sorö, relaying Copenhagen.","Sorö","Denmark","55.4","11.6","T. A. M. (Bristol): Sorö, relaying Copenhagen."
"Earth Tube","","","","","Hamburg.","Hamburg","Germany","53.5","10.0","Earth Tube: Hamburg."
"Boots","","","","","Prague.","Prague","Czech Republic","50.1","14.4","Boots: Prague."
"Veritas","","","","","Prague (not necessarily an English band).","Prague","Czech Republic","50.1","14.4","Veritas: Prague (not necessarily an English band)."
"Teynham","","","","","vague, but possibly WGY (Schenectady), 379 m.","Schenectady","USA","42.8","-73.9","Teynham: vague, but possibly WGY (Schenectady), 379 m."
"Quatre Valve","","","","","Bremen or Hamburg, relaying Hanover (hymn tune: ""Deutschland ueber Alles"").","Bremen","Germany","53.1","8.8","Quatre Valve: Bremen or Hamburg, relaying Hanover (hymn tune: ""Deutschland ueber Alles"")."
"4 Valve","St Albans","UK","51.8","-0.3","Sorö, relaying Copenhagen.","Sorö","Denmark","55.4","11.6","4 Valve (St Albans): Sorö, relaying Copenhagen."
"J. T. B.","Ardwick","UK","53.5","-2.2","WGY (Schenectady), 379 m.","Schenectady","USA","42.8","-73.9","J. T. B. (Ardwick): WGY (Schenectady), 379 m."
"J. T. B.","Ardwick","UK","53.5","-2.2","W. J. Z. (Boundbrook), 454 m.","Boundbrook","USA","","","J. T. B. (Ardwick): WGY (Schenectady), 379 m. W. J. Z. (Boundbrook), 454 m."
"B. M. G.","Penzance","UK","50.1","-5.5","if below Barcelona (EAJ13) WJZ (Boundbrook), 454 m.","Boundbrook","USA","","","B. M. G. (Penzance): if below Barcelona (EAJ13) WJZ (Boundbrook), 454 m."
"F. W. C.","","","","","(1) possibly WBZ (Springfield), 333 m","Springfield","USA","42.1","-72.6","F. W. C.: (1) possibly WBZ (Springfield), 333 m; (2) possibly WLS (Chicago); (3) WGY (Schenectady), 379 m."
