"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"Tsew","West Hartlepool","","","","Hamburg (Esperanto lesson).","Hamburg","Germany","53.5","10.0","Tsew (West Hartlepool): Hamburg (Esperanto lesson)."
"R.K.S.","","","","","If 12.30 midday, Radio Paris.","Paris","France","48.9","2.4","R.K.S.: If 12.30 midday, Radio Paris."
"Stoke 3 Valve Amateur","Bootle","","","","","","","","","Stoke 3 Valve Amateur (Bootle)."
"Cookie","Brixton","","","","Hilversum (end of bivalent sacred service; both addresses by men).","Hilversum","Netherlands","52.2","5.2","Cookie (Brixton): Hilversum (end of bivalent sacred service; both addresses by men)."
"Straight Eight: Neutrodyne","Dorking","","","","Cannot trace, unless station testing on new WL.","","","","","Straight Eight: Neutrodyne (Dorking): Cannot trace, unless station testing on new WL."
"Lovno","Newbury","","","","Barcelona (EAJ1).","Barcelona","Spain","41.4","2.2","Lovno (Newbury): Barcelona (EAJ1)."
"C.Q.D.","","","","","If p.m. Hilversum.","Hilversum","Netherlands","52.2","5.2","C.Q.D.: If p.m. Hilversum."
"R.J.B.","Crawley","","","","(1) Koenigsberg.","Koenigsberg","Germany","","","R.J.B. (Crawley): (1) Koenigsberg, (2) Leipzig (Cabaret)."
"R.J.B.","Crawley","","","","(2) Leipzig (Cabaret).","Leipzig","Germany","51.3","12.4","R.J.B. (Crawley): (1) Koenigsberg, (2) Leipzig (Cabaret)."
"S.R.M.","Swansea","","","","Cannot trace.","","","","","S.R.M. (Swansea): Cannot trace."
"J.V.","Bordeaux","France","44.8","-0.6","Moscow (RDW) sans annum date.","Moscow","Russia","55.8","37.6","J.V. (Bordeaux): Moscow (RDW) sans annum date."
"Rover","Chester","","","","Possibly WGY (Schenectady) 379 m.","Schenectady","USA","42.8","-73.9","Rover (Chester): Possibly WGY (Schenectady) 379 m."
"Aleph","Bolton","","","","(a) Vienna (Hotel Bristol); metronome used as interval signal.","Vienna","Austria","48.2","16.4","Aleph (Bolton): (a) Vienna (Hotel Bristol); metronome used as interval signal; (b) Munich."
"Aleph","Bolton","","","","(b) Munich.","Munich","Germany","48.1","11.6","Aleph (Bolton): (a) Vienna (Hotel Bristol); metronome used as interval signal; (b) Munich."
"Waber","Hove","","","","Hilversum (Amsterdam Orchestra).","Hilversum","Netherlands","52.2","5.2","Waber (Hove): Hilversum (Amsterdam Orchestra)."
"D.X.3.V.","","","","","Frankfort-on-Main, transmission given by Frankfurter Zeitung (a daily newspaper).","Frankfurt","Germany","50.1","8.7","D.X.3.V.: Frankfort-on-Main, transmission given by Frankfurter Zeitung (a daily newspaper)."
"A.J.G.","Leicester","","","","possibly WGY (Schenectady) which is now being received well.","Schenectady","USA","42.8","-73.9","A.J.G. (Leicester): possibly WGY (Schenectady) which is now being received well."
"Woodford","","","","","Yes, Milan.","Milan","Italy","45.5","9.2","Woodford: Yes, Milan."
"Eltron","Eastbourne","","","","Zurich.","Zurich","Switzerland","47.4","8.5","Eltron (Eastbourne): Zurich."
"Diamond","","","","","Frankfort-on-Main.","Frankfurt","Germany","50.1","8.7","Diamond: Frankfort-on-Main."
"2.V.","Deal","","","","Koenigswusterhausen.","Koenigswusterhausen","Germany","52.3","13.6","2.V. (Deal): Koenigswusterhausen."
"L.E.L.","Trowbridge","","","","Prague.","Prague","Czech Republic","50.1","14.4","L.E.L. (Trowbridge): Prague."
"Belle Vue","","","","","Hilversum.","Hilversum","Netherlands","52.2","5.2","Belle Vue: Hilversum."
"Sparkles","","","","","(1) Hilversum.","Hilversum","Netherlands","52.2","5.2","Sparkles: (1) Hilversum, (2) Vienna (The Flying Dutchman), (3) Madrid (EAJ7), (4) St. Dominic's Church (Amsterdam)."
"Sparkles","","","","","(2) Vienna (The Flying Dutchman).","Vienna","Austria","48.2","16.4","Sparkles: (1) Hilversum, (2) Vienna (The Flying Dutchman), (3) Madrid (EAJ7), (4) St. Dominic's Church (Amsterdam)."
"Sparkles","","","","","(3) Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","Sparkles: (1) Hilversum, (2) Vienna (The Flying Dutchman), (3) Madrid (EAJ7), (4) St. Dominic's Church (Amsterdam)."
"Sparkles","","","","","(4) St. Dominic's Church (Amsterdam).","Amsterdam","Netherlands","52.4","4.9","Sparkles: (1) Hilversum, (2) Vienna (The Flying Dutchman), (3) Madrid (EAJ7), (4) St. Dominic's Church (Amsterdam)."
"Cockaday","","","","","(1) Hamburg.","Hamburg","Germany","53.5","10.0","Cockaday: (1) Hamburg (2) Madrid (EAJ6)."
"Cockaday","","","","","(2) Madrid (EAJ6).","Madrid","Spain","40.4","-3.7","Cockaday: (1) Hamburg (2) Madrid (EAJ6)."
"Piccolo","","","","","Hilversum.","Hilversum","Netherlands","52.2","5.2","Piccolo: Hilversum."
