"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"H.F.","Marlboro","","","","Presumably Karlsborg, relay of Stockholm.","Karlsborg","Sweden","58.5","14.5","H.F. (Marlboro): Presumably Karlsborg, relay of Stockholm."
"Rubberneck","","","","","Cannot trace German or Dutch transmission at that time; wavelength apparently wrong.","","","","","Rubberneck: Cannot trace German or Dutch transmission at that time; wavelength apparently wrong."
"A.L.S.","Coventry","UK","52.4","-1.5","Hilversum.","Hilversum","Netherlands","52.2","5.1","A.L.S. (Coventry): Hilversum."
"Black Eagle","Hastings","UK","50.9","0.6","Yes, this could be an amateur transmission at that time.","","","","","Black Eagle (Hastings): Yes, this could be an amateur transmission at that time."
"Five Valver","Chesterfield","UK","53.2","-1.4","Frankfort-on-Main.","Frankfurt","Germany","50.1","8.7","Five Valver (Chesterfield): Frankfort-on-Main."
"K.W.L.","","","","","Moscow (RDW).","Moscow","Russia","55.8","37.6","K.W.L.: Moscow (RDW)."
"The Hawk","Fulham","UK","51.5","-0.2","Cannot trace wavelength from condenser settings; this was a relay of Berlin.","Berlin","Germany","52.5","13.4","The Hawk (Fulham): Cannot trace wavelength from condenser settings; this was a relay of Berlin."
"W.B.","Donisthorpe","UK","52.7","-1.5","Berlin.","Berlin","Germany","52.5","13.4","W.B. (Donisthorpe): Berlin."
"Singer","Grays","UK","51.5","0.3","Items not in programmes; presumably Dublin.","Dublin","Ireland","53.3","-6.3","Singer (Grays): Items not in programmes; presumably Dublin."
"Slaney","Shirebrook","UK","53.2","-1.2","Details point to Frankfort, but do not tally with advertised programme.","Frankfurt","Germany","50.1","8.7","Slaney (Shirebrook): Details point to Frankfort, but do not tally with advertised programme."
"Short Wave","Tooting","UK","51.4","-0.2","Cannot trace short wave amateur transmitters.","","","","","Short Wave (Tooting): Cannot trace short wave amateur transmitters."
"No Name","","","","","(1) Dublin (2 RN);","Dublin","Ireland","53.3","-6.3","No Name: (1) Dublin (2 RN); (2) Oslo; (3) Madrid EAJ 7; (4) Breslau relaying Berlin; (5) Hamburg."
"No Name","","","","","(2) Oslo;","Oslo","Norway","59.9","10.8","No Name: (1) Dublin (2 RN); (2) Oslo; (3) Madrid EAJ 7; (4) Breslau relaying Berlin; (5) Hamburg."
"No Name","","","","","(3) Madrid EAJ 7;","Madrid","Spain","40.4","-3.7","No Name: (1) Dublin (2 RN); (2) Oslo; (3) Madrid EAJ 7; (4) Breslau relaying Berlin; (5) Hamburg."
"No Name","","","","","(4) Breslau relaying Berlin;","Wrocław","Poland","51.1","17.0","No Name: (1) Dublin (2 RN); (2) Oslo; (3) Madrid EAJ 7; (4) Breslau relaying Berlin; (5) Hamburg."
"No Name","","","","","(5) Hamburg.","Hamburg","Germany","53.5","10.0","No Name: (1) Dublin (2 RN); (2) Oslo; (3) Madrid EAJ 7; (4) Breslau relaying Berlin; (5) Hamburg."
"Sitri 11","","","","","Are you sure of WL.? Apparently Berlin on 571 m.","Berlin","Germany","52.5","13.4","Sitri 11: Are you sure of WL.? Apparently Berlin on 571 m."
"Cheviot","Glasgow","UK","55.9","-4.3","Cannot trace without some indication of WL. Many German stations give dance music on Sundays until midnight.","","","","","Cheviot (Glasgow): Cannot trace without some indication of WL. Many German stations give dance music on Sundays until midnight."
