"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"J. W. L. P. Z.","","","","","(1) Leningrad (10 kw.)","Leningrad","Russia","59.9","30.3","J. W. L. P. Z.: (1) Leningrad (10 kw.), (2) Warsaw (Call sign: W in Morse)."
"J. W. L. P. Z.","","","","","(2) Warsaw (Call sign: W in Morse)","Warsaw","Poland","52.2","21.0","J. W. L. P. Z.: (1) Leningrad (10 kw.), (2) Warsaw (Call sign: W in Morse)."
"J. A.","Insch","","","","(1) a relay of Stockholm, possibly Karlstad (220.6 m.)","Stockholm","Sweden","59.3","18.1","J. A. (Insch): (1) a relay of Stockholm, possibly Karlstad (220.6 m.), (2) Sorö, relaying Copenhagen (church service from Cathedral, followed by Radio-Trio)."
"J. A.","Insch","","","","(2) Sorö, relaying Copenhagen (church service from Cathedral, followed by Radio-Trio)","Copenhagen","Denmark","55.7","12.6","J. A. (Insch): (1) a relay of Stockholm, possibly Karlstad (220.6 m.), (2) Sorö, relaying Copenhagen (church service from Cathedral, followed by Radio-Trio)."
"Geophone 4","","","","","Yes, Bergen gave a choral recital and orchestral concert.","Bergen","Norway","60.4","5.3","Geophone 4: Yes, Bergen gave a choral recital and orchestral concert."
"Kewpie","","","","","Item not in programmes, either Langenberg or Oslo.","","","","","Kewpie: Item not in programmes, either Langenberg or Oslo."
"Fifty-Five","Leicester","UK","52.6","-1.1","Regret, cannot trace; there are so very many short-wave stations.","","","","","Fifty-Five (Leicester): Regret, cannot trace; there are so very many short-wave stations."
"Incognito","Tottenham","UK","51.6","-0.1","Aberdeen, relay of service from St. Cuthbert’s Parish Church, Edinburgh.","Aberdeen","UK","57.1","-2.1","Incognito (Tottenham): Aberdeen, relay of service from St. Cuthbert’s Parish Church, Edinburgh."
"Lissenola 3333","Southampton","UK","50.9","-1.4","(1) Yes, Prague","Prague","Czech Republic","50.1","14.4","Lissenola 3333 (Southampton): (1) Yes, Prague, (2) rather vague, but possibly Nuremberg, relaying Munich, (3) Kovno, (4) Vienna (Radio-Wien) 517.2 m., (5) very vague, but possibly WJY (New York)."
"Lissenola 3333","Southampton","UK","50.9","-1.4","(2) rather vague, but possibly Nuremberg, relaying Munich","Nuremberg","Germany","49.5","11.1","Lissenola 3333 (Southampton): (1) Yes, Prague, (2) rather vague, but possibly Nuremberg, relaying Munich, (3) Kovno, (4) Vienna (Radio-Wien) 517.2 m., (5) very vague, but possibly WJY (New York)."
"Lissenola 3333","Southampton","UK","50.9","-1.4","(3) Kovno","Kaunas","Lithuania","54.9","23.9","Lissenola 3333 (Southampton): (1) Yes, Prague, (2) rather vague, but possibly Nuremberg, relaying Munich, (3) Kovno, (4) Vienna (Radio-Wien) 517.2 m., (5) very vague, but possibly WJY (New York)."
"Lissenola 3333","Southampton","UK","50.9","-1.4","(4) Vienna (Radio-Wien) 517.2 m.","Vienna","Austria","48.2","16.4","Lissenola 3333 (Southampton): (1) Yes, Prague, (2) rather vague, but possibly Nuremberg, relaying Munich, (3) Kovno, (4) Vienna (Radio-Wien) 517.2 m., (5) very vague, but possibly WJY (New York)."
"Lissenola 3333","Southampton","UK","50.9","-1.4","(5) very vague, but possibly WJY (New York)","New York","USA","40.7","-74.0","Lissenola 3333 (Southampton): (1) Yes, Prague, (2) rather vague, but possibly Nuremberg, relaying Munich, (3) Kovno, (4) Vienna (Radio-Wien) 517.2 m., (5) very vague, but possibly WJY (New York)."
"Q. S. L.","Wilmslow","UK","53.3","-2.2","(1) Milan (Call sign: IMI). A coupon is required for each inquiry.","Milan","Italy","45.5","9.2","Q. S. L. (Wilmslow): (1) Milan (Call sign: IMI). A coupon is required for each inquiry."
"Link","Manchester","UK","53.5","-2.2","Porsgrund (504 m.) relaying Oslo.","Porsgrunn","Norway","59.1","9.7","Link (Manchester): Porsgrund (504 m.) relaying Oslo."
"Comp.","M‘Bro’","","","","Buda-Pesht.","Budapest","Hungary","47.5","19.0","Comp. (M‘Bro’): Buda-Pesht."
"G. W. C.","Hackleton","UK","52.2","-0.8","No estimated WL given, cannot trace.","","","","","G. W. C. (Hackleton): No estimated WL given, cannot trace."
"T. Jones","Poole","UK","50.7","-1.9","The programme tallies exactly with that of Berlin; cannot understand your W.L. You must have received Stuttgart relay of this programme. There is no German station on a W.L. below that of Muenster.","Berlin","Germany","52.5","13.4","T. Jones (Poole): The programme tallies exactly with that of Berlin; cannot understand your W.L. You must have received Stuttgart relay of this programme. There is no German station on a W.L. below that of Muenster."
"Sammy","Midlothian","UK","55.8","-3.0","There is no official German broadcasting station below 721 m. (Muenster). Stettin is the only station on a low W.L. which might suit your programmes. This may have been a relay of another foreign station.","Stettin","Germany","53.4","14.6","Sammy (Midlothian): There is no official German broadcasting station below 721 m. (Muenster). Stettin is the only station on a low W.L. which might suit your programmes. This may have been a relay of another foreign station."
"Condenser","","","","","Possibly Bergen.","Bergen","Norway","60.4","5.3","Condenser: Possibly Bergen."
"Radio Maniac","Nuneaton","UK","52.5","-1.5","Possibly Barcelona (EAJ13).","Barcelona","Spain","41.4","2.2","Radio Maniac (Nuneaton): Possibly Barcelona (EAJ13)."
"S. T. C. B./4V","","","","","(h) Moscow (RDW)","Moscow","Russia","55.8","37.6","S. T. C. B./4V: (h) Moscow (RDW), (i) Munich (from the Town Hall), (j) Brunn (Second Act of La Traviata (Verdi) from National Theatre), (k) Sundsvall (545 m.) relaying Stockholm, (l) Kovno, (m) Copenhagen, (n) PTT, Lyons."
"S. T. C. B./4V","","","","","(i) Munich (from the Town Hall)","Munich","Germany","48.1","11.6","S. T. C. B./4V: (h) Moscow (RDW), (i) Munich (from the Town Hall), (j) Brunn (Second Act of La Traviata (Verdi) from National Theatre), (k) Sundsvall (545 m.) relaying Stockholm, (l) Kovno, (m) Copenhagen, (n) PTT, Lyons."
"S. T. C. B./4V","","","","","(j) Brunn (Second Act of La Traviata (Verdi) from National Theatre)","Brno","Czech Republic","49.2","16.6","S. T. C. B./4V: (h) Moscow (RDW), (i) Munich (from the Town Hall), (j) Brunn (Second Act of La Traviata (Verdi) from National Theatre), (k) Sundsvall (545 m.) relaying Stockholm, (l) Kovno, (m) Copenhagen, (n) PTT, Lyons."
"S. T. C. B./4V","","","","","(k) Sundsvall (545 m.) relaying Stockholm","Sundsvall","Sweden","62.4","17.3","S. T. C. B./4V: (h) Moscow (RDW), (i) Munich (from the Town Hall), (j) Brunn (Second Act of La Traviata (Verdi) from National Theatre), (k) Sundsvall (545 m.) relaying Stockholm, (l) Kovno, (m) Copenhagen, (n) PTT, Lyons."
"S. T. C. B./4V","","","","","(l) Kovno","Kaunas","Lithuania","54.9","23.9","S. T. C. B./4V: (h) Moscow (RDW), (i) Munich (from the Town Hall), (j) Brunn (Second Act of La Traviata (Verdi) from National Theatre), (k) Sundsvall (545 m.) relaying Stockholm, (l) Kovno, (m) Copenhagen, (n) PTT, Lyons."
"S. T. C. B./4V","","","","","(m) Copenhagen","Copenhagen","Denmark","55.7","12.6","S. T. C. B./4V: (h) Moscow (RDW), (i) Munich (from the Town Hall), (j) Brunn (Second Act of La Traviata (Verdi) from National Theatre), (k) Sundsvall (545 m.) relaying Stockholm, (l) Kovno, (m) Copenhagen, (n) PTT, Lyons."
"S. T. C. B./4V","","","","","(n) PTT, Lyons","Lyon","France","45.8","4.8","S. T. C. B./4V: (h) Moscow (RDW), (i) Munich (from the Town Hall), (j) Brunn (Second Act of La Traviata (Verdi) from National Theatre), (k) Sundsvall (545 m.) relaying Stockholm, (l) Kovno, (m) Copenhagen, (n) PTT, Lyons."
"G. H. S.","Worthing","UK","50.8","-0.4","Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","G. H. S. (Worthing): Madrid (EAJ7)."
"R. J. D.","Tamworth","UK","52.6","-1.7","Apparently Breslau.","Wrocław","Poland","51.1","17.0","R. J. D. (Tamworth): Apparently Breslau."
"Phil","Devon","UK","50.7","-3.8","Barcelona (EAJ1).","Barcelona","Spain","41.4","2.2","Phil (Devon): Barcelona (EAJ1)."
"Harmony Four","Harlesden","UK","51.5","-0.2","Many thanks for detailed letter; we have since traced this station. It is Porsgrund, relaying Oslo, and quite agrees with programme details.","Porsgrunn","Norway","59.1","9.7","Harmony Four (Harlesden): Many thanks for detailed letter; we have since traced this station. It is Porsgrund, relaying Oslo, and quite agrees with programme details."
"Chip","Lowestoft","UK","52.5","1.7","WGY (Schenectady).","Schenectady","USA","42.8","-73.9","Chip (Lowestoft): WGY (Schenectady)."
"C. Briant","Cambridge","UK","52.2","0.1","Berlin.","Berlin","Germany","52.5","13.4","C. Briant (Cambridge): Berlin."
