"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"Musician","Surrey","","","","Seville (EAJ5).","Seville","Spain","37.4","-5.9","Musician (Surrey): Seville (EAJ5)."
"Pom Pom","","","","","Prague.","Prague","Czech Republic","50.1","14.4","Pom Pom: Prague."
"Dual Valve","","","","","San Sebastian.","San Sebastian","Spain","43.3","-1.9","Dual Valve: San Sebastian."
"Fisho","Feversham","","","","Presumably Breslau testing.","Breslau","Germany","51.1","17.0","Fisho (Feversham): Presumably Breslau testing."
"B.T.H.","","","","","Cannot trace.","","","","","B.T.H.: (1) Cannot trace; (2) Berne."
"B.T.H.","","","","","Berne.","Berne","Switzerland","46.9","7.4","B.T.H.: (1) Cannot trace; (2) Berne."
"Eager F. G.","","","","","Barcelona (EAJ1).","Barcelona","Spain","41.4","2.2","Eager F. G.: Barcelona (EAJ1)."
"Billie","Bath","","","","Apparently not a broadcasting station.","","","","","Billie (Bath): Apparently not a broadcasting station."
"D.H.F.","","","","","Cannot trace.","","","","","D.H.F.: Cannot trace."
"Hunter","Norwood","","","","Barcelona (EAJ1).","Barcelona","Spain","41.4","2.2","Hunter (Norwood): Barcelona (EAJ1)."
"Carrots","","","","","No W.L. given, but Hilversum.","Hilversum","Netherlands","52.2","5.2","Carrots: No W.L. given, but Hilversum."
"Straight Four","Rusholme","","","","Probably U.S.A. station.","","","","","Straight Four (Rusholme): Probably U.S.A. station."
"T.J.C.","Taunton","","","","Zurich.","Zurich","Switzerland","47.4","8.5","T.J.C. (Taunton): Zurich."
"L.G.A.","Hants","","","","Was this not an amateur?","","","","","L.G.A. (Hants): Was this not an amateur?"
"H.H.H.","Crawley","","","","New station, Rome testing.","Rome","Italy","41.9","12.5","H.H.H. (Crawley): New station, Rome testing."
"Ace","","","","","Yes, Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","Ace: Yes, Madrid (EAJ7)."
"Aperiodic","Wellingborough","","","","If a.m. cannot trace; 7 p.m. Zurich.","Zurich","Switzerland","47.4","8.5","Aperiodic (Wellingborough): If a.m. cannot trace; 7 p.m. Zurich."
