"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"Grouse","Frinton-on-Sea","UK","51.8","1.2","Frederiksstad, relaying church service from the Heiland's Church at Oslo.","Fredrikstad","Norway","59.2","10.9","Grouse (Frinton-on-Sea): Frederiksstad, relaying church service from the Heiland's Church at Oslo."
"J. T.","Bolton","UK","53.6","-2.4","Your WL. is wrong; this was Kalundborg, relaying dance music from Copenhagen. Chimes from the Town Hall at midnight (11 p.m. G.M.T.).","Kalundborg","Denmark","55.7","11.1","J. T. (Bolton): Your WL. is wrong; this was Kalundborg, relaying dance music from Copenhagen. Chimes from the Town Hall at midnight (11 p.m. G.M.T.)."
"S. W. C. 4.","Bristol","UK","51.5","-2.6","(1) Porsgrund relaying talk from Oslo;","Porsgrunn","Norway","59.1","9.7","S. W. C. 4. (Bristol): (1) Porsgrund relaying talk from Oslo; (2) No, this was Kalundborg, relaying Copenhagen. Old melodies, a play by Weyse."
"S. W. C. 4.","Bristol","UK","51.5","-2.6","(2) No, this was Kalundborg, relaying Copenhagen. Old melodies, a play by Weyse.","Kalundborg","Denmark","55.7","11.1","S. W. C. 4. (Bristol): (1) Porsgrund relaying talk from Oslo; (2) No, this was Kalundborg, relaying Copenhagen. Old melodies, a play by Weyse."
"Leo","Portobello","UK","55.9","-3.1","Falun (356.1 m.) relaying Stockholm. See programme for latter station in World-Radio.","Falun","Sweden","60.6","15.6","Leo (Portobello): Falun (356.1 m.) relaying Stockholm. See programme for latter station in World-Radio."
"C. Sharland 2V","W.12","UK","","","(1) Yes, Muenster, relaying from the Municipal Hall;","Münster","Germany","51.9","7.6","C. Sharland 2V (W.12): (1) Yes, Muenster, relaying from the Municipal Hall; (2) yes, Nürnberg, relaying Munich; (3) if WL. correct, Karlstad, relaying Stockholm; (4) yes, Stuttgart, relaying concert of chamber music from Heilbronn, (5) yes, Breslau. A Czechoslovakian evening."
"C. Sharland 2V","W.12","UK","","","(2) yes, Nürnberg, relaying Munich;","Nuremberg","Germany","49.5","11.1","C. Sharland 2V (W.12): (1) Yes, Muenster, relaying from the Municipal Hall; (2) yes, Nürnberg, relaying Munich; (3) if WL. correct, Karlstad, relaying Stockholm; (4) yes, Stuttgart, relaying concert of chamber music from Heilbronn, (5) yes, Breslau. A Czechoslovakian evening."
"C. Sharland 2V","W.12","UK","","","(3) if WL. correct, Karlstad, relaying Stockholm;","Karlstad","Sweden","59.4","13.5","C. Sharland 2V (W.12): (1) Yes, Muenster, relaying from the Municipal Hall; (2) yes, Nürnberg, relaying Munich; (3) if WL. correct, Karlstad, relaying Stockholm; (4) yes, Stuttgart, relaying concert of chamber music from Heilbronn, (5) yes, Breslau. A Czechoslovakian evening."
"C. Sharland 2V","W.12","UK","","","(4) yes, Stuttgart, relaying concert of chamber music from Heilbronn,","Stuttgart","Germany","48.8","9.2","C. Sharland 2V (W.12): (1) Yes, Muenster, relaying from the Municipal Hall; (2) yes, Nürnberg, relaying Munich; (3) if WL. correct, Karlstad, relaying Stockholm; (4) yes, Stuttgart, relaying concert of chamber music from Heilbronn, (5) yes, Breslau. A Czechoslovakian evening."
"C. Sharland 2V","W.12","UK","","","(5) yes, Breslau. A Czechoslovakian evening.","Wrocław","Poland","51.1","17.0","C. Sharland 2V (W.12): (1) Yes, Muenster, relaying from the Municipal Hall; (2) yes, Nürnberg, relaying Munich; (3) if WL. correct, Karlstad, relaying Stockholm; (4) yes, Stuttgart, relaying concert of chamber music from Heilbronn, (5) yes, Breslau. A Czechoslovakian evening."
