"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"Florian","Teignmouth","UK","50.5","-3.5","Kiel, relaying the Carnival programme from Hamburg.","Hamburg","Germany","53.5","10.0","Florian (Teignmouth): Kiel, relaying the Carnival programme from Hamburg."
"Doc","Belfast","UK","54.6","-5.9","Frame aerial was pointing south-east, to Langenberg, relaying dance music from Cologne.","Cologne","Germany","50.9","6.9","Doc (Belfast): Frame aerial was pointing south-east, to Langenberg, relaying dance music from Cologne."
"N. R. Fish","Clapham Common","UK","51.5","-0.1","(1) Umea or Helsingborg, relaying time signal from Stockholm; later followed by cabaret.","Stockholm","Sweden","59.3","18.1","N. R. Fish (Clapham Common): (1) Umea or Helsingborg, relaying time signal from Stockholm; later followed by cabaret; (2) Prague and Brunn; operatic evening."
"N. R. Fish","Clapham Common","UK","51.5","-0.1","(2) Prague and Brunn; operatic evening.","Prague","Czech Republic","50.1","14.4","N. R. Fish (Clapham Common): (1) Umea or Helsingborg, relaying time signal from Stockholm; later followed by cabaret; (2) Prague and Brunn; operatic evening."
"Enquirer","Worthing","UK","50.8","-0.4","You do not say whether this was in English or in a foreign language: if English, a U.S.A. station at that time, but it is impossible to trace as you give no estimate of W.I.","","","","","Enquirer (Worthing): You do not say whether this was in English or in a foreign language: if English, a U.S.A. station at that time, but it is impossible to trace as you give no estimate of W.I."
"Twin","Forest Gate","UK","51.5","0.0","KDKA (East Pittsburgh), Westinghouse Electric Co., U.S.A., 62.5 m.","East Pittsburgh","USA","40.4","-79.8","Twin (Forest Gate): KDKA (East Pittsburgh), Westinghouse Electric Co., U.S.A., 62.5 m."
"Rosso No. 1","Doncaster","UK","53.5","-1.1","No, WPGf (Atlantic City).","Atlantic City","USA","39.4","-74.5","Rosso No. 1 (Doncaster): No, WPGf (Atlantic City)."
"Chummy Two","Greenock","UK","55.9","-4.8","Copenhagen, English lesson by C. Campbell-McCallum.","Copenhagen","Denmark","55.7","12.6","Chummy Two (Greenock): Copenhagen, English lesson by C. Campbell-McCallum."
"A. L. R.","Stratford","UK","51.5","-0.0","(1) Amateur transmitter testing.","","","","","A. L. R. (Stratford): (1) Amateur transmitter testing, (2) Seville (EAJ5) relaying Madrid (EAJ7), (3) aerodrome transmission."
"A. L. R.","Stratford","UK","51.5","-0.0","(2) Seville (EAJ5) relaying Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","A. L. R. (Stratford): (1) Amateur transmitter testing, (2) Seville (EAJ5) relaying Madrid (EAJ7), (3) aerodrome transmission."
"A. L. R.","Stratford","UK","51.5","-0.0","(3) aerodrome transmission.","","","","","A. L. R. (Stratford): (1) Amateur transmitter testing, (2) Seville (EAJ5) relaying Madrid (EAJ7), (3) aerodrome transmission."
"N. Newman","Rudgwick","UK","51.1","-0.4","No, this was not the rendering of the play, but an English lesson possibly heard from Cologne, which with the time tallies, but cannot confirm as you give no estimate of W.I.","Cologne","Germany","50.9","6.9","N. Newman (Rudgwick): No, this was not the rendering of the play, but an English lesson possibly heard from Cologne, which with the time tallies, but cannot confirm as you give no estimate of W.I."
"Errant Three","Croydon","UK","51.4","-0.1","Freiburg, relaying Stuttgart.","Stuttgart","Germany","48.8","9.2","Errant Three (Croydon): Freiburg, relaying Stuttgart."
"Ark","Todmorden","UK","53.7","-2.1","More probably 6XAR (San Francisco) and 7AQ (not Nebraska).","San Francisco","USA","37.8","-122.4","Ark (Todmorden): More probably 6XAR (San Francisco) and 7AQ (not Nebraska)."
"Rat","Ratcliffe College, Leicester","UK","52.7","-1.1","No, this was Warsaw News (children's hour).","Warsaw","Poland","52.2","21.0","Rat (Ratcliffe College, Leicester): No, this was Warsaw News (children's hour)."
"H. B.","Millsbridge","UK","","","Koenigs Wusterhausen (children's hour).","Koenigs Wusterhausen","Germany","52.3","13.6","H. B. (Millsbridge): Koenigs Wusterhausen (children's hour)."
"O. H. V.","Hackney, E.9","UK","51.5","-0.1","Hanover, relaying dance music from the Hamburg studio.","Hamburg","Germany","53.5","10.0","O. H. V. (Hackney, E.9): Hanover, relaying dance music from the Hamburg studio."
"O. S.","Netherton","UK","","","It is impossible to trace transmitter in this instance, as your call letters are incorrect.","","","","","O. S. (Netherton): It is impossible to trace transmitter in this instance, as your call letters are incorrect."
"H. A. N.","Lancs","UK","","","Kalundborg, relaying from Copenhagen. Pianoforte recital by Gudrun Seligmann.","Copenhagen","Denmark","55.7","12.6","H. A. N. (Lancs): Kalundborg, relaying from Copenhagen. Pianoforte recital by Gudrun Seligmann."
"L. A. E. Fosbrooke","Osterley","UK","51.5","-0.4","Yes, either WORD (Batavia, Ill.) or WOK (Chicago, Ill.), both stations work on 252 m.","Chicago","USA","41.9","-87.6","L. A. E. Fosbrooke (Osterley): Yes, either WORD (Batavia, Ill.) or WOK (Chicago, Ill.), both stations work on 252 m."
"Hibernia","Loughrea","Ireland","53.2","-8.6","(1) Hamar, now on 555.6 m., relaying Oslo.","Oslo","Norway","59.9","10.8","Hibernia (Loughrea): (1) Hamar, now on 555.6 m., relaying Oslo; (2) not Riga, W.I. apparently wrong, regret, cannot trace; (3) Porsgrund, relaying Oslo; (4) are you sure this is not Spanish? Your details, and especially the call, all suggest Almeria."
"Hibernia","Loughrea","Ireland","53.2","-8.6","(2) not Riga, W.I. apparently wrong, regret, cannot trace.","","","","","Hibernia (Loughrea): (1) Hamar, now on 555.6 m., relaying Oslo; (2) not Riga, W.I. apparently wrong, regret, cannot trace; (3) Porsgrund, relaying Oslo; (4) are you sure this is not Spanish? Your details, and especially the call, all suggest Almeria."
"Hibernia","Loughrea","Ireland","53.2","-8.6","(3) Porsgrund, relaying Oslo.","Oslo","Norway","59.9","10.8","Hibernia (Loughrea): (1) Hamar, now on 555.6 m., relaying Oslo; (2) not Riga, W.I. apparently wrong, regret, cannot trace; (3) Porsgrund, relaying Oslo; (4) are you sure this is not Spanish? Your details, and especially the call, all suggest Almeria."
"Hibernia","Loughrea","Ireland","53.2","-8.6","(4) are you sure this is not Spanish? Your details, and especially the call, all suggest Almeria.","Almeria","Spain","36.8","-2.5","Hibernia (Loughrea): (1) Hamar, now on 555.6 m., relaying Oslo; (2) not Riga, W.I. apparently wrong, regret, cannot trace; (3) Porsgrund, relaying Oslo; (4) are you sure this is not Spanish? Your details, and especially the call, all suggest Almeria."
"Angus","Newport, Mon","UK","51.6","-2.9","Details rather vague, but U.S.A. station — possibly WGY (Schenectady).","Schenectady","USA","42.8","-73.9","Angus (Newport, Mon): Details rather vague, but U.S.A. station — possibly WGY (Schenectady)."
"M. W.","Prestonkirk","UK","","","5NW, amateur transmitter at Dundee.","Dundee","UK","56.5","-2.9","M. W. (Prestonkirk): 5NW, amateur transmitter at Dundee."
"R. H. Froud","Enfield","UK","51.7","-0.1","PTT Rennes, relaying concert from the Theatre Mogador at Paris.","Paris","France","48.9","2.4","R. H. Froud (Enfield): PTT Rennes, relaying concert from the Theatre Mogador at Paris."
"F. J. C.","Southampton","UK","50.9","-1.4","Frankfurt-on-Main, symphony concert. This station has a lady announcer.","Frankfurt","Germany","50.1","8.7","F. J. C. (Southampton): Frankfurt-on-Main, symphony concert. This station has a lady announcer."
"Primrose","Eastbourne","UK","50.8","0.3","(1) Hanover, relaying Hamburg. Talk by Alice Berend, The Impressions of a Philistine.","Hamburg","Germany","53.5","10.0","Primrose (Eastbourne): (1) Hanover, relaying Hamburg. Talk by Alice Berend, The Impressions of a Philistine; (2) details rather vague, but apparently either PTT Grenoble or PTT Rennes, relayed by Biarritz PTT Paris."
"Primrose","Eastbourne","UK","50.8","0.3","(2) details rather vague, but apparently either PTT Grenoble or PTT Rennes, relayed by Biarritz PTT Paris.","Paris","France","48.9","2.4","Primrose (Eastbourne): (1) Hanover, relaying Hamburg. Talk by Alice Berend, The Impressions of a Philistine; (2) details rather vague, but apparently either PTT Grenoble or PTT Rennes, relayed by Biarritz PTT Paris."
"Curious","Oxford","UK","51.8","-1.3","Your estimate of W.I. surely wrong; is this Frankfurt-on-Main? Cassel.","Frankfurt","Germany","50.1","8.7","Curious (Oxford): Your estimate of W.I. surely wrong; is this Frankfurt-on-Main? Cassel."
"W.A.E.R. (C.M.M.)","St. Austell","UK","50.3","-4.8","(1) Regret, cannot trace.","","","","","W.A.E.R. (C.M.M.) (St. Austell): (1) Regret, cannot trace; (2) Madrid (EAJ7), selection from the opera Carmen (Bizet); (3) do not understand query; regret, cannot trace; (4) PTT Marseilles, relaying dance music from the Coliseum at Paris; (5) Kalundborg, relaying dance music from Berlin via Copenhagen. This latter station advertised, in error, a relay of the London programme on Sunday evening; this was given on Monday, February 20."
"W.A.E.R. (C.M.M.)","St. Austell","UK","50.3","-4.8","(2) Madrid (EAJ7), selection from the opera Carmen (Bizet).","Madrid","Spain","40.4","-3.7","W.A.E.R. (C.M.M.) (St. Austell): (1) Regret, cannot trace; (2) Madrid (EAJ7), selection from the opera Carmen (Bizet); (3) do not understand query; regret, cannot trace; (4) PTT Marseilles, relaying dance music from the Coliseum at Paris; (5) Kalundborg, relaying dance music from Berlin via Copenhagen. This latter station advertised, in error, a relay of the London programme on Sunday evening; this was given on Monday, February 20."
"W.A.E.R. (C.M.M.)","St. Austell","UK","50.3","-4.8","(3) do not understand query; regret, cannot trace.","","","","","W.A.E.R. (C.M.M.) (St. Austell): (1) Regret, cannot trace; (2) Madrid (EAJ7), selection from the opera Carmen (Bizet); (3) do not understand query; regret, cannot trace; (4) PTT Marseilles, relaying dance music from the Coliseum at Paris; (5) Kalundborg, relaying dance music from Berlin via Copenhagen. This latter station advertised, in error, a relay of the London programme on Sunday evening; this was given on Monday, February 20."
