"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"Snap","Old Colwyn","UK","53.3","-3.7","Koenigswusterhausen (2,900 m.) Press news only.","Königs Wusterhausen","Germany","52.3","13.6","Snap (Old Colwyn): Koenigswusterhausen (2,900 m.) Press news only."
"Detector","Glasgow","UK","55.9","-4.3","(1) PTT Lyons, relaying either PTT Paris or PTT Marseilles; we cannot say which, as no detailed programmes are published.","Lyon","France","45.8","4.8","Detector (Glasgow): (1) PTT Lyons, relaying either PTT Paris or PTT Marseilles; we cannot say which, as no detailed programmes are published."
"Cynric","Amberley","UK","","","Your details are rather vague, but it would appear to us that there are two transmissions in question. So far as we know, there was no relay of any speeches in English by a French station on that date, and there is a possibility of your having picked up a transmission from KDKA (East Pittsburgh). When you moved your condenser, you probably heard the PTT Marseilles call.","Pittsburgh","USA","40.4","-80.0","Cynric (Amberley): Your details are rather vague, but it would appear to us that there are two transmissions in question. So far as we know, there was no relay of any speeches in English by a French station on that date, and there is a possibility of your having picked up a transmission from KDKA (East Pittsburgh). When you moved your condenser, you probably heard the PTT Marseilles call."
"Puma","","","","","Hilversum, relaying orchestral concert from the Royal Cinema at Amsterdam.","Hilversum","Netherlands","52.2","5.2","Puma: Hilversum, relaying orchestral concert from the Royal Cinema at Amsterdam."
"Piper","","","","","We cannot trace any programme on about 800 m.; curiously enough, your details absolutely tally with the Hilversum advertised programme.","Hilversum","Netherlands","52.2","5.2","Piper: We cannot trace any programme on about 800 m.; curiously enough, your details absolutely tally with the Hilversum advertised programme."
"St. Audrey","King's Lynn","UK","52.8","0.4","Leningrad (about 1,000 m.).","Saint Petersburg","Russia","59.9","30.3","St. Audrey (King's Lynn): Leningrad (about 1,000 m.)."
"Margalo","Bognor","UK","50.8","-0.7","(1) Your details would tally with the Milan programme; this station was giving a concert by the Verdi Choral Society at that time. So far as we know, Breslau was not working at 1.11.5 p.m. on that evening.","Milan","Italy","45.5","9.2","Margalo (Bognor): (1) Your details would tally with the Milan programme; this station was giving a concert by the Verdi Choral Society at that time. So far as we know, Breslau was not working at 1.11.5 p.m. on that evening."
"Mac","","","","","Gounod’s Faust was not advertised in any European programme, but from reports received from other listeners, we believe that this was given over Copenhagen or Stockholm. The Scandinavians frequently relay each other's transmissions, and if your W.L. is correct, you received this through Kalundborg.","Kalundborg","Denmark","55.7","11.1","Mac: Gounod’s Faust was not advertised in any European programme, but from reports received from other listeners, we believe that this was given over Copenhagen or Stockholm. The Scandinavians frequently relay each other's transmissions, and if your W.L. is correct, you received this through Kalundborg."
"W. J. C.","Northumberland","UK","","","(1) See previous answer; you possibly received this through Kalundborg;","Kalundborg","Denmark","55.7","11.1","W. J. C. (Northumberland): (1) See previous answer; you possibly received this through Kalundborg; (2) Moscow Comintern, relaying from theatre."
"W. J. C.","Northumberland","UK","","","(2) Moscow Comintern, relaying from theatre.","Moscow","Russia","55.8","37.6","W. J. C. (Northumberland): (1) See previous answer; you possibly received this through Kalundborg; (2) Moscow Comintern, relaying from theatre."
"F. J. B.","Folkestone","UK","51.1","1.2","Milan, relay of an operetta.","Milan","Italy","45.5","9.2","F. J. B. (Folkestone): Milan, relay of an operetta."
"Billy Boy","Muswell Hill","UK","","","Stuttgart. Preliminary and Interval Signal: 3 notes, C, D, G, produced by oscillating valves.","Stuttgart","Germany","48.8","9.2","Billy Boy (Muswell Hill): Stuttgart. Preliminary and Interval Signal: 3 notes, C, D, G, produced by oscillating valves."
"Nynehead","Somerset","UK","","","PTT Paris, which has been occasionally working on higher W.L., and Langenberg.","Paris","France","48.9","2.4","Nynehead (Somerset): PTT Paris, which has been occasionally working on higher W.L., and Langenberg."
"Nynehead","Somerset","UK","","","PTT Paris, which has been occasionally working on higher W.L., and Langenberg.","Langenberg","Germany","51.3","7.1","Nynehead (Somerset): PTT Paris, which has been occasionally working on higher W.L., and Langenberg."
"W. R. H.","Belfast","UK","54.6","-5.9","Your details are too vague; some estimation of W.L. must be given as several stations close down in this manner.","","","","","W. R. H. (Belfast): Your details are too vague; some estimation of W.L. must be given as several stations close down in this manner."
"Bass","Preston","UK","53.8","-2.7","Yes, Berlin (483.9 m.).","Berlin","Germany","52.5","13.4","Bass (Preston): Yes, Berlin (483.9 m.)."
"Ripley","Birkdale","UK","","","Kalundborg, relaying Church service from Stockholm.","Kalundborg","Denmark","55.7","11.1","Ripley (Birkdale): Kalundborg, relaying Church service from Stockholm."
"Spa","Hendon","UK","","","(1) PTT Lyons;","Lyon","France","45.8","4.8","Spa (Hendon): (1) PTT Lyons; (2) details would tally with Oslo."
"Spa","Hendon","UK","","","(2) details would tally with Oslo.","Oslo","Norway","59.9","10.8","Spa (Hendon): (1) PTT Lyons; (2) details would tally with Oslo."
"Adsum","Cardiff","UK","51.5","-3.2","Regret, cannot trace, as you give no estimation of W.L.","","","","","Adsum (Cardiff): Regret, cannot trace, as you give no estimation of W.L."
"Query","Trowbridge","UK","51.3","-2.2","No, more possibly Madrid. Radio España (EAJ2). Cádiz is now on 344.8 m.","Madrid","Spain","40.4","-3.7","Query (Trowbridge): No, more possibly Madrid. Radio España (EAJ2). Cádiz is now on 344.8 m."
"DX Grayhound","","","","","(1) Apparently an amateur transmission; cannot trace;","","","","","DX Grayhound: (1) Apparently an amateur transmission; cannot trace; (2) Klangenfurt, relaying orchestral concert from Vienna; (3) PTT Lyons; (4) No, Bremen, relaying concert from the Café Continental at Hanover; (5) Either San Sebastian (EAJ8), or Madrid, Radio Madrilena (EAJ12); (6) Possibly Bilbao (EAJ11); (7) Quite possibly PTT Lyons, working on higher wavelength; (8) Yes, PTT Marseilles; (9) Apparently Trondheim relaying Oslo. The Dance of Death, a drama by Strindberg.; (10) Possibly Bordeaux, Radio Sud-Ouest on higher WL.; (11) Possibly Orebro; your details would tally with the Stockholm programme."
"DX Grayhound","","","","","(2) Klangenfurt, relaying orchestral concert from Vienna;","Klagenfurt","Austria","46.6","14.3","DX Grayhound: (1) Apparently an amateur transmission; cannot trace; (2) Klangenfurt, relaying orchestral concert from Vienna; (3) PTT Lyons; (4) No, Bremen, relaying concert from the Café Continental at Hanover; (5) Either San Sebastian (EAJ8), or Madrid, Radio Madrilena (EAJ12); (6) Possibly Bilbao (EAJ11); (7) Quite possibly PTT Lyons, working on higher wavelength; (8) Yes, PTT Marseilles; (9) Apparently Trondheim relaying Oslo. The Dance of Death, a drama by Strindberg.; (10) Possibly Bordeaux, Radio Sud-Ouest on higher WL.; (11) Possibly Orebro; your details would tally with the Stockholm programme."
"DX Grayhound","","","","","(3) PTT Lyons;","Lyon","France","45.8","4.8","DX Grayhound: (1) Apparently an amateur transmission; cannot trace; (2) Klangenfurt, relaying orchestral concert from Vienna; (3) PTT Lyons; (4) No, Bremen, relaying concert from the Café Continental at Hanover; (5) Either San Sebastian (EAJ8), or Madrid, Radio Madrilena (EAJ12); (6) Possibly Bilbao (EAJ11); (7) Quite possibly PTT Lyons, working on higher wavelength; (8) Yes, PTT Marseilles; (9) Apparently Trondheim relaying Oslo. The Dance of Death, a drama by Strindberg.; (10) Possibly Bordeaux, Radio Sud-Ouest on higher WL.; (11) Possibly Orebro; your details would tally with the Stockholm programme."
