"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"Super-Regenerative","","","","","(1 and 3) Amsterdam (News, Stock Ex., etc.)","Amsterdam","Netherlands","52.4","4.9","Super-Regenerative: (1 and 3) Amsterdam (News, Stock Ex., etc.); (2) V2S, Bordeaux, relay of PTT, Paris; (4) Hilversum; (5) only French station on that WL, Mont de Marsan."
"Super-Regenerative","","","","","(2) V2S, Bordeaux, relay of PTT, Paris","Bordeaux","France","44.8","-0.6","Super-Regenerative: (1 and 3) Amsterdam (News, Stock Ex., etc.); (2) V2S, Bordeaux, relay of PTT, Paris; (4) Hilversum; (5) only French station on that WL, Mont de Marsan."
"Super-Regenerative","","","","","(4) Hilversum","Hilversum","Netherlands","52.2","5.2","Super-Regenerative: (1 and 3) Amsterdam (News, Stock Ex., etc.); (2) V2S, Bordeaux, relay of PTT, Paris; (4) Hilversum; (5) only French station on that WL, Mont de Marsan."
"Super-Regenerative","","","","","(5) only French station on that WL, Mont de Marsan","Mont de Marsan","France","43.9","-0.5","Super-Regenerative: (1 and 3) Amsterdam (News, Stock Ex., etc.); (2) V2S, Bordeaux, relay of PTT, Paris; (4) Hilversum; (5) only French station on that WL, Mont de Marsan."
"Duo","","","","","(11.5 a.m.) Sorö, relay of Copenhagen","Sorö","Denmark","55.4","11.6","Duo: (11.5 a.m.) Sorö, relay of Copenhagen (11.15 p.m.) Oslo."
"Duo","","","","","(11.15 p.m.) Oslo","Oslo","Norway","59.9","10.8","Duo: (11.5 a.m.) Sorö, relay of Copenhagen (11.15 p.m.) Oslo."
"BM/BDDB","","","","","Karlsborg, relay of Stockholm","Karlsborg","Sweden","58.5","14.5","BM/BDDB: Karlsborg, relay of Stockholm."
"L.W.","Doncaster","UK","53.5","-1.1","Milan.","Milan","Italy","45.5","9.2","L.W. (Doncaster): Milan."
"Glaxo","","","","","San Sebastian.","San Sebastian","Spain","43.3","-1.9","Glaxo, 11 G.W.: San Sebastian."
"R.J.D.","Elephant","UK","","","Frankfort-on-Main.","Frankfurt","Germany","50.1","8.7","R.J.D. (Elephant): Frankfort-on-Main."
