"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"Horsey","Newark","UK","53.1","-0.8","Yes, Radio-Agen (310 m.).","Agen","France","44.2","0.6","Horsey (Newark): Yes, Radio-Agen (310 m.)."
"H. H. K.","","UK","","","Cassel, relaying Frankfort.","Kassel","Germany","51.3","9.5","H. H. K. (Sussex): Cassel, relaying Frankfort."
"2 Valve Gets 'Em","","UK","","","(2) Details rather vague, but would tally with Berlin, which was giving dance music at that time,","Berlin","Germany","52.5","13.4","2 Valve Gets 'Em (E. 9): (2) Details rather vague, but would tally with Berlin, which was giving dance music at that time, (3) Frankfort-on-Main."
"2 Valve Gets 'Em","","UK","","","(3) Frankfort-on-Main.","Frankfurt","Germany","50.1","8.7","2 Valve Gets 'Em (E. 9): (2) Details rather vague, but would tally with Berlin, which was giving dance music at that time, (3) Frankfort-on-Main."
"J. W. B.","Valletta","Malta","35.9","14.5","(12) Details are much too vague; regret, cannot trace,","","","","J. W. B. (Malta): (12) Details are much too vague; regret, cannot trace, (13) details rather vague, but possibly Milan, which advertised a relay of an opera or operetta and may have worked later than stated in programmes. If Tosca, by Puccini, not Verdi."
"J. W. B.","Valletta","Malta","35.9","14.5","(13) details rather vague, but possibly Milan, which advertised a relay of an opera or operetta and may have worked later than stated in programmes. If Tosca, by Puccini, not Verdi.","Milan","Italy","45.5","9.2","J. W. B. (Malta): (12) Details are much too vague; regret, cannot trace, (13) details rather vague, but possibly Milan, which advertised a relay of an opera or operetta and may have worked later than stated in programmes. If Tosca, by Puccini, not Verdi."
"Elmo","","UK","","","Regret, cannot trace.","","","","Elmo (S. E. 18): Regret, cannot trace."
"R. O. W.","","UK","","","Hilversum, lunch music from 12.10 to 1.10 p.m., followed by recitations.","Hilversum","Netherlands","52.2","5.2","R. O. W. (W. 13): Hilversum, lunch music from 12.10 to 1.10 p.m., followed by recitations."
"Reflex","Dudley","UK","52.5","-2.1","Yes, this would tally with a test from Belgrade on about 1,650 m.","Belgrade","Serbia","44.8","20.5","Reflex (Dudley): Yes, this would tally with a test from Belgrade on about 1,650 m."
"J. A. P. R.","Moreton","UK","53.3","-3.1","No, this was Warsaw (1,111 m.) relaying dance music from the Restaurant Rydz.","Warsaw","Poland","52.2","21.0","J. A. P. R. (Moreton): No, this was Warsaw (1,111 m.) relaying dance music from the Restaurant Rydz."
"3 Valve","Alton","UK","51.2","-0.9","Reported by other listeners; this would appear to be Moscow (Comintern) 1,450 m. (late transmission; probably news bulletin).","Moscow","Russia","55.8","37.6","3 Valve (Alton): Reported by other listeners; this would appear to be Moscow (Comintern) 1,450 m. (late transmission; probably news bulletin)."
"J. E. H.","Rhondda","UK","51.6","-3.4","(1) This would appear to be Moscow (Comintern), 1,450 m. Reports also received from other listeners,","Moscow","Russia","55.8","37.6","J. E. H. (Rhondda): (1) This would appear to be Moscow (Comintern), 1,450 m. Reports also received from other listeners, (2) Warsaw (1,111 m.). On July 31, relaying dance music from the Restaurant Rydz, but on August 1 this station did not, according to programmes, work until 12 midday, when it broadcast a time signal, weather report, and news bulletin."
"J. E. H.","Rhondda","UK","51.6","-3.4","(2) Warsaw (1,111 m.). On July 31, relaying dance music from the Restaurant Rydz, but on August 1 this station did not, according to programmes, work until 12 midday, when it broadcast a time signal, weather report, and news bulletin.","Warsaw","Poland","52.2","21.0","J. E. H. (Rhondda): (1) This would appear to be Moscow (Comintern), 1,450 m. Reports also received from other listeners, (2) Warsaw (1,111 m.). On July 31, relaying dance music from the Restaurant Rydz, but on August 1 this station did not, according to programmes, work until 12 midday, when it broadcast a time signal, weather report, and news bulletin."
"Hibernia","Loughrea","Ireland","53.2","-8.6","Confirmed by other listeners; this would appear to be Belgrade testing, on about 1,650 m.","Belgrade","Serbia","44.8","20.5","Hibernia (Loughrea): Confirmed by other listeners; this would appear to be Belgrade testing, on about 1,650 m."
"EA","Wells","UK","51.2","-2.6","(1) Yes, apparently an aircraft station,","","","","EA (Wells): (1) Yes, apparently an aircraft station, (2) according to reports received from other listeners, this would appear to be Belgrade, testing on about 1,650 m."
"EA","Wells","UK","51.2","-2.6","(2) according to reports received from other listeners, this would appear to be Belgrade, testing on about 1,650 m.","Belgrade","Serbia","44.8","20.5","EA (Wells): (1) Yes, apparently an aircraft station, (2) according to reports received from other listeners, this would appear to be Belgrade, testing on about 1,650 m."
"All Wave Four","Dublin","Ireland","53.3","-6.3","Your WL. and details are too vague; regret, cannot. Possibly a Spanish station.","","","","All Wave Four (Dublin): Your WL. and details are too vague; regret, cannot. Possibly a Spanish station."
"Brenosa","","","","","La información que da Vd. es muy vaga, pero sugerimos que la emisora oída puede ser la de Radio-Lyon (291.3).","Lyon","France","45.8","4.8","Brenosa: La información que da Vd. es muy vaga, pero sugerimos que la emisora oída puede ser la de Radio-Lyon (291.3)."
"Squidgers","","","","","We have had several reports of this transmission, the nature of which makes Norddeich very doubtful.","Norddeich","Germany","53.6","7.2","Squidgers: We have had several reports of this transmission, the nature of which makes Norddeich very doubtful."
"Short Wave","","","","","Regret details too vague for identification.","","","","Short Wave: Regret details too vague for identification."
