"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"Doubtful","","","","","Yes, Zurich.","Zurich","Switzerland","47.4","8.5","Doubtful: Yes, Zurich."
"F.B.","Leicester","UK","52.6","-1.1","Prague.","Prague","Czech Republic","50.1","14.4","F.B. (Leicester): Prague."
"2 Valver","Ilford","UK","51.6","0.1","Muenster (410 m.) relaying Dortmund.","Muenster","Germany","51.9","7.6","2 Valver (Ilford): Muenster (410 m.) relaying Dortmund."
"Knob Twidler","","","","","Muenster.","Muenster","Germany","51.9","7.6","Knob Twidler: Muenster."
"H.H.S.","Pudsey","UK","53.8","-1.7","Dortmund (own Concert).","Dortmund","Germany","51.5","7.5","H.H.S. (Pudsey): Dortmund (own Concert)."
"One Valve","Portsmouth","UK","50.8","-1.1","Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","One Valve (Portsmouth): Madrid (EAJ7)."
"Walan Ilson","Bristol","UK","51.5","-2.6","Barcelona (EAJ13).","Barcelona","Spain","41.4","2.2","Walan Ilson (Bristol): Barcelona (EAJ13)."
"Dayyd","Aberystwyth","UK","52.4","-4.1","(1) Copenhagen (347 m.)","Copenhagen","Denmark","55.7","12.6","Dayyd (Aberystwyth): (1) Copenhagen (347 m.), (2) San Sebastian, (3) Petit Parisien (Paris), (4) Barcelona (EAJ1)."
"Dayyd","Aberystwyth","UK","52.4","-4.1","(2) San Sebastian","San Sebastian","Spain","43.3","-1.9","Dayyd (Aberystwyth): (1) Copenhagen (347 m.), (2) San Sebastian, (3) Petit Parisien (Paris), (4) Barcelona (EAJ1)."
"Dayyd","Aberystwyth","UK","52.4","-4.1","(3) Petit Parisien (Paris)","Paris","France","48.9","2.4","Dayyd (Aberystwyth): (1) Copenhagen (347 m.), (2) San Sebastian, (3) Petit Parisien (Paris), (4) Barcelona (EAJ1)."
"Dayyd","Aberystwyth","UK","52.4","-4.1","(4) Barcelona (EAJ1)","Barcelona","Spain","41.4","2.2","Dayyd (Aberystwyth): (1) Copenhagen (347 m.), (2) San Sebastian, (3) Petit Parisien (Paris), (4) Barcelona (EAJ1)."
"Electron","Eastbourne","UK","50.8","0.3","(a) Nuremberg-relaying Munich","Nuremberg","Germany","49.5","11.1","Electron (Eastbourne): (a) Nuremberg-relaying Munich, (b) if Italian, Naples testing."
"Electron","Eastbourne","UK","50.8","0.3","(b) if Italian, Naples testing.","Naples","Italy","40.8","14.3","Electron (Eastbourne): (a) Nuremberg-relaying Munich, (b) if Italian, Naples testing."
"4 Valver","London E.13","UK","51.5","-0.1","Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","4 Valver (London E.13): Madrid (EAJ7)."
