"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"H. Irwin","Cardiff","UK","51.5","-3.2","Yes, WBZ (Springfield 383 m.), frequently received on this side.","Springfield","USA","42.1","-72.6","H. Irwin (Cardiff): Yes, WBZ (Springfield 383 m.), frequently received on this side."
"W. Rodwell","Aylesbury","UK","51.8","-0.8","Leipzig (365.8 m.).","Leipzig","Germany","51.3","12.4","W. Rodwell (Aylesbury): Leipzig (365.8 m.)."
"M. E. W.","Cambridge","UK","52.2","0.1","(1) Petit Parisien relaying KDKA (East. Pittsburg);","Paris","France","48.9","2.4","M. E. W. (Cambridge): (1) Petit Parisien relaying KDKA (East. Pittsburg); (2) Klagenfurt testing; (3) Innsbruck testing."
"M. E. W.","Cambridge","UK","52.2","0.1","(2) Klagenfurt testing;","Klagenfurt","Austria","46.6","14.3","M. E. W. (Cambridge): (1) Petit Parisien relaying KDKA (East. Pittsburg); (2) Klagenfurt testing; (3) Innsbruck testing."
"M. E. W.","Cambridge","UK","52.2","0.1","(3) Innsbruck testing.","Innsbruck","Austria","47.3","11.4","M. E. W. (Cambridge): (1) Petit Parisien relaying KDKA (East. Pittsburg); (2) Klagenfurt testing; (3) Innsbruck testing."
"F. P. Dunstan","S.E. 6","UK","","","(1) Muenster;","Muenster","Germany","51.9","7.6","F. P. Dunstan (S.E. 6): (1) Muenster; (2) no coupon."
"F. P. Dunstan","S.E. 6","UK","","","(2) no coupon.","","","","","F. P. Dunstan (S.E. 6): (1) Muenster; (2) no coupon."
"A. Whitelock","Dewsbury","UK","53.7","-1.6","Petit Parisien relay of KDKA (E. Pittsburg).","Paris","France","48.9","2.4","A. Whitelock (Dewsbury): Petit Parisien relay of KDKA (E. Pittsburg)."
"Rex Max","Dublin","Ireland","53.3","-6.3","Leningrad on 1,100 m.","Leningrad","Russia","59.9","30.3","Rex Max (Dublin): Leningrad on 1,100 m.; Moscow (RDW) on 1,450 m., do not know of a Russian transmission on 1,535 m."
"Rex Max","Dublin","Ireland","53.3","-6.3","Moscow (RDW) on 1,450 m., do not know of a Russian transmission on 1,535 m.","Moscow","Russia","55.8","37.6","Rex Max (Dublin): Leningrad on 1,100 m.; Moscow (RDW) on 1,450 m., do not know of a Russian transmission on 1,535 m."
"4 D.E.'s","Portsmouth","UK","50.8","-1.1","Frankfort-on-Main relaying Cassel (Evangelist Church, Lutheran Service).","Frankfurt","Germany","50.1","8.7","4 D.E.'s (Portsmouth): Frankfort-on-Main relaying Cassel (Evangelist Church, Lutheran Service)."
"Master Valve","Hounslow","UK","51.5","-0.4","Stuttgart.","Stuttgart","Germany","48.8","9.2","Master Valve (Hounslow): Stuttgart."
"Electroscope","S.W. 18","UK","","","KDKA (E. Pittsburg).","Pittsburgh","USA","40.4","-79.9","Electroscope (S.W. 18): KDKA (E. Pittsburg)."
"S.T. Twin","Hull","UK","53.7","-0.3","Elberfeld relaying Muenster.","Elberfeld","Germany","51.3","7.1","S.T. Twin (Hull): Elberfeld relaying Muenster."
"F. L. B. C.","Chatham","UK","51.4","0.5","Yes, probably Langenberg testing.","Langenberg","Germany","51.4","7.1","F. L. B. C. (Chatham): Yes, probably Langenberg testing."
"Volts","St. Albans","UK","51.8","-0.3","Paris PTT relayed by Eiffel Tower.","Paris","France","48.9","2.4","Volts (St. Albans): Paris PTT relayed by Eiffel Tower."
"2-Valver","N. 12","UK","","","(A) W.L. wrong, Prague on 348.9 m.","Prague","Czech Republic","50.1","14.4","2-Valver (N. 12): (A) W.L. wrong, Prague on 348.9 m.; (B) Frankfort-on-Main (428 m.)."
