"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"J. O. Millar","Midlothian","UK","","","Hilversum (Lyric Suite by Tchaikovsky and bass-baritone).","Hilversum","Netherlands","52.2","5.2","J. O. Millar (Midlothian): Hilversum (Lyric Suite by Tchaikovsky and bass-baritone)."
"X. X.","Sunderland","UK","54.9","-1.4","(1) Zurich, relaying Lausanne.","Zurich","Switzerland","47.4","8.5","X. X. (Sunderland): (1) Zurich, relaying Lausanne; (2) Berne, relaying Lausanne; (3) no estimated WL. given, cannot trace."
"X. X.","Sunderland","UK","54.9","-1.4","(2) Berne, relaying Lausanne.","Berne","Switzerland","46.9","7.4","X. X. (Sunderland): (1) Zurich, relaying Lausanne; (2) Berne, relaying Lausanne; (3) no estimated WL. given, cannot trace."
"X. X.","Sunderland","UK","54.9","-1.4","(3) no estimated WL. given, cannot trace.","","","","","X. X. (Sunderland): (1) Zurich, relaying Lausanne; (2) Berne, relaying Lausanne; (3) no estimated WL. given, cannot trace."
"C. P. L.","Exeter","UK","50.7","-3.5","If WL. correct, possibly Moscow (RDW), but Hilversum also gave a programme in which two of these Chopin compositions were played.","Moscow","Russia","55.8","37.6","C. P. L. (Exeter): If WL. correct, possibly Moscow (RDW), but Hilversum also gave a programme in which two of these Chopin compositions were played."
"C. P. L.","Exeter","UK","50.7","-3.5","Hilversum also gave a programme in which two of these Chopin compositions were played.","Hilversum","Netherlands","52.2","5.2","C. P. L. (Exeter): If WL. correct, possibly Moscow (RDW), but Hilversum also gave a programme in which two of these Chopin compositions were played."
"L. G. K.","Macclesfield","UK","53.3","-2.1","apparently some station testing; cannot identify.","","","","","L. G. K. (Macclesfield): apparently some station testing; cannot identify."
"A. J. Hodges","East Ham","UK","","","Either amateur transmission, or Koenigsusterhausen short-wave relay on 58 m.","Koenigsusterhausen","Germany","52.4","13.6","A. J. Hodges (East Ham): Either amateur transmission, or Koenigsusterhausen short-wave relay on 58 m."
"Roses","Gloucester","UK","51.9","-2.2","Possibly WJY (New York City).","New York City","USA","40.7","-74.0","Roses (Gloucester): Possibly WJY (New York City)."
"QRA?","Southsea","UK","50.8","-1.1","(a) Sorö on 1,153 m., yes, chimes.","Sorö","Denmark","55.4","11.6","QRA? (Southsea): (a) Sorö on 1,153 m., yes, chimes; (b) no, Moscow (RDW) on 1,450 m. appears to be received quite clearly."
"QRA?","Southsea","UK","50.8","-1.1","(b) no, Moscow (RDW) on 1,450 m. appears to be received quite clearly.","Moscow","Russia","55.8","37.6","QRA? (Southsea): (a) Sorö on 1,153 m., yes, chimes; (b) no, Moscow (RDW) on 1,450 m. appears to be received quite clearly."
"Typo","Camberley","UK","51.3","-0.7","(1) Prague, relaying Brüun.","Prague","Czech Republic","50.1","14.4","Typo (Camberley): (1) Prague, relaying Brüun; (2) Madrid (EAJ4)."
"Typo","Camberley","UK","51.3","-0.7","(2) Madrid (EAJ4).","Madrid","Spain","40.4","-3.7","Typo (Camberley): (1) Prague, relaying Brüun; (2) Madrid (EAJ4)."
"A. O. F. B.","","","","","Cannot trace call sign.","","","","","A. O. F. B.: Cannot trace call sign."
"F. W. L.","Sheffield","UK","53.4","-1.5","(1) Cassel, relaying Frankfort-on-Main.","Cassel","Germany","51.3","9.5","F. W. L. (Sheffield): (1) Cassel, relaying Frankfort-on-Main; (2) Cassel (own concert); (3) too vague, cannot trace."
