"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"S. Noble","N. 4","","","","Not Stamboul, which transmits on 1,200 m., and time would roughly tally with Dortmund, relaying dance music from Cologne.","Dortmund","Germany","51.5","7.5","S. Noble (N. 4): Not Stamboul, which transmits on 1,200 m., and time would roughly tally with Dortmund, relaying dance music from Cologne."
"Roy","Fulham","UK","51.5","-0.2","Berne (411 m.) relaying orchestral concert from Kursaal. Apparently worked later than advertised in programmes.","Bern","Switzerland","46.9","7.4","Roy (Fulham): Berne (411 m.) relaying orchestral concert from Kursaal. Apparently worked later than advertised in programmes."
"H. H. H.","Crawley","UK","51.1","-0.2","5XN advertised as amateur transmitter of London, S.E. 9. Address privately on application, if required.","London","UK","51.5","-0.1","H. H. H. (Crawley): 5XN advertised as amateur transmitter of London, S.E. 9. Address privately on application, if required."
"BM/BCXV","","","","","Yes, PTT Marseilles (300 m.) relaying PTT Paris.","Marseille","France","43.3","5.4","BM/BCXV: Yes, PTT Marseilles (300 m.) relaying PTT Paris."
"Admiral Anson","Bexhill-on-Sea","UK","50.8","0.5","PTT Paris. Talk on Hygiene, followed by French lesson and concert of vocal and orchestral music.","Paris","France","48.9","2.4","Admiral Anson (Bexhill-on-Sea): PTT Paris. Talk on Hygiene, followed by French lesson and concert of vocal and orchestral music."
"Videx","Bury St. Edmunds","UK","52.2","0.7","Yes, Eiffel Tower. Relay of Carillon concert from Cathedral of St. Quentin (Aisne) via PTT Paris (Sunday afternoon transmission).","Paris","France","48.9","2.4","Videx (Bury St. Edmunds): Yes, Eiffel Tower. Relay of Carillon concert from Cathedral of St. Quentin (Aisne) via PTT Paris (Sunday afternoon transmission)."
"Kilkenny Variometer","Ireland","Ireland","53.4","-8.0","With coils mentioned, you could not tune in 600 m.; this was Koenigs Wusterhausen on 1,250 m.","Königs Wusterhausen","Germany","52.3","13.6","Kilkenny Variometer (Ireland): With coils mentioned, you could not tune in 600 m.; this was Koenigs Wusterhausen on 1,250 m."
"Bartley 5","Southampton","UK","50.9","-1.4","Possibly Biarritz on 200 m., but cannot confirm.","Biarritz","France","43.5","-1.6","Bartley 5 (Southampton): Possibly Biarritz on 200 m., but cannot confirm."
"Wycombe Wanderer","","","","","WLW (Cincinnati), 558.5 m.","Cincinnati","USA","39.1","-84.5","Wycombe Wanderer: WLW (Cincinnati), 558.5 m."
"Seer","Walthamstow","UK","51.6","-0.0","Leningrad (1,000 m.).","Saint Petersburg","Russia","59.9","30.3","Seer (Walthamstow): Leningrad (1,000 m.)."
"J. H. H.","Rhondda","UK","51.6","-3.4","(1) if WL correct, Milan (322 m.). Apparently worked later than advertised in programmes.","Milan","Italy","45.5","9.2","J. H. H. (Rhondda): (1) if WL correct, Milan (322 m.). Apparently worked later than advertised in programmes. (2) Cadiz (400 m.) experimental concert."
"J. H. H.","Rhondda","UK","51.6","-3.4","(2) Cadiz (400 m.) experimental concert.","Cádiz","Spain","36.5","-6.3","J. H. H. (Rhondda): (1) if WL correct, Milan (322 m.). Apparently worked later than advertised in programmes. (2) Cadiz (400 m.) experimental concert."
"Three Valve Dual","Glasgow","UK","55.9","-4.3","WL. is very vague, but possibly Milan (322 m.). Although not advertised in programme, this station apparently extended its transmission on that night, as confirmed by other listeners.","Milan","Italy","45.5","9.2","Three Valve Dual (Glasgow): WL. is very vague, but possibly Milan (322 m.). Although not advertised in programme, this station apparently extended its transmission on that night, as confirmed by other listeners."
"Toc H","Norfolk","UK","52.6","1.0","Falun (357 m.) relaying Stockholm.","Falun","Sweden","60.6","15.6","Toc H (Norfolk): Falun (357 m.) relaying Stockholm."
"Sparks","Manchester","UK","53.5","-2.2","(1) yes, Petit Parisien, announcements in both the French and English languages;","Paris","France","48.9","2.4","Sparks (Manchester): (1) yes, Petit Parisien, announcements in both the French and English languages; (2) 2UA, amateur, of Irlam, Manchester, 6HB, amateur, of Urmston, Manchester, 5II, amateur, cannot trace, 6NI, amateur, Bootle, Lancs."
"Sparks","Manchester","UK","53.5","-2.2","(2) 2UA, amateur, of Irlam, Manchester, 6HB, amateur, of Urmston, Manchester, 5II, amateur, cannot trace, 6NI, amateur, Bootle, Lancs.","Manchester","UK","53.5","-2.2","Sparks (Manchester): (1) yes, Petit Parisien, announcements in both the French and English languages; (2) 2UA, amateur, of Irlam, Manchester, 6HB, amateur, of Urmston, Manchester, 5II, amateur, cannot trace, 6NI, amateur, Bootle, Lancs."
"Victor","Hull","UK","53.7","-0.3","details and WL. much too vague; regret cannot trace.","","","","","Victor (Hull): details and WL. much too vague; regret cannot trace."
"O-V-1 Schnell","","","","","short wave transmitter (58 m.) Berlin.","Berlin","Germany","52.5","13.4","O-V-1 Schnell: short wave transmitter (58 m.) Berlin."
"Bemi","Liverpool","UK","53.4","-2.9","(1) Koenigs Wusterhausen was relaying Breslau at that time on 29.5 m. This was Gleiwitz (250 m.) relaying Breslau;","Gliwice","Poland","50.3","18.7","Bemi (Liverpool): (1) Koenigs Wusterhausen was relaying Breslau at that time on 29.5 m. This was Gleiwitz (250 m.) relaying Breslau; (2) Munster (241 m.) relaying Langenberg; (3) Dresden (294 m.) relaying dance music from Leipzig."
"Bemi","Liverpool","UK","53.4","-2.9","(2) Munster (241 m.) relaying Langenberg;","Münster","Germany","51.9","7.6","Bemi (Liverpool): (1) Koenigs Wusterhausen was relaying Breslau at that time on 29.5 m. This was Gleiwitz (250 m.) relaying Breslau; (2) Munster (241 m.) relaying Langenberg; (3) Dresden (294 m.) relaying dance music from Leipzig."
"Bemi","Liverpool","UK","53.4","-2.9","(3) Dresden (294 m.) relaying dance music from Leipzig.","Dresden","Germany","51.1","13.7","Bemi (Liverpool): (1) Koenigs Wusterhausen was relaying Breslau at that time on 29.5 m. This was Gleiwitz (250 m.) relaying Breslau; (2) Munster (241 m.) relaying Langenberg; (3) Dresden (294 m.) relaying dance music from Leipzig."
"Eliminator","Bedford","UK","52.1","-0.5","Frankfort-on-Main (428 m.); relay of The Mastersingers of Nuremberg (Wagner) from the Opera House.","Frankfurt am Main","Germany","50.1","8.7","Eliminator (Bedford): Frankfort-on-Main (428 m.); relay of The Mastersingers of Nuremberg (Wagner) from the Opera House."
"Wave Trap","","","","","Langenberg (468 m.), relaying concert from the Rheinterrasse at Düsseldorf, until midnight.","Langenberg","Germany","51.3","7.1","Wave Trap: Langenberg (468 m.), relaying concert from the Rheinterrasse at Düsseldorf, until midnight."
"Barumite","","","","","If call 6QW, amateur, of Bristol.","Bristol","UK","51.5","-2.6","Barumite: If call 6QW, amateur, of Bristol."
"S. A. O.","Norwich","UK","52.6","1.3","Moscow (1,450 m.). WL. very vague, but possibly Breslau.","Moscow","Russia","55.8","37.6","S. A. O. (Norwich): Moscow (1,450 m.). WL. very vague, but possibly Breslau."
"J.H.R.","Scarthoe","UK","53.6","-0.0","W.L. very vague, but possibly Breslau (315 m.) which was relaying an orchestral concert from the Hotel Vier Jahreszeiten at that time.","Wrocław","Poland","51.1","17.0","J.H.R. (Scarthoe): W.L. very vague, but possibly Breslau (315 m.) which was relaying an orchestral concert from the Hotel Vier Jahreszeiten at that time."
"G. and G.","Glasgow","UK","55.9","-4.3","Several German stations broadcast dance music on Sunday evening. Cannot identify transmitter from data of coils given. 2LO stand-by transmitter.","London","UK","51.5","-0.1","G. and G. (Glasgow): Several German stations broadcast dance music on Sunday evening. Cannot identify transmitter from data of coils given. 2LO stand-by transmitter."
"Clontarf","Dublin","Ireland","53.3","-6.3","Details rather vague, but possibly Rome testing. We cannot accept proprietary names as noms de plume.","Rome","Italy","41.9","12.5","Clontarf (Dublin): Details rather vague, but possibly Rome testing. We cannot accept proprietary names as noms de plume."
"P.J. Dibble","Ipswich","UK","52.1","1.1","Cannot trace ""1812"" overture in any European programme; it is impossible to identify transmitter from your condenser readings.","","","","","P.J. Dibble (Ipswich): Cannot trace ""1812"" overture in any European programme; it is impossible to identify transmitter from your condenser readings."
"Crystol","Goring","UK","51.5","-1.1","Nuremberg (303 m.) relaying orchestral concert from the Hotel Der Reichsadler at Munich.","Nuremberg","Germany","49.5","11.1","Crystol (Goring): Nuremberg (303 m.) relaying orchestral concert from the Hotel Der Reichsadler at Munich."
"R.W.A. Keith","Liverpool","UK","53.4","-2.9","(1) Stettin (236 m.) relaying dance music from Berlin;","Szczecin","Poland","53.4","14.6","R.W.A. Keith (Liverpool): (1) Stettin (236 m.) relaying dance music from Berlin; (2) Hanover (297 m.) relaying concert from Café Continental."
"R.W.A. Keith","Liverpool","UK","53.4","-2.9","(2) Hanover (297 m.) relaying concert from Café Continental.","Hanover","Germany","52.4","9.7","R.W.A. Keith (Liverpool): (1) Stettin (236 m.) relaying dance music from Berlin; (2) Hanover (297 m.) relaying concert from Café Continental."
"Fellowphone","Brighton","UK","50.8","-0.1","Possibly a test, but it is impossible to trace as your estimated W.L. is too vague - might be Motala on 1,304 m.","Motala","Sweden","58.5","15.0","Fellowphone (Brighton): Possibly a test, but it is impossible to trace as your estimated W.L. is too vague - might be Motala on 1,304 m."
"B. Brennan","Deal","UK","51.2","1.4","(1) Stamboul (1,200 m.);","Istanbul","Turkey","41.0","28.9","B. Brennan (Deal): (1) Stamboul (1,200 m.); (2) W.L. vague, but possibly Moscow giving University course."
"B. Brennan","Deal","UK","51.2","1.4","(2) W.L. vague, but possibly Moscow giving University course.","Moscow","Russia","55.8","37.6","B. Brennan (Deal): (1) Stamboul (1,200 m.); (2) W.L. vague, but possibly Moscow giving University course."
