"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"Horsey","Newark","UK","53.1","-0.8","Posen (270.3 m.).","Poznań","Poland","52.4","16.9","Horsey (Newark): Posen (270.3 m.)."
"Five-Fifteen","Cambridge","UK","52.2","0.1","5GB, Daventry experimental station, testing on various wavelengths and powers.","Daventry","UK","52.3","-1.2","Five-Fifteen (Cambridge): 5GB, Daventry experimental station, testing on various wavelengths and powers."
"Safety","Bexhill","UK","50.8","0.5","Possibly Radio Lyons, but these incidental relays are seldom advertised in programmes.","Lyon","France","45.8","4.8","Safety (Bexhill): Possibly Radio Lyons, but these incidental relays are seldom advertised in programmes."
"H. Mills","Rhymney","UK","51.8","-3.3","This was an amateur transmission, but regret cannot trace as your details are too vague.","","","","","H. Mills (Rhymney): This was an amateur transmission, but regret cannot trace as your details are too vague."
"Two Valve","Cricklewood","UK","51.6","-0.2","Como (Italy) has a temporary 5 kw. transmitter, during the period of the Electrical Exhibition in celebration of the Volta Centenary; it transmits nightly, on 500 m., concerts and dance music. We can trace no other transmission for that date on or about your estimated W.L.","Como","Italy","45.8","9.1","Two Valve (Cricklewood): Como (Italy) has a temporary 5 kw. transmitter, during the period of the Electrical Exhibition in celebration of the Volta Centenary; it transmits nightly, on 500 m., concerts and dance music. We can trace no other transmission for that date on or about your estimated W.L."
"Crosier","Acomb","UK","54.0","-1.1","We believe this to be the new high-power station at Kharkov (Russia) testing on about 1,750 m.","Kharkiv","Ukraine","49.9","36.3","Crosier (Acomb): We believe this to be the new high-power station at Kharkov (Russia) testing on about 1,750 m."
"4 Valve","Bristol","UK","51.5","-2.6","(1) Apparently a report from Scheveningen-Haven (1,950 m.), Stock Exchange, news, and commercial reports only. We can trace no other transmitter.","Scheveningen","Netherlands","52.1","4.3","4 Valve (Bristol): (1) Apparently a report from Scheveningen-Haven (1,950 m.), Stock Exchange, news, and commercial reports only. We can trace no other transmitter."
"Anti-Jazz","Ryde","UK","50.7","-1.2","Yes, if your estimated W.L. is correct, this was Hamburg (relaying concert from the Alster Pavilion), but item was not advertised in programmes.","Hamburg","Germany","53.5","10.0","Anti-Jazz (Ryde, I.O.W.): Yes, if your estimated W.L. is correct, this was Hamburg (relaying concert from the Alster Pavilion), but item was not advertised in programmes."
"Ardersier Solodyne","","","","","Regret, we cannot trace, as we do not know of any station on or about that W.L. taking the Hamburg programmes.","","","","","Ardersier Solodyne: Regret, we cannot trace, as we do not know of any station on or about that W.L. taking the Hamburg programmes."
"4 Valve","Whitehaven","UK","54.5","-3.6","Your details and estimated W.L. are much too vague – regret, cannot trace.","","","","","4 Valve (Whitehaven): Your details and estimated W.L. are much too vague – regret, cannot trace."
