"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"Interested","Clovelly","UK","51.0","-4.4","Motala (1,304 m.) relaying first from Stockholm (Old-time dance music), followed by relay of modern dance music from Gothenberg.","Motala","Sweden","58.9","15.1","Interested (Clovelly): Motala (1,304 m.) relaying first from Stockholm (Old-time dance music), followed by relay of modern dance music from Gothenberg."
"L. Noble","Harringay","UK","51.6","-0.1","Frankfort-on-Main (428 m.) relaying dance music from Cassel.","Frankfurt am Main","Germany","50.1","8.7","L. Noble (Harringay): Frankfort-on-Main (428 m.) relaying dance music from Cassel."
"J. A. T.","Bedford","UK","52.1","-0.5","(1) rather vague, possibly Hanover (297 m.), which was relaying a concert from the Café Continental","Hanover","Germany","52.4","9.7","J. A. T. (Bedford): (1) rather vague, possibly Hanover (297 m.), which was relaying a concert from the Café Continental (2) Not Hilversum; Sorö (1,153 m.) relaying foreign stations."
"J. A. T.","Bedford","UK","52.1","-0.5","(2) Not Hilversum; Sorö (1,153 m.) relaying foreign stations.","Sorø","Denmark","55.4","11.6","J. A. T. (Bedford): (1) rather vague, possibly Hanover (297 m.), which was relaying a concert from the Café Continental (2) Not Hilversum; Sorö (1,153 m.) relaying foreign stations."
"Reinartz O-V-2","Liverpool","UK","53.4","-2.9","(1) WLW (Cincinnati) 50.02 m.","Cincinnati","USA","39.1","-84.5","Reinartz O-V-2 (Liverpool): (1) WLW (Cincinnati) 50.02 m., (2) WIZ (New Brunswick) 43.5 m. Do not understand query regarding “Short Wave Notes and News.”"
"Reinartz O-V-2","Liverpool","UK","53.4","-2.9","(2) WIZ (New Brunswick) 43.5 m.","New Brunswick","USA","40.5","-74.4","Reinartz O-V-2 (Liverpool): (1) WLW (Cincinnati) 50.02 m., (2) WIZ (New Brunswick) 43.5 m. Do not understand query regarding “Short Wave Notes and News.”"
"P. A. N.","Cardiff","UK","51.5","-3.2","Your WL. is apparently wrong; this was Dresden (294 m.) relaying a symphony concert from Leipzig.","Dresden","Germany","51.1","13.7","P. A. N. (Cardiff): Your WL. is apparently wrong; this was Dresden (294 m.) relaying a symphony concert from Leipzig."
"N. B.","Middlesbrough","UK","54.6","-1.2","Motala (1,304 m.) relaying Stockholm.","Motala","Sweden","58.9","15.1","N. B. (Middlesbrough): Motala (1,304 m.) relaying Stockholm. Radio Belgique, Brussels (508 m.). News."
"N. B.","Middlesbrough","UK","54.6","-1.2","Radio Belgique, Brussels (508 m.). News.","Brussels","Belgium","50.8","4.4","N. B. (Middlesbrough): Motala (1,304 m.) relaying Stockholm. Radio Belgique, Brussels (508 m.). News."
"S. W. 19","Liverpool","UK","53.4","-2.9","either Lausanne or Geneva relaying Lausanne.","Lausanne","Switzerland","46.5","6.6","S. W. 19 (Liverpool): either Lausanne or Geneva relaying Lausanne."
"S. W. 19","Liverpool","UK","53.4","-2.9","either Lausanne or Geneva relaying Lausanne.","Geneva","Switzerland","46.2","6.1","S. W. 19 (Liverpool): either Lausanne or Geneva relaying Lausanne."
"Mercy","York","UK","53.8","-1.1","(1) rather vague, possibly Breslau, which was giving dance music at that time.","Wrocław","Poland","51.1","17.0","Mercy (York): (1) rather vague, possibly Breslau, which was giving dance music at that time; (2) details too vague, possibly Nuremberg, relaying Munich; (4) not Muenster; Stuttgart (new transmit on about 237 m.) relaying Berlin; (3) yes, Dortmund, relaying Langenberg."
"Mercy","York","UK","53.8","-1.1","(2) details too vague, possibly Nuremberg, relaying Munich.","Nuremberg","Germany","49.5","11.1","Mercy (York): (1) rather vague, possibly Breslau, which was giving dance music at that time; (2) details too vague, possibly Nuremberg, relaying Munich; (4) not Muenster; Stuttgart (new transmit on about 237 m.) relaying Berlin; (3) yes, Dortmund, relaying Langenberg."
"Mercy","York","UK","53.8","-1.1","(4) not Muenster; Stuttgart (new transmit on about 237 m.) relaying Berlin.","Stuttgart","Germany","48.8","9.2","Mercy (York): (1) rather vague, possibly Breslau, which was giving dance music at that time; (2) details too vague, possibly Nuremberg, relaying Munich; (4) not Muenster; Stuttgart (new transmit on about 237 m.) relaying Berlin; (3) yes, Dortmund, relaying Langenberg."
"Mercy","York","UK","53.8","-1.1","(3) yes, Dortmund, relaying Langenberg.","Dortmund","Germany","51.5","7.5","Mercy (York): (1) rather vague, possibly Breslau, which was giving dance music at that time; (2) details too vague, possibly Nuremberg, relaying Munich; (4) not Muenster; Stuttgart (new transmit on about 237 m.) relaying Berlin; (3) yes, Dortmund, relaying Langenberg."
"Bill Eden","Devon","UK","50.7","-3.5","Frankfort-on-Main (428 m.) relaying Cassel on April 22, and transmitting gramophone records on May 2.","Frankfurt am Main","Germany","50.1","8.7","Bill Eden (Devon): Frankfort-on-Main (428 m.) relaying Cassel on April 22, and transmitting gramophone records on May 2."
"Black Eagle","Hastings","UK","50.9","0.6","(a) Bergen (370 m.) relaying dance music from Hotel Norge,","Bergen","Norway","60.4","5.3","Black Eagle (Hastings): (a) Bergen (370 m.) relaying dance music from Hotel Norge, (b) no Czecho-Slovakian transmitter below 300 m. Cannot trace."
"Black Eagle","Hastings","UK","50.9","0.6","(b) no Czecho-Slovakian transmitter below 300 m. Cannot trace.","","","","","Black Eagle (Hastings): (a) Bergen (370 m.) relaying dance music from Hotel Norge, (b) no Czecho-Slovakian transmitter below 300 m. Cannot trace."
"Home Made","Batley","UK","53.7","-1.6","Possibly transmission from Aerodrome on 900 m.","","","","","Home Made (Batley): Possibly transmission from Aerodrome on 900 m."
