"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"M.A.S.","Gloucester","UK","51.9","-2.2","Rome.","Rome","Italy","41.9","12.5","M.A.S. (Gloucester): Rome."
"W.S.","","","","","Muenster (Referendum transmission).","Muenster","Germany","51.9","7.6","W.S.: Muenster (Referendum transmission)."
"Memo","","","","","Rome.","Rome","Italy","41.9","12.5","Memo: Rome."
"Gold Vein","","","","","Yes, Eiffel Tower.","Paris","France","48.9","2.4","Gold Vein: Yes, Eiffel Tower."
"Wireless Fiend","Mitcham","UK","51.4","-0.2","Hamburg.","Hamburg","Germany","53.5","10.0","Wireless Fiend (Mitcham): Hamburg."
"S.N.","Bootle","UK","53.4","-3.0","(1) Leipzig (Referendum transmission)","Leipzig","Germany","51.3","12.4","S.N. (Bootle): (1) Leipzig (Referendum transmission), (2) Madrid (EAJ7)."
"S.N.","Bootle","UK","53.4","-3.0","(2) Madrid (EAJ7)","Madrid","Spain","40.4","-3.7","S.N. (Bootle): (1) Leipzig (Referendum transmission), (2) Madrid (EAJ7)."
"Desmond","Langwith","UK","53.2","-1.2","Leipzig (Referendum transmission).","Leipzig","Germany","51.3","12.4","Desmond (Langwith): Leipzig (Referendum transmission)."
"R.A.J.B.","Cosham","UK","50.8","-1.0","Hilversum (Holland).","Hilversum","Netherlands","52.2","5.2","R.A.J.B. (Cosham): Hilversum (Holland)."
"M.O.V.2","Southampton","UK","50.9","-1.4","Berne.","Bern","Switzerland","46.9","7.4","M.O.V.2 (Southampton): Berne."
"H.F. 42","","","","","yes, relay of Tuschinsky Theatre, Amsterdam (1060 m.).","Amsterdam","Netherlands","52.4","4.9","H.F. 42: yes, relay of Tuschinsky Theatre, Amsterdam (1060 m.)."
"A.E.1","Devon","UK","50.7","-3.5","(2) Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","A.E.1 (Devon): (2) Madrid (EAJ7)."
"Night Bird","Bristol","UK","51.5","-2.6","Was not this Madrid (EAJ7)? indications do not point to WGY (379 m.).","Madrid","Spain","40.4","-3.7","Night Bird (Bristol): Was not this Madrid (EAJ7)? indications do not point to WGY (379 m.)."
"W.J. Gillott","","","","","(3) apparently Radio Catalana (EAJ13), 460 m.","Barcelona","Spain","41.4","2.2","W.J. Gillott: (3) apparently Radio Catalana (EAJ13), 460 m."
"Mr. Valve","Brighton","UK","50.8","-0.1","Eiffel Tower.","Paris","France","48.9","2.4","Mr. Valve (Brighton): Eiffel Tower."
"Britannic","Bradford","UK","53.8","-1.8","(1) Madrid (EAJ7)","Madrid","Spain","40.4","-3.7","Britannic (Bradford): (1) Madrid (EAJ7), (2) very vague, possibly Bilbao - not an interval signal, but apparently an S.O.S.; (3) Muenster."
"Britannic","Bradford","UK","53.8","-1.8","(2) very vague, possibly Bilbao - not an interval signal, but apparently an S.O.S.","Bilbao","Spain","43.3","-2.9","Britannic (Bradford): (1) Madrid (EAJ7), (2) very vague, possibly Bilbao - not an interval signal, but apparently an S.O.S.; (3) Muenster."
"Britannic","Bradford","UK","53.8","-1.8","(3) Muenster.","Muenster","Germany","51.9","7.6","Britannic (Bradford): (1) Madrid (EAJ7), (2) very vague, possibly Bilbao - not an interval signal, but apparently an S.O.S.; (3) Muenster."
"World Radio","Cumberland","UK","54.8","-3.1","apparently Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","World Radio (Cumberland): apparently Madrid (EAJ7)."
"Ajax","T. D.","","","","for Dresden; what you heard was Leipzig, relay of Dresden.","Leipzig","Germany","51.3","12.4","Ajax (T. D.): for Dresden; what you heard was Leipzig, relay of Dresden."
"C.R.B.","Kepax","UK","52.2","-2.2","Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","C.R.B. (Kepax): Madrid (EAJ7)."
"Irishman","Eastbourne","UK","50.8","0.3","no date given.","","","","Irishman (Eastbourne): no date given."
"Curiosity","Birkenhead","UK","53.4","-3.0","(1) Hilversum","Hilversum","Netherlands","52.2","5.2","Curiosity (Birkenhead): (1) Hilversum, (2) possibly Madrid (EAJ7) or Dresden; (3) Hilversum."
"Curiosity","Birkenhead","UK","53.4","-3.0","(2) possibly Madrid (EAJ7) or Dresden","Madrid","Spain","40.4","-3.7","Curiosity (Birkenhead): (1) Hilversum, (2) possibly Madrid (EAJ7) or Dresden; (3) Hilversum."
"Curiosity","Birkenhead","UK","53.4","-3.0","(3) Hilversum.","Hilversum","Netherlands","52.2","5.2","Curiosity (Birkenhead): (1) Hilversum, (2) possibly Madrid (EAJ7) or Dresden; (3) Hilversum."
"Perplexed","","","","","apparently Brünn, but not in programme.","Brno","Czech Republic","49.2","16.6","Perplexed: apparently Brünn, but not in programme."
"BM/BXAK","","","","","Leipzig, relay of Dresden.","Leipzig","Germany","51.3","12.4","BM/BXAK: Leipzig, relay of Dresden."
"Twin","Forest Gate","UK","51.5","0.0","(1) British amateur (London, W. 14)","London","UK","51.5","-0.1","Twin (Forest Gate): (1) British amateur (London, W. 14), (2) Cadiz (EAJ3)."
"Twin","Forest Gate","UK","51.5","0.0","(2) Cadiz (EAJ3).","Cadiz","Spain","36.5","-6.3","Twin (Forest Gate): (1) British amateur (London, W. 14), (2) Cadiz (EAJ3)."
"G-NYL","West Hill","UK","51.5","-0.1","Kiel, relay of Hamburg.","Kiel","Germany","54.3","10.1","G-NYL (West Hill): Kiel, relay of Hamburg."
"Black Eagle","","","","","cannot trace, possibly Basle testing on this WL.","Basel","Switzerland","47.6","7.6","Black Eagle: cannot trace, possibly Basle testing on this WL."
"M.O.V.2","Southampton","UK","50.9","-1.4","(1) Madrid (EAJ6)","Madrid","Spain","40.4","-3.7","M.O.V.2 (Southampton): (1) Madrid (EAJ6), (2) cannot trace, too vague, (3) yes, EAJ7 confirms relay of Barcelona (EAJ1)."
"M.O.V.2","Southampton","UK","50.9","-1.4","(2) cannot trace, too vague.","","","","M.O.V.2 (Southampton): (1) Madrid (EAJ6), (2) cannot trace, too vague, (3) yes, EAJ7 confirms relay of Barcelona (EAJ1)."
"M.O.V.2","Southampton","UK","50.9","-1.4","(3) yes, EAJ7 confirms relay of Barcelona (EAJ1).","Barcelona","Spain","41.4","2.2","M.O.V.2 (Southampton): (1) Madrid (EAJ6), (2) cannot trace, too vague, (3) yes, EAJ7 confirms relay of Barcelona (EAJ1)."
"Portora","","","","","cannot trace European station at that time; possibly KGO Oakland (California).","Oakland","USA","37.8","-122.3","Portora: cannot trace European station at that time; possibly KGO Oakland (California)."
"BM/BXAK","","","","","Madrid (EAJ6).","Madrid","Spain","40.4","-3.7","BM/BXAK: Madrid (EAJ6)."
"F.C. Pipe","Bournemouth","UK","50.7","-1.9","presumably Lyons, relay of Paris, PTT.","Lyon","France","45.8","4.8","F.C. Pipe (Bournemouth): presumably Lyons, relay of Paris, PTT."
"Wave Catcher","","","","","(1) Croydon Aerodrome","Croydon","UK","51.4","-0.1","Wave Catcher: (1) Croydon Aerodrome, (2) Dortmund, (5) Madrid (EAJ7), (4) Muenster (Referendum transmission), (3) Hamburg (Referendum transmission)."
"Wave Catcher","","","","","(2) Dortmund.","Dortmund","Germany","51.5","7.5","Wave Catcher: (1) Croydon Aerodrome, (2) Dortmund, (5) Madrid (EAJ7), (4) Muenster (Referendum transmission), (3) Hamburg (Referendum transmission)."
"Wave Catcher","","","","","(5) Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","Wave Catcher: (1) Croydon Aerodrome, (2) Dortmund, (5) Madrid (EAJ7), (4) Muenster (Referendum transmission), (3) Hamburg (Referendum transmission)."
"Wave Catcher","","","","","(4) Muenster (Referendum transmission).","Muenster","Germany","51.9","7.6","Wave Catcher: (1) Croydon Aerodrome, (2) Dortmund, (5) Madrid (EAJ7), (4) Muenster (Referendum transmission), (3) Hamburg (Referendum transmission)."
"Wave Catcher","","","","","(3) Hamburg (Referendum transmission).","Hamburg","Germany","53.5","10.0","Wave Catcher: (1) Croydon Aerodrome, (2) Dortmund, (5) Madrid (EAJ7), (4) Muenster (Referendum transmission), (3) Hamburg (Referendum transmission)."
"J. O. Obery","","","","","Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","J. O. Obery: Madrid (EAJ7)."
"F.L.B.C.","Kent","UK","51.2","0.7","Dresden.","Dresden","Germany","51.0","13.7","F.L.B.C. (Kent): Dresden."
"ASGTH 34","Harrogate","UK","53.9","-1.5","Hilversum.","Hilversum","Netherlands","52.2","5.2","ASGTH 34 (Harrogate): Hilversum."
"Stein Way-Hopkinson","","","","","possibly Leipzig.","Leipzig","Germany","51.3","12.4","Stein Way-Hopkinson: possibly Leipzig."
"Straight Two","Ilford","UK","51.6","0.1","cannot trace any British or U.S.A. transmission on this band.","","","","Straight Two (Ilford): cannot trace any British or U.S.A. transmission on this band."
"Noted","London","UK","51.5","-0.1","probably Berlin (extended transmission).","Berlin","Germany","52.5","13.4","Noted (London): probably Berlin (extended transmission)."
"A.J.D.","Liverpool","UK","53.4","-3.0","WL too vague, cannot trace from items.","","","","A.J.D. (Liverpool): WL too vague, cannot trace from items."
"Oxo","","","","","most German stations extended constant transmissions.","","","","Oxo: most German stations extended constant transmissions."
"K.A.J.B.","Cosham","UK","50.8","-1.0","Hilversum (Holland).","Hilversum","Netherlands","52.2","5.2","K.A.J.B. (Cosham): Hilversum (Holland)."
"W.T.5","","","","","relay of Berlin (late transmission).","Berlin","Germany","52.5","13.4","W.T.5: relay of Berlin (late transmission)."
"Oxo","Stafford","UK","52.8","-2.1","(a) Muenster","Muenster","Germany","51.9","7.6","Oxo (Stafford): (a) Muenster, (b) Frankfort-on-Main, (c) Breslau, relay of Berlin."
"Oxo","Stafford","UK","52.8","-2.1","(b) Frankfort-on-Main","Frankfurt","Germany","50.1","8.7","Oxo (Stafford): (a) Muenster, (b) Frankfort-on-Main, (c) Breslau, relay of Berlin."
"Oxo","Stafford","UK","52.8","-2.1","(c) Breslau, relay of Berlin.","Wroclaw","Poland","51.1","17.0","Oxo (Stafford): (a) Muenster, (b) Frankfort-on-Main, (c) Breslau, relay of Berlin."
"Saxohet","","","","","Breslau, relay of Berlin.","Wroclaw","Poland","51.1","17.0","Saxohet: Breslau, relay of Berlin."
"Pepp","Grays, Essex","UK","51.5","0.3","probably an amateur.","","","","Pepp (Grays, Essex): probably an amateur."
"Reg","Guernsey","UK","49.5","-2.5","cannot trace, probably an amateur.","","","","Reg (Guernsey): cannot trace, probably an amateur."
"E.C.C.","Clapton","UK","51.6","-0.1","(1) Koenigsberg possibly gramophone records","Kaliningrad","Russia","54.7","20.5","E.C.C. (Clapton): (1) Koenigsberg possibly gramophone records, (2) Yes, Leipzig, relay of Dresden."
"E.C.C.","Clapton","UK","51.6","-0.1","(2) Yes, Leipzig, relay of Dresden.","Leipzig","Germany","51.3","12.4","E.C.C. (Clapton): (1) Koenigsberg possibly gramophone records, (2) Yes, Leipzig, relay of Dresden."
"Kingston-upon-Hull","","","","","Dublin, Super-Het: (1) Oslo.","Oslo","Norway","59.9","10.8","Kingston-upon-Hull: Dublin, Super-Het: (1) Oslo."
"Trinadyne 2","Beckenham","UK","51.4","-0.0","WL too.","","","","Trinadyne 2 (Beckenham): WL too."
"Asto","","","","","Nuremberg, special late Referendum transmission.","Nuremberg","Germany","49.5","11.1","Asto: Nuremberg, special late Referendum transmission."
"No Name","Tea for Two","","","","possibly Barcelona (EAJ13).","Barcelona","Spain","41.4","2.2","No Name (\"Tea for Two\"): possibly Barcelona (EAJ13)."
"Morgan","Fishponds","UK","51.5","-2.5","San Sebastian.","San Sebastian","Spain","43.3","-1.9","Morgan (Fishponds): San Sebastian."
"Ex Ubique","","","","","Hilversum (English lesson by Mr. Fred Fry), H.M.S.: Bordeaux, relay of PTT, Paris; (2) Koenigsberg.","Hilversum","Netherlands","52.2","5.2","Ex Ubique: Hilversum (English lesson by Mr. Fred Fry), H.M.S.: Bordeaux, relay of PTT, Paris; (2) Koenigsberg."
"Ex Ubique","","","","","(2) Koenigsberg.","Kaliningrad","Russia","54.7","20.5","Ex Ubique: Hilversum (English lesson by Mr. Fred Fry), H.M.S.: Bordeaux, relay of PTT, Paris; (2) Koenigsberg."
"Britannic","Bradford","UK","53.8","-1.8","Sorö, relay of London; (5) Dublin.","Soro","Denmark","55.4","11.6","Britannic (Bradford): Sorö, relay of London; (5) Dublin."
"Jock","","","","","Hamburg, also relayed by Hanover, Hamburg.","Hamburg","Germany","53.5","10.0","Jock: Hamburg, also relayed by Hanover, Hamburg."
