"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"Minerva","","","","","Prague.","Prague","Czech Republic","50.1","14.4","Minerva: Prague."
"Boston Kid","Portsmouth","UK","50.8","-1.1","Berne.","Bern","Switzerland","46.9","7.4","Boston Kid (Portsmouth): Berne."
"Secker","","","","","Dortmund (283 m.).","Dortmund","Germany","51.5","7.5","Secker: Dortmund (283 m.)."
"R. G.","Ellesmere Port","UK","53.3","-2.9","San Sebastian.","San Sebastian","Spain","43.3","-1.9","R. G. (Ellesmere Port): San Sebastian."
"J.","Radford","UK","","","(1) Vienna.","Vienna","Austria","48.2","16.4","J. (Radford): (1) Vienna, (2) Stuttgart, (3) Madrid (EAJ7)."
"J.","Radford","UK","","","(2) Stuttgart.","Stuttgart","Germany","48.8","9.2","J. (Radford): (1) Vienna, (2) Stuttgart, (3) Madrid (EAJ7)."
"J.","Radford","UK","","","(3) Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","J. (Radford): (1) Vienna, (2) Stuttgart, (3) Madrid (EAJ7)."
"Ether","Gillingham","UK","51.4","0.6","(1) cannot trace on that WL.","","","","","Ether (Gillingham): (1) cannot trace on that WL., (2) Sorö, relaying Copenhagen."
"Ether","Gillingham","UK","51.4","0.6","(2) Sorö, relaying Copenhagen.","Copenhagen","Denmark","55.7","12.6","Ether (Gillingham): (1) cannot trace on that WL., (2) Sorö, relaying Copenhagen."
"Electron","Eastbourne","UK","50.8","0.3","yes, Leningrad.","Saint Petersburg","Russia","59.9","30.3","Electron (Eastbourne): yes, Leningrad."
"3CF/13SP","Wandsworth","UK","51.5","-0.2","Hamburg.","Hamburg","Germany","53.5","10.0","3CF/13SP (Wandsworth): Hamburg."
"Humility","N.W. 6","UK","","","WL. much too vague, cannot trace.","","","","","Humility (N.W. 6): WL. much too vague, cannot trace."
"T. M.","Waterford","Ireland","52.3","-7.1","possibly Naples testing.","Naples","Italy","40.8","14.3","T. M. (Waterford): possibly Naples testing."
"N. M. W. S.","N. London","UK","","","Budapest.","Budapest","Hungary","47.5","19.0","N. M. W. S. (N. London): Budapest."
"Devonian","","","","","Bilbao (EAJ11) relaying foreign stations.","Bilbao","Spain","43.3","-2.9","Devonian: Bilbao (EAJ11) relaying foreign stations."
"L. C. E.","Molesey","UK","","","(1) amateur, cannot trace.","","","","","L. C. E. (Molesey): (1) amateur, cannot trace, (2) 5XN, amateur—(Eltham)."
"L. C. E.","Molesey","UK","","","(2) 5XN, amateur—(Eltham).","","","","","L. C. E. (Molesey): (1) amateur, cannot trace, (2) 5XN, amateur—(Eltham)."
"R. H. J.","Bickley","UK","","","Prague.","Prague","Czech Republic","50.1","14.4","R. H. J. (Bickley): Prague."
"J. H. F.","Crayford","UK","","","possibly Cadiz (experimental concert).","Cadiz","Spain","36.5","-6.3","J. H. F. (Crayford): possibly Cadiz (experimental concert)."
"DXX","Elveden","UK","","","Berne.","Bern","Switzerland","46.9","7.4","DXX (Elveden): Berne."
"Wireless Willy","","","","","cannot trace, WL. too vague.","","","","","Wireless Willy: cannot trace, WL. too vague."
"Reveal","Chiswick","UK","51.5","-0.3","Moscow (RDW).","Moscow","Russia","55.8","37.6","Reveal (Chiswick): Moscow (RDW)."
"Holly","Cheshire","UK","53.2","-2.5","item not advertised, possibly Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","Holly (Cheshire): item not advertised, possibly Madrid (EAJ7)."
"S. O. B.","Lincoln","UK","53.2","-0.5","Buda-Pesth.","Budapest","Hungary","47.5","19.0","S. O. B. (Lincoln): Buda-Pesth."
"Amico","","","","","(1) Stuttgart.","Stuttgart","Germany","48.8","9.2","Amico: (1) Stuttgart, (2) Leipzig, Torbay too vague, cannot trace."
"Amico","","","","","(2) Leipzig.","Leipzig","Germany","51.3","12.4","Amico: (1) Stuttgart, (2) Leipzig, Torbay too vague, cannot trace."
"Bm/Baav","","","","","Frankfort-on-Main, relaying Berlin.","Frankfurt","Germany","50.1","8.7","Bm/Baav: Frankfort-on-Main, relaying Berlin."
"A. W. Eeanvle","Bristol","UK","51.5","-2.6","Malmö (270 m.) relaying Stockholm.","Malmö","Sweden","55.6","13.0","A. W. Eeanvle (Bristol): Malmö (270 m.) relaying Stockholm."
"Votum","Brighton","UK","50.8","-0.1","Breslau, relaying Berlin.","Wrocław","Poland","51.1","17.0","Votum (Brighton): Breslau, relaying Berlin."
"Searcher","Manchester","UK","53.5","-2.2","Hamburg, relaying Hanover.","Hamburg","Germany","53.5","10.0","Searcher (Manchester): Hamburg, relaying Hanover."
"Condenser","Derry","UK","55.0","-7.3","yes, Stuttgart (446 m.).","Stuttgart","Germany","48.8","9.2","Condenser (Derry): yes, Stuttgart (446 m.)."
"Reflex Two","","","","","Newcastle.","Newcastle","UK","54.9","-1.6","Reflex Two: Newcastle."
"Tona-Three","Blackpool","UK","53.8","-3.0","Rome.","Rome","Italy","41.9","12.5","Tona-Three (Blackpool): Rome."
"Devo","","","","","possibly Moscow (RDW).","Moscow","Russia","55.8","37.6","Devo: possibly Moscow (RDW)."
"Britannic","Bradford","UK","53.8","-1.8","(19) Prague and Brünn.","Prague","Czech Republic","50.1","14.4","Britannic (Bradford): (19) Prague and Brünn, (20) possibly Madrid (EAJ6)."
"Britannic","Bradford","UK","53.8","-1.8","(20) possibly Madrid (EAJ6).","Madrid","Spain","40.4","-3.7","Britannic (Bradford): (19) Prague and Brünn, (20) possibly Madrid (EAJ6)."
"Williams","Mile End","UK","","","(1) Hamburg.","Hamburg","Germany","53.5","10.0","Williams (Mile End): (1) Hamburg, (2) Berlin."
"Williams","Mile End","UK","","","(2) Berlin.","Berlin","Germany","52.5","13.4","Williams (Mile End): (1) Hamburg, (2) Berlin."
"O-V-1","N. 12","UK","","","either Muenster or Stuttgart; both gave variety programmes.","Münster","Germany","51.9","7.6","O-V-1 (N. 12): either Muenster or Stuttgart; both gave variety programmes."
"Griff Tredegar","S.W.","UK","","","yes, Rome.","Rome","Italy","41.9","12.5","Griff Tredegar (S.W.): yes, Rome."
"X, Y. Z.","St. Leonards","UK","50.9","0.6","not on 850 m.; Koenigswusterhausen on 1,300 m. at that time.","Königswusterhausen","Germany","52.3","13.6","X, Y. Z. (St. Leonards): not on 850 m.; Koenigswusterhausen on 1,300 m. at that time."
"13 D.D.","","","","","if p.m. Hamburg relaying Hanover.","Hamburg","Germany","53.5","10.0","13 D.D.: if p.m. Hamburg relaying Hanover."
"Esprit de Corps","Pontefract","UK","53.7","-1.3","cannot trace morse stations.","","","","","Esprit de Corps (Pontefract): cannot trace morse stations."
"Amplion","W. 10","UK","","","if not Eiffel Tower, cannot trace.","","","","","Amplion (W. 10): if not Eiffel Tower, cannot trace."
"Embrayage","","","","","item not in programmes, but believe PTT, Paris.","Paris","France","48.9","2.4","Embrayage: item not in programmes, but believe PTT, Paris."
"Lichfieldian","Staffs","UK","","","yes, Barcelona (EAJ13).","Barcelona","Spain","41.4","2.2","Lichfieldian (Staffs): yes, Barcelona (EAJ13)."
"Twin","Forest Gate","UK","","","(4) Hamburg, relaying Hanover.","Hamburg","Germany","53.5","10.0","Twin (Forest Gate): (4) Hamburg, relaying Hanover, (6) Hamburg, relaying Hanover."
"Twin","Forest Gate","UK","","","(6) Hamburg, relaying Hanover.","Hamburg","Germany","53.5","10.0","Twin (Forest Gate): (4) Hamburg, relaying Hanover, (6) Hamburg, relaying Hanover."
"Anxious","","","","","too vague, cannot trace.","","","","","Anxious: too vague, cannot trace."
"Gorton","","","","","(1) Sorö, relay of Copenhagen.","Copenhagen","Denmark","55.7","12.6","Gorton: (1) Sorö, relay of Copenhagen, (2) possibly Klagenfurt testing (relaying Vienna), (3) must be Gothenberg, (4) Barcelona (EAJ1) 332 m."
"Gorton","","","","","(2) possibly Klagenfurt testing (relaying Vienna).","Klagenfurt","Austria","46.6","14.3","Gorton: (1) Sorö, relay of Copenhagen, (2) possibly Klagenfurt testing (relaying Vienna), (3) must be Gothenberg, (4) Barcelona (EAJ1) 332 m."
"Gorton","","","","","(3) must be Gothenberg.","Gothenburg","Sweden","57.7","11.9","Gorton: (1) Sorö, relay of Copenhagen, (2) possibly Klagenfurt testing (relaying Vienna), (3) must be Gothenberg, (4) Barcelona (EAJ1) 332 m."
"Gorton","","","","","(4) Barcelona (EAJ1) 332 m.","Barcelona","Spain","41.4","2.2","Gorton: (1) Sorö, relay of Copenhagen, (2) possibly Klagenfurt testing (relaying Vienna), (3) must be Gothenberg, (4) Barcelona (EAJ1) 332 m."
"WHV","","","","","(36) yes, Stettin, relaying Berlin.","Szczecin","Poland","53.4","14.6","WHV: (36) yes, Stettin, relaying Berlin, (37) no, Barcelona (EAJ13) ?Name( Cheltenham)."
"WHV","","","","","(37) no, Barcelona (EAJ13).","Barcelona","Spain","41.4","2.2","WHV: (36) yes, Stettin, relaying Berlin, (37) no, Barcelona (EAJ13) ?Name( Cheltenham)."
"R. E. G.","Balham","UK","","","Sale (3).","Sale","UK","53.4","-2.3","R. E. G. (Balham): Sale (3)."
"Torbay","","","","","too vague, cannot trace.","","","","","Torbay: too vague, cannot trace."
"?Name","Cheltenham","UK","51.9","-2.1","R. E. G. (Bahama); Sale (3): Karlsborg, relay of Stockholm (altered programme).","Karlsborg","Sweden","58.5","14.5","?Name (Cheltenham): R. E. G. (Bahama); Sale (3): Karlsborg, relay of Stockholm (altered programme)."
"Slow Motion","N.W.2","UK","","","L. G. K. (E.6); Gorton (5): a relay of Stockholm (altered programme).","Stockholm","Sweden","59.3","18.1","Slow Motion (N.W.2): L. G. K. (E.6); Gorton (5): a relay of Stockholm (altered programme)."
"Icelandic","","","","","Reykjavik (Iceland); Brussels.","Reykjavik","Iceland","64.1","-21.9","Icelandic: Reykjavik (Iceland); Brussels."
"Icelandic","","","","","Brussels.","Brussels","Belgium","50.8","4.3","Icelandic: Reykjavik (Iceland); Brussels."
"P.O./0685","","","","","there is no transmitter at Greenwich Observatory.","","","","","P.O./0685: there is no transmitter at Greenwich Observatory."
"Harkatem","Oxford","UK","51.8","-1.3","(1) San Sebastian.","San Sebastian","Spain","43.3","-1.9","Harkatem (Oxford): (1) San Sebastian, (2) Prague, or Brunn."
"Harkatem","Oxford","UK","51.8","-1.3","(2) Prague, or Brunn.","Prague","Czech Republic","50.1","14.4","Harkatem (Oxford): (1) San Sebastian, (2) Prague, or Brunn."
"B.D.T.","Edinburgh","UK","55.9","-3.2","Cannot trace any French station on that WL.","","","","","B.D.T. (Edinburgh): Cannot trace any French station on that WL."
"Secrecy","","","","","A relay of Stockholm, apparently Karlstadt on new WL.","Karlstad","Sweden","59.4","13.5","Secrecy: A relay of Stockholm, apparently Karlstadt on new WL."
"Pepper","Leicester","UK","52.6","-1.1","Zurich.","Zurich","Switzerland","47.4","8.5","Pepper (Leicester): Zurich."
"Vodka","","","","","Too vague, cannot trace.","","","","","Vodka: Too vague, cannot trace."
"Salcombe","","","","","Surely Daventry.","Daventry","UK","52.3","-1.2","Salcombe: Surely Daventry."
"Brenda","","","","","PTT, Lyons.","Lyon","France","45.8","4.8","Brenda: PTT, Lyons."
"E. Wiggall","Cheltenham","UK","51.9","-2.1","Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","E. Wiggall (Cheltenham): Madrid (EAJ7)."
"E.D.E.S.","","","","","Cockle (Bournemouth); Miller: Cranleigh: A relay of Stockholm (Altered programme).","Stockholm","Sweden","59.3","18.1","E.D.E.S.; E.T. (Longton): Cockle (Bournemouth); Miller: Cranleigh: A relay of Stockholm (Altered programme)."
"E.T.","Longton","UK","","","Cockle (Bournemouth); Miller: Cranleigh: A relay of Stockholm (Altered programme).","Stockholm","Sweden","59.3","18.1","E.D.E.S.; E.T. (Longton): Cockle (Bournemouth); Miller: Cranleigh: A relay of Stockholm (Altered programme)."
"Poorie","","","","","Sorö, relaying Copenhagen.","Copenhagen","Denmark","55.7","12.6","Poorie: Sorö, relaying Copenhagen."
"Bonzo","","","","","Cardiff (The Silent Fellowship).","Cardiff","UK","51.5","-3.2","Bonzo: Cardiff (The Silent Fellowship)."
"T.O.P.","Milford Haven","UK","51.7","-5.0","Karlsborg, relaying Stockholm.","Karlsborg","Sweden","58.5","14.5","T.O.P. (Milford Haven): Karlsborg, relaying Stockholm."
"Rosedale","Lancashire","UK","53.8","-2.6","Hanover (Café Continental).","Hanover","Germany","52.4","9.7","Rosedale (Lancashire): Hanover (Café Continental)."
"Blaue Valley","","","","","(1) Buda-Pesth.","Budapest","Hungary","47.5","19.0","Blaue Valley: (1) Buda-Pesth, (2) Oslo."
"Blaue Valley","","","","","(2) Oslo.","Oslo","Norway","59.9","10.8","Blaue Valley: (1) Buda-Pesth, (2) Oslo."
