"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"Oldenrey","Cambridge","UK","52.2","0.1","Yes, Stuttgart (gramophone record) see first paragraph in ""Via Ether.""","Stuttgart","Germany","48.8","9.2","Oldenrey (Cambridge): Yes, Stuttgart (gramophone record) see first paragraph in ""Via Ether.""  "
"Bonzo","Streatham","UK","51.4","-0.1","Dublin (A Sunshine Shower), see programme in World-Radio.","Dublin","Ireland","53.3","-6.3","Bonzo (Streatham): Dublin (A Sunshine Shower), see programme in World-Radio.  "
"Old Blue","Northumberland","UK","55.2","-2.0","Lahti (Finland) testing on 1,525 m.","Lahti","Finland","60.9","25.7","Old Blue (Northumberland): Lahti (Finland) testing on 1,525 m.  "
"Ajax","York","UK","53.8","-1.1","Kalundborg frequently relays London and Daventry, but this fact is not always advertised in programmes.","Kalundborg","Denmark","55.7","11.1","Ajax (York): Kalundborg frequently relays London and Daventry, but this fact is not always advertised in programmes.  "
"Solidyne","Lasswade","UK","55.9","-3.1","Yes, this was Motala, relaying Fidelio (Beethoven) from the Royal Opera House at Stockholm.","Motala","Sweden","58.5","15.0","Solidyne (Lasswade): Yes, this was Motala, relaying Fidelio (Beethoven) from the Royal Opera House at Stockholm.  "
"Milkman","Leytonstone","UK","51.6","0.0","2PX advertised as amateur transmitter, East Ham.","East Ham","UK","51.5","0.1","Milkman (Leytonstone): 2PX advertised as amateur transmitter, East Ham.  "
"R. Lawrie","Aberdeen","UK","57.1","-2.1","5NW, amateur at Dundee.","Dundee","UK","56.5","-2.9","R. Lawrie (Aberdeen): 5NW, amateur at Dundee.  "
"Anti-Phonic","Blackpool","UK","53.8","-3.0","Leipzig, giving dance music until midnight (11 p.m. G.M.T.).","Leipzig","Germany","51.3","12.4","Anti-Phonic (Blackpool): Leipzig, giving dance music until midnight (11 p.m. G.M.T.).  "
"Searcher","Cambridge","UK","52.2","0.1","Kalundborg, relaying Copenhagen.","Kalundborg","Denmark","55.7","11.1","Searcher (Cambridge): Kalundborg, relaying Copenhagen.  "
"O. Campbell McCallum","","","","","English lesson: ""The Art of Conversation.""","","","","","O. Campbell McCallum, English lesson: ""The Art of Conversation.""  "
"Wash","Inverness","UK","57.5","-4.2","Possibly WEAF (New York) on 491.5 m.","New York","USA","40.7","-74.0","Wash (Inverness): Possibly WEAF (New York) on 491.5 m.  "
"Rio Tinto","Reading","UK","51.5","-0.9","Katowttz (Poland), 9 p.m. time signal and news bulletin.","Katowice","Poland","50.3","19.0","Rio Tinto (Reading): Katowttz (Poland), 9 p.m. time signal and news bulletin.  "
"W. J. Salter","Maida Hill","UK","51.5","-0.2","Yes, Moscow Comintern (RDW).","Moscow","Russia","55.8","37.6","W. J. Salter (Maida Hill): Yes, Moscow Comintern (RDW).  "
"A. C. W.","London","UK","51.5","-0.1","5RB advertised as amateur at Camberley.","Camberley","UK","51.3","-0.7","A. C. W. (E.C.4): 5RB advertised as amateur at Camberley.  "
"Variator Two","Gordon","UK","57.5","-2.6","(1) WPG (Atlantic City) on 272.6 m.","Atlantic City","USA","39.4","-74.4","Variator Two (Gordon): (1) WPG (Atlantic City) on 272.6 m. (2) WEAF (New York) 491.5 m.  "
"Variator Two","Gordon","UK","57.5","-2.6","(2) WEAF (New York) 491.5 m.","New York","USA","40.7","-74.0","Variator Two (Gordon): (1) WPG (Atlantic City) on 272.6 m. (2) WEAF (New York) 491.5 m.  "
"L. Tanner","Scarborough","UK","54.3","-0.4","(1) Göteborg relaying in Fidelio (Beethoven) from Royal Opera House at Stockholm.","Gothenburg","Sweden","57.7","11.9","L. Tanner (Scarborough): (1) Göteborg relaying in Fidelio (Beethoven) from Royal Opera House at Stockholm, (2) Possibly Notodden, relaying Oslo.  "
"L. Tanner","Scarborough","UK","54.3","-0.4","(2) Possibly Notodden, relaying Oslo.","Notodden","Norway","59.6","9.3","L. Tanner (Scarborough): (1) Göteborg relaying in Fidelio (Beethoven) from Royal Opera House at Stockholm, (2) Possibly Notodden, relaying Oslo.  "
"Dorinda","Richmond","UK","51.5","-0.3","Lahti (Finland) testing on 1,525 m.","Lahti","Finland","60.9","25.7","Dorinda (Richmond, Surrey): Lahti (Finland) testing on 1,525 m.  "
"BM/OVKR","Sutton","UK","51.4","-0.2","This was Bordeaux, Radio-Sud-Ouest, apparently testing on lower WL.","Bordeaux","France","44.8","-0.6","BM/OVKR (Sutton): This was Bordeaux, Radio-Sud-Ouest, apparently testing on lower WL.  "
"Reigate","Reigate","UK","51.2","-0.2","Apparently Motala relaying Stockholm, but cannot trace dance music in any programme on or about that WL at that time.","Motala","Sweden","58.5","15.0","Reigate (Surrey): Apparently Motala relaying Stockholm, but cannot trace dance music in any programme on or about that WL at that time.  "
"E. G. Block","Rustington","UK","50.8","-0.5","Kalundborg, relaying Copenhagen. Chimes are from the Town Hall at midnight (11 p.m. G.M.T.).","Kalundborg","Denmark","55.7","11.1","E. G. Block (Rustington): Kalundborg, relaying Copenhagen. Chimes are from the Town Hall at midnight (11 p.m. G.M.T.).  "
"Amplifier","Islington","UK","51.5","-0.1","2PX advertised as amateur, East Ham.","East Ham","UK","51.5","0.1","Amplifier (Islington): 2PX advertised as amateur, East Ham.  "
"Wireless Fan","Manchester","UK","53.5","-2.2","An amateur transmission, but cannot trace as you give no call sign.","","","","","Wireless Fan (Manchester): An amateur transmission, but cannot trace as you give no call sign.  "
"T. B.","Gorleston","UK","52.6","1.7","Yes, 2XG (RockyPoint, Long Island, New York), on 16.02 m.","Rocky Point","USA","40.9","-72.9","T. B. (Gorleston): Yes, 2XG (RockyPoint, Long Island, New York), on 16.02 m.  "
"London Calling","Norfolk","UK","52.6","1.0","It is very difficult to estimate WL. from your condenser readings; possibly Naples (interval signal: Metronome) which was giving a concert of light music at that time.","Naples","Italy","40.8","14.3","London Calling (Norfolk): It is very difficult to estimate WL. from your condenser readings; possibly Naples (interval signal: Metronome) which was giving a concert of light music at that time.  "
