"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"Burgher","","","","","Radio Paris.","Paris","France","48.9","2.4","Burgher: Radio Paris."
"S.W. 1","Liverpool","UK","53.4","-3.0","Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","S.W. 1 (Liverpool): Madrid (EAJ7)."
"Earth-Switch","Dublin","Ireland","53.3","-6.3","Hamburg.","Hamburg","Germany","53.5","10.0","Earth-Switch (Dublin): Hamburg."
"Monie","","","","","Madrid (EAJ6).","Madrid","Spain","40.4","-3.7","Monie: Madrid (EAJ6)."
"A.W.A.W.","","","","","Barcelona (EAJ1).","Barcelona","Spain","41.4","2.2","A.W.A.W.: Barcelona (EAJ1)."
"Wildflower","","","","","Copenhagen.","Copenhagen","Denmark","55.7","12.6","Wildflower: Copenhagen."
"Casey Shelley","","","","","Probably Oslo.","Oslo","Norway","59.9","10.8","Casey Shelley: Probably Oslo."
"Twin","Forest Gate","UK","","","(a) Hilversum.","Hilversum","Netherlands","52.2","5.2","Twin (Forest Gate): (a) Hilversum; (b) Leipzig."
"Twin","Forest Gate","UK","","","(b) Leipzig.","Leipzig","Germany","51.3","12.4","Twin (Forest Gate): (a) Hilversum; (b) Leipzig."
"A.G.","Hanwell","UK","","","Sorö, relay of Copenhagen.","Sorö","Denmark","55.4","11.6","A.G. (Hanwell): Sorö, relay of Copenhagen."
"T.C. Pipe","Bournemouth","UK","50.7","-1.9","(1) San Sebastian.","San Sebastian","Spain","43.3","-1.9","T.C. Pipe (Bournemouth): (1) San Sebastian; (2) Munich."
"T.C. Pipe","Bournemouth","UK","50.7","-1.9","(2) Munich.","Munich","Germany","48.1","11.6","T.C. Pipe (Bournemouth): (1) San Sebastian; (2) Munich."
"Cookie","Brixton","UK","","","Eiffel Tower.","Paris","France","48.9","2.4","Cookie (Brixton): Eiffel Tower."
"Continental Relay","Carlisle","UK","54.9","-2.9","(1) Sorö, relay of Copenhagen (Tea Concert).","Sorö","Denmark","55.4","11.6","Continental Relay (Carlisle): (1) Sorö, relay of Copenhagen (Tea Concert); (2) Yes, special transmission for Paris Fair."
"Continental Relay","Carlisle","UK","54.9","-2.9","(2) Yes, special transmission for Paris Fair.","Paris","France","48.9","2.4","Continental Relay (Carlisle): (1) Sorö, relay of Copenhagen (Tea Concert); (2) Yes, special transmission for Paris Fair."
"Neutrophase IV","Barnet","UK","51.6","-0.2","Surely Hilversum.","Hilversum","Netherlands","52.2","5.2","Neutrophase IV (Barnet): Surely Hilversum."
"H.W.B.","Hampstead","UK","","","(1) Hamburg.","Hamburg","Germany","53.5","10.0","H.W.B. (Hampstead): (1) Hamburg; (2) Berlin; (3) Cadiz."
"H.W.B.","Hampstead","UK","","","(2) Berlin.","Berlin","Germany","52.5","13.4","H.W.B. (Hampstead): (1) Hamburg; (2) Berlin; (3) Cadiz."
"H.W.B.","Hampstead","UK","","","(3) Cadiz.","Cadiz","Spain","36.5","-6.3","H.W.B. (Hampstead): (1) Hamburg; (2) Berlin; (3) Cadiz."
"W.C.S.","","","","","Possibly San Sebastian if on loud speaker.","San Sebastian","Spain","43.3","-1.9","W.C.S.: Possibly San Sebastian if on loud speaker."
"Radio Micro","","","","","Too vague, either one of the Munester or Hamburg relays.","Hamburg","Germany","53.5","10.0","Radio Micro: Too vague, either one of the Munester or Hamburg relays."
"A.H.C.","Croydon","UK","51.4","-0.1","Radio Paris.","Paris","France","48.9","2.4","A.H.C. (Croydon): Radio Paris."
"Wild Wave","","","","","No coupon submitted, but believe Berne, relay of Lausanne Opera House.","Berne","Switzerland","46.9","7.4","Wild Wave: No coupon submitted, but believe Berne, relay of Lausanne Opera House."
"4 Valve","V Blaby","UK","","","Not in programmes, probably Radio Paris, for Paris Fair.","Paris","France","48.9","2.4","4 Valve (V Blaby): Not in programmes, probably Radio Paris, for Paris Fair."
"Billie","","","","","Cannot understand W. J., Daventry relay of Cardiff.","Cardiff","UK","51.5","-3.2","Billie: Cannot understand W. J., Daventry relay of Cardiff."
"P.V. Perrott","","","","","No coupon, Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","P.V. Perrott: No coupon, Madrid (EAJ7)."
"L.F.","Pontypridd","UK","51.6","-3.3","Radio Paris.","Paris","France","48.9","2.4","L.F. (Pontypridd): Radio Paris."
"B.T.H. 2","Quinton","UK","","","Koenigsusterhausen.","Koenigs Wusterhausen","Germany","52.3","13.6","B.T.H. 2 (Quinton): Koenigsusterhausen."
"Draftnotes","","","","","Cannot trace, probably amateur transmission.","","","","","Draftnotes: Cannot trace, probably amateur transmission."
