"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"Radio 3 Valvesta","","","","","New station at Prague.","Prague","Czech Republic","50.1","14.4","Radio 3 Valvesta: New station at Prague."
"Emma-Acesses","","","","","Yes, PTT (Paris).","Paris","France","48.9","2.4","Emma-Acesses: Yes, PTT (Paris)."
"Pape","","","","","Closing signal, Vienna.","Vienna","Austria","48.2","16.4","Pape: Closing signal, Vienna."
"Invin","","","","","Hamburg.","Hamburg","Germany","53.5","10.0","Invin: Hamburg."
"XYZ","","","","","Hilversum.","Hilversum","Netherlands","52.2","5.1","XYZ: Hilversum."
"E.T.C.","","","","","CNRT (Toronto), or CNRM (Montreal).","Toronto","Canada","43.7","-79.4","E.T.C.: CNRT (Toronto), or CNRM (Montreal)."
"E.T.C.","","","","","CNRT (Toronto), or CNRM (Montreal).","Montreal","Canada","45.5","-73.6","E.T.C.: CNRT (Toronto), or CNRM (Montreal)."
"H.H.P.","Portsmouth","UK","50.8","-1.1","Cannot say, these relays are seldom advertised.","","","","","H.H.P. (Portsmouth): Cannot say, these relays are seldom advertised."
"Silly Billy","","","","","Berne.","Bern","Switzerland","46.9","7.4","Silly Billy: Berne."
"Felix","Cardiff","UK","51.5","-3.2","Probably Bilbao (EAJ9).","Bilbao","Spain","43.3","-2.9","Felix (Cardiff): Probably Bilbao (EAJ9)."
"Duam","","","","","San Sebastian.","San Sebastian","Spain","43.3","-1.9","Duam: San Sebastian."
"Anode","Bradford","UK","53.8","-1.8","Malmö, or Gothenberg.","Malmö","Sweden","55.6","13.0","Anode (Bradford): Malmö, or Gothenberg."
"Anode","Bradford","UK","53.8","-1.8","Malmö, or Gothenberg.","Gothenberg","Sweden","57.7","11.9","Anode (Bradford): Malmö, or Gothenberg."
"N. D. P. Rennat","Pompey","UK","","","Hamburg.","Hamburg","Germany","53.5","10.0","N. D. P. Rennat (Pompey): Hamburg."
"Twin Valve","Bexhill-on-Sea","UK","50.8","0.5","Oslo.","Oslo","Norway","59.9","10.8","Twin Valve (Bexhill-on-Sea): Oslo."
"W.B.A.","","","","","Madrid (EAJ4).","Madrid","Spain","40.4","-3.7","W.B.A.: Madrid (EAJ4)."
"A.C.W.","","","","","Not advertised, but probably Frankfurt.","Frankfurt","Germany","50.1","8.7","A.C.W.: Not advertised, but probably Frankfurt."
"Knob-Twister","Dorchester","UK","50.7","-2.4","Prague.","Prague","Czech Republic","50.1","14.4","Knob-Twister (Dorchester): Prague."
"Boms","Hornsey","UK","","","Either Madrid or Hamburg not advertised.","Madrid","Spain","40.4","-3.7","Boms (Hornsey): Either Madrid or Hamburg not advertised."
"Boms","Hornsey","UK","","","Either Madrid or Hamburg not advertised.","Hamburg","Germany","53.5","10.0","Boms (Hornsey): Either Madrid or Hamburg not advertised."
"Redfar","","","","","Moscow (RDW).","Moscow","Russia","55.8","37.6","Redfar: Moscow (RDW)."
