"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"Mac","Porto","Portugal","41.1","-8.6","WGY (Schenectady) direct.","Schenectady","USA","42.8","-73.9","Mac (Porto): WGY (Schenectady) direct."
"Red Seal","Langwith","UK","","","KDKA (East Pittsburgh) and WGY (Schenectady); both received direct.","East Pittsburgh","USA","40.4","-79.8","Red Seal (Langwith): KDKA (East Pittsburgh) and WGY (Schenectady); both received direct."
"Red Seal","Langwith","UK","","","KDKA (East Pittsburgh) and WGY (Schenectady); both received direct.","Schenectady","USA","42.8","-73.9","Red Seal (Langwith): KDKA (East Pittsburgh) and WGY (Schenectady); both received direct."
"Llandaff City","Cardiff","UK","51.5","-3.2","Pat (Bristol); Searcher (Doncaster); Pontypridd (South Wales): PTT Lyons, own relay of late cabaret broadcast; not advertised in programmes.","Lyon","France","45.8","4.8","Llandaff City (Cardiff): Pat (Bristol); Searcher (Doncaster); Pontypridd (South Wales): PTT Lyons, own relay of late cabaret broadcast; not advertised in programmes."
"J.E.V. Inver","Pinner","UK","51.6","-0.4","Vienna (Rosenhuegel); see programme in World-Radio.","Vienna","Austria","48.2","16.4","J.E.V. Inver (Pinner): Vienna (Rosenhuegel); see programme in World-Radio."
"2 Valver","Birmingham","UK","52.5","-1.9","Glasgow (outside relay of Students’ Rag), not advertised in programme.","Glasgow","UK","55.9","-4.3","2 Valver (Birmingham): Glasgow (outside relay of Students’ Rag), not advertised in programme."
"Treffynnon","Holywell","UK","53.3","-3.2","(13): Yes, Kattowitz, relaying Warsaw;","Katowice","Poland","50.3","19.0","Treffynnon (Holywell) (13): Yes, Kattowitz, relaying Warsaw; (12) Madrid (EAJ7)."
"Treffynnon","Holywell","UK","53.3","-3.2","(12) Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","Treffynnon (Holywell) (13): Yes, Kattowitz, relaying Warsaw; (12) Madrid (EAJ7)."
"Harken","Derby","UK","52.9","-1.5","(1) WGY (Schenectady) direct;","Schenectady","USA","42.8","-73.9","Harken (Derby): (1) WGY (Schenectady) direct; (2) no, not Klagenfurt, not advertised in programmes; regret, cannot trace."
"Harken","Derby","UK","52.9","-1.5","(2) no, not Klagenfurt, not advertised in programmes; regret, cannot trace.","","","","","Harken (Derby): (1) WGY (Schenectady) direct; (2) no, not Klagenfurt, not advertised in programmes; regret, cannot trace."
"Cymro","Loughor","UK","51.7","-4.1","Details too vague; regret, cannot trace.","","","","","Cymro (Loughor): Details too vague; regret, cannot trace."
"R. Burleigh","London","UK","51.5","-0.1","Not in programmes, but possibly Wilno, relaying Warsaw.","Vilnius","Lithuania","54.7","25.3","R. Burleigh (E. 12): Not in programmes, but possibly Wilno, relaying Warsaw."
"Topsy","Brasschaet","Belgium","51.3","4.5","(127) Milan Vigentino 541 m. German lesson from 7 to 7.30 p.m. G.M.T.","Milan","Italy","45.5","9.2","Topsy (Brasschaet, nr. Antwerp) (127) Milan Vigentino 541 m. German lesson from 7 to 7.30 p.m. G.M.T. (128) yes, possibly Riga (Latvia), but cannot confirm."
"Topsy","Brasschaet","Belgium","51.3","4.5","(128) yes, possibly Riga (Latvia), but cannot confirm.","Riga","Latvia","56.9","24.1","Topsy (Brasschaet, nr. Antwerp) (127) Milan Vigentino 541 m. German lesson from 7 to 7.30 p.m. G.M.T. (128) yes, possibly Riga (Latvia), but cannot confirm."
"Nightbird","London","UK","51.5","-0.1","Glasgow (outside relay of Students’ Rag), not advertised in programme.","Glasgow","UK","55.9","-4.3","Nightbird (S.W. 6): Glasgow (outside relay of Students’ Rag), not advertised in programme."
"Ex Operator","London","UK","51.5","-0.1","WJOD (Miami Beach, Fla.) on 247 m.;","Miami Beach","USA","25.8","-80.1","Ex Operator (S. E. 24): WJOD (Miami Beach, Fla.) on 247 m.; WJH this station on January 8 between 12 and 12.30 a.m. G.M.T.; (2) not so far as we know."
"Ex Operator","London","UK","51.5","-0.1","WJH this station on January 8 between 12 and 12.30 a.m. G.M.T.;","Miami Beach","USA","25.8","-80.1","Ex Operator (S. E. 24): WJOD (Miami Beach, Fla.) on 247 m.; WJH this station on January 8 between 12 and 12.30 a.m. G.M.T.; (2) not so far as we know."
"Ex Operator","London","UK","51.5","-0.1","(2) not so far as we know.","","","","","Ex Operator (S. E. 24): WJOD (Miami Beach, Fla.) on 247 m.; WJH this station on January 8 between 12 and 12.30 a.m. G.M.T.; (2) not so far as we know."
"A.D.B.","Lostwithiel","UK","50.4","-4.7","(1) Moscow Comintern (RDW);","Moscow","Russia","55.8","37.6","A.D.B. (Lostwithiel) (1) Moscow Comintern (RDW); (2) possibly Angora, but cannot confirm."
"A.D.B.","Lostwithiel","UK","50.4","-4.7","(2) possibly Angora, but cannot confirm.","Ankara","Turkey","39.9","32.9","A.D.B. (Lostwithiel) (1) Moscow Comintern (RDW); (2) possibly Angora, but cannot confirm."
"Gala","Galashiels","UK","55.6","-2.8","Not advertised in programmes, but this was Glasgow (outside relay of Students’ Rag).","Glasgow","UK","55.9","-4.3","Gala (Galashiels): Not advertised in programmes, but this was Glasgow (outside relay of Students’ Rag)."
"Watson","West Benwell","UK","","","No, not Stuttgart, but WGY (Schenectady) direct.","Schenectady","USA","42.8","-73.9","Watson (West Benwell): No, not Stuttgart, but WGY (Schenectady) direct."
"Mack","Lancaster","UK","54.0","-2.8","(1) Leningrad","Saint Petersburg","Russia","59.9","30.3","Mack (Lancaster): (1) Leningrad (2) regret, but cannot trace more stations; (3) Moscow Comintern (RDW)."
"Mack","Lancaster","UK","54.0","-2.8","(2) regret, but cannot trace more stations;","","","","","Mack (Lancaster): (1) Leningrad (2) regret, but cannot trace more stations; (3) Moscow Comintern (RDW)."
"Mack","Lancaster","UK","54.0","-2.8","(3) Moscow Comintern (RDW).","Moscow","Russia","55.8","37.6","Mack (Lancaster): (1) Leningrad (2) regret, but cannot trace more stations; (3) Moscow Comintern (RDW)."
"2 Valve","Sutton Coldfield","UK","52.6","-1.9","Yes, WGY (Schenectady) received direct on three nights.","Schenectady","USA","42.8","-73.9","2 Valve (Sutton Coldfield): Yes, WGY (Schenectady) received direct on three nights."
"Univale","Preston","UK","53.8","-2.7","(1) Possibly San Sebastian relaying dance music from the Madrid Alcazar;","San Sebastian","Spain","43.3","-1.9","Univale (Preston): (1) Possibly San Sebastian relaying dance music from the Madrid Alcazar; (2) Stockholm was relaying foreign stations at that time; possibly received through one of the smaller Swedish transmitters; (3) Glasgow (outside relay of Students’ Rag) not advertised in programmes; (4) yes, no doubt a harmonic."
"Univale","Preston","UK","53.8","-2.7","(2) Stockholm was relaying foreign stations at that time; possibly received through one of the smaller Swedish transmitters;","Stockholm","Sweden","59.3","18.1","Univale (Preston): (1) Possibly San Sebastian relaying dance music from the Madrid Alcazar; (2) Stockholm was relaying foreign stations at that time; possibly received through one of the smaller Swedish transmitters; (3) Glasgow (outside relay of Students’ Rag) not advertised in programmes; (4) yes, no doubt a harmonic."
"Univale","Preston","UK","53.8","-2.7","(3) Glasgow (outside relay of Students’ Rag) not advertised in programmes;","Glasgow","UK","55.9","-4.3","Univale (Preston): (1) Possibly San Sebastian relaying dance music from the Madrid Alcazar; (2) Stockholm was relaying foreign stations at that time; possibly received through one of the smaller Swedish transmitters; (3) Glasgow (outside relay of Students’ Rag) not advertised in programmes; (4) yes, no doubt a harmonic."
"Univale","Preston","UK","53.8","-2.7","(4) yes, no doubt a harmonic.","","","","","Univale (Preston): (1) Possibly San Sebastian relaying dance music from the Madrid Alcazar; (2) Stockholm was relaying foreign stations at that time; possibly received through one of the smaller Swedish transmitters; (3) Glasgow (outside relay of Students’ Rag) not advertised in programmes; (4) yes, no doubt a harmonic."
"Wireless Willie","Brigg","UK","53.6","-0.5","Not advertised in programmes, but this was Glasgow (outside relay of Students’ Rag), possibly received through Edinburgh.","Glasgow","UK","55.9","-4.3","Wireless Willie (Brigg): Not advertised in programmes, but this was Glasgow (outside relay of Students’ Rag), possibly received through Edinburgh."
"Packman","Forest Gate","UK","51.5","0.0","Not advertised in programmes, but Glasgow (outside relay of Students’ Rag).","Glasgow","UK","55.9","-4.3","Packman (Forest Gate): Not advertised in programmes, but Glasgow (outside relay of Students’ Rag)."
"Star","London","UK","51.5","-0.1","Motala, relaying Stockholm concert of piano and tenor solos, followed by news at 8.15 p.m. G.M.T.","Motala","Sweden","58.5","15.0","Star (S.W. 3): Motala, relaying Stockholm concert of piano and tenor solos, followed by news at 8.15 p.m. G.M.T."
"Uncertain","Chingford","UK","51.6","0.0","WGY (Schenectady) direct.","Schenectady","USA","42.8","-73.9","Uncertain (Chingford): WGY (Schenectady) direct."
"No Name","Hastings","UK","50.9","0.6","There was no relay on that night; WGY (Schenectady) received direct.","Schenectady","USA","42.8","-73.9","No Name (Queen's Road, Hastings): There was no relay on that night; WGY (Schenectady) received direct."
"O/N","London","UK","51.5","-0.1","This was Eiffel Tower relaying PTT Paris (a relay from the Stadium of Colombes of the Rugby Match, Waratahs v. France).","Paris","France","48.9","2.4","O/N (N. 12): This was Eiffel Tower relaying PTT Paris (a relay from the Stadium of Colombes of the Rugby Match, Waratahs v. France)."
"C. W.","Woodseaves","UK","","","Possibly WIOD (Miami, Beach, Fla.) on 247.6 m.","Miami Beach","USA","25.8","-80.1","C. W. (Woodseaves): Possibly WIOD (Miami, Beach, Fla.) on 247.6 m."
"3 Valver","Banbury","UK","52.1","-1.3","Regret, cannot trace any European stations on or about that W.L. giving dance music at that hour; we suggest that these were amateur transmitters.","","","","","3 Valver (Banbury): Regret, cannot trace any European stations on or about that W.L. giving dance music at that hour; we suggest that these were amateur transmitters."
"Eric","Kendal","UK","54.3","-2.7","WIOD (Miami Beach, Fla.) on 247.8 m.","Miami Beach","USA","25.8","-80.1","Eric (Kendal): WIOD (Miami Beach, Fla.) on 247.8 m."
"Waterford","Oxton","UK","","","WGY (Schenectady).","Schenectady","USA","42.8","-73.9","Waterford (Oxton): WGY (Schenectady)."
"Etna","Woking","UK","51.3","-0.6","Yes, Posen [English lesson); on January 18 this station advertised a French lesson at that time, not Esperanto.","Poznań","Poland","52.4","16.9","Etna (Woking): Yes, Posen [English lesson); on January 18 this station advertised a French lesson at that time, not Esperanto."
"Dubius","Prestatyn","UK","53.3","-3.4","Your details are very vague, apparently U.S.A. station; possibly WGY (Schenectady).","Schenectady","USA","42.8","-73.9","Dubius (Prestatyn): Your details are very vague, apparently U.S.A. station; possibly WGY (Schenectady)."
"Happy","East Suffolk","UK","","","They operate on 250 metres.","","","","","Happy (East Suffolk): They operate on 250 metres."
"Orphean","Chew Magna","UK","51.3","-2.6","No, certainly not Melbourne; possibly a local amateur transmission.","Melbourne","Australia","-37.8","144.9","Orphean (Chew Magna): No, certainly not Melbourne; possibly a local amateur transmission."
"B.M./B.G.G.R.","","", "","","Yes, your details would tally with the Zagreb programme.","Zagreb","Croatia","45.8","15.9","B.M./B.G.G.R.: Yes, your details would tally with the Zagreb programme."
"W.X.","Coleford","UK","51.8","-2.6","Cannot trace any details of W.L.; it was W.I. choir which was giving a sacred service in Welsh, relayed from the Bethlehem Welsh Congregational Church.","","","","","W.X. (Coleford): Cannot trace any details of W.L.; it was W.I. choir which was giving a sacred service in Welsh, relayed from the Bethlehem Welsh Congregational Church."
"W. R. P.","Guildford","UK","51.2","-0.6","Huizen (Holland).","Huizen","Netherlands","52.3","5.2","W. R. P. (Guildford): Huizen (Holland)."
"Questioner","Brentford","UK","51.5","-0.3","(1) WGY (Schenectady) direct;","Schenectady","USA","42.8","-73.9","Questioner (Brentford): (1) WGY (Schenectady) direct; (2) 5XM, amateur, cannot trace, but possibly 5XN amateur, Eltham."
"Questioner","Brentford","UK","51.5","-0.3","(2) 5XM, amateur, cannot trace, but possibly 5XN amateur, Eltham.","","","","","Questioner (Brentford): (1) WGY (Schenectady) direct; (2) 5XM, amateur, cannot trace, but possibly 5XN amateur, Eltham."
"R. A. J. B.","Cosham","UK","50.8","-1.1","(1) WGY (Schenectady);","Schenectady","USA","42.8","-73.9","R. A. J. B. (Cosham): (1) WGY (Schenectady); (2) WPG (Atlantic City); (3) Kiel relaying dance music from Hamburg; (4) possibly the operetta Les Cloches de Corneville (Planquette); (5) KDKA (East Pittsburgh), possibly relaying WJZ (pronounced W J Zee), Boundbrook; (6) if W.L. approximately correct, possibly CKOW (Bowmanville); (7) if Spanish, possibly Barcelona (EAJ1); (8) KDKA (East Pittsburgh) on 26.5 m.; (9) yes, 2XAF, short wave transmitter of WGY (Schenectady) on 32.77 m.; (10) WEAF (New York); (11) WGN (Chicago); (12) can trace no European station giving physical exercises at that time; (13) if call sign correct, yes, WAMD (Minneapolis); (14) WJAY (Cleveland) on 227 m.; (15) Zurich [English songs with Joan Elwes), followed by orchestral concert; (16) 2BL, amateur, cannot trace; (17) PTT L W.; (18) possibly Augsburg relaying Munich; (19) possibly Radio Vitus; (20) cannot trace; (21) Frankfurt-on-Main relaying dance music from the Tanzaiklasse; (22) WGN (Chicago); (12) can trace no European station giving physical exercises at that time; (13) if call sign correct, yes, WAMD (Minneapolis); (14) WJAY (Cleveland) on 227 m.; (15) Zurich (English songs with Joan Elwes), followed by orchestral concert; (16) 2BL, amateur, cannot trace; (17) PTT Lille; (18) possibly Augsburg relaying Munich; (19) possibly Radio Vitus; (20) cannot trace; (21) Frankfurt-on-Main relaying dance music from the Tanzklause; (22) yes, Huizen (organ recital relayed from Amsterdam)."
"R. A. J. B.","Cosham","UK","50.8","-1.1","(2) WPG (Atlantic City);","Atlantic City","USA","39.4","-74.4","R. A. J. B. (Cosham): (1) WGY (Schenectady); (2) WPG (Atlantic City); (3) Kiel relaying dance music from Hamburg; (4) possibly the operetta Les Cloches de Corneville (Planquette); (5) KDKA (East Pittsburgh), possibly relaying WJZ (pronounced W J Zee), Boundbrook; (6) if W.L. approximately correct, possibly CKOW (Bowmanville); (7) if Spanish, possibly Barcelona (EAJ1); (8) KDKA (East Pittsburgh) on 26.5 m.; (9) yes, 2XAF, short wave transmitter of WGY (Schenectady) on 32.77 m.; (10) WEAF (New York); (11) WGN (Chicago); (12) can trace no European station giving physical exercises at that time; (13) if call sign correct, yes, WAMD (Minneapolis); (14) WJAY (Cleveland) on 227 m.; (15) Zurich [English songs with Joan Elwes), followed by orchestral concert; (16) 2BL, amateur, cannot trace; (17) PTT L W.; (18) possibly Augsburg relaying Munich; (19) possibly Radio Vitus; (20) cannot trace; (21) Frankfurt-on-Main relaying dance music from the Tanzaiklasse; (22) WGN (Chicago); (12) can trace no European station giving physical exercises at that time; (13) if call sign correct, yes, WAMD (Minneapolis); (14) WJAY (Cleveland) on 227 m.; (15) Zurich (English songs with Joan Elwes), followed by orchestral concert; (16) 2BL, amateur, cannot trace; (17) PTT Lille; (18) possibly Augsburg relaying Munich; (19) possibly Radio Vitus; (20) cannot trace; (21) Frankfurt-on-Main relaying dance music from the Tanzklause; (22) yes, Huizen (organ recital relayed from Amsterdam)."
"R. A. J. B.","Cosham","UK","50.8","-1.1","(3) Kiel relaying dance music from Hamburg;","Kiel","Germany","54.3","10.1","R. A. J. B. (Cosham): (1) WGY (Schenectady); (2) WPG (Atlantic City); (3) Kiel relaying dance music from Hamburg; (4) possibly the operetta Les Cloches de Corneville (Planquette); (5) KDKA (East Pittsburgh), possibly relaying WJZ (pronounced W J Zee), Boundbrook; (6) if W.L. approximately correct, possibly CKOW (Bowmanville); (7) if Spanish, possibly Barcelona (EAJ1); (8) KDKA (East Pittsburgh) on 26.5 m.; (9) yes, 2XAF, short wave transmitter of WGY (Schenectady) on 32.77 m.; (10) WEAF (New York); (11) WGN (Chicago); (12) can trace no European station giving physical exercises at that time; (13) if call sign correct, yes, WAMD (Minneapolis); (14) WJAY (Cleveland) on 227 m.; (15) Zurich [English songs with Joan Elwes), followed by orchestral concert; (16) 2BL, amateur, cannot trace; (17) PTT L W.; (18) possibly Augsburg relaying Munich; (19) possibly Radio Vitus; (20) cannot trace; (21) Frankfurt-on-Main relaying dance music from the Tanzaiklasse; (22) WGN (Chicago); (12) can trace no European station giving physical exercises at that time; (13) if call sign correct, yes, WAMD (Minneapolis); (14) WJAY (Cleveland) on 227 m.; (15) Zurich (English songs with Joan Elwes), followed by orchestral concert; (16) 2BL, amateur, cannot trace; (17) PTT Lille; (18) possibly Augsburg relaying Munich; (19) possibly Radio Vitus; (20) cannot trace; (21) Frankfurt-on-Main relaying dance music from the Tanzklause; (22) yes, Huizen (organ recital relayed from Amsterdam)."
