"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"Three Valver","Weston-super-Mare","","","","Copenhagen takes chimes from the Town Hall in that city at midnight (11 p.m. G.M.T.)","","","","","Three Valver (Weston-super-Mare): Copenhagen takes chimes from the Town Hall in that city at midnight (11 p.m. G.M.T.); this is also relayed by Kalundborg on 1,153.8 m."
"Three Valver","Weston-super-Mare","","","","this is also relayed by Kalundborg on 1,153.8 m.","","","","","Three Valver (Weston-super-Mare): Copenhagen takes chimes from the Town Hall in that city at midnight (11 p.m. G.M.T.); this is also relayed by Kalundborg on 1,153.8 m."
"Loudspeaker","Kinross","","","","Langenberg, relaying English lesson from Cologne.","Langenberg","","","","Loudspeaker (Kinross): Langenberg, relaying English lesson from Cologne."
"A. Ruschkamp-Whitehead and C. Bennett","S. G. B. field","","","","GBS (Grimsby), beam station on 24 m.","","","","","A. Ruschkamp-Whitehead and C. Bennett (S. G. B. field): GBS (Grimsby), beam station on 24 m."
"Festing","","","","","PTT Lille and Strasbourg","","","","","Festing: PTT Lille and Strasbourg; the latter station gives announcements in French and German."
"Festing","","","","","the latter station gives announcements in French and German.","","","","","Festing: PTT Lille and Strasbourg; the latter station gives announcements in French and German."
"Radio G2 B.N.D.","","","","","PTT Rennes, relaying PTT Paris, dance music from the Coliseum.","Rennes","","","","Radio G2 B.N.D.: PTT Rennes, relaying PTT Paris, dance music from the Coliseum."
"Wave Trap","Streatham","","","","(1) Copenhagen, relaying dance music from the Restaurant Nimb, (2","Copenhagen","","","","Wave Trap (Streatham): (1) Copenhagen, relaying dance music from the Restaurant Nimb, (2) yes, if WL correct, Newcastle."
"Wave Trap","Streatham","","","",") yes, if WL correct, Newcastle.","","","","","Wave Trap (Streatham): (1) Copenhagen, relaying dance music from the Restaurant Nimb, (2) yes, if WL correct, Newcastle."
"Tiddler","Sheffield","","","","Frankfurt-on-Main, gramophone records","Main","","","","Tiddler (Sheffield): Frankfurt-on-Main, gramophone records; The Messiah (Handel)."
