"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"Wilsonia Duovalve","Bristol","UK","51.5","-2.6","(1) Radio Toulouse.","Toulouse","France","43.6","1.4","Wilsonia Duovalve (Bristol): (1) Radio Toulouse; (2) Barcelona (EAJ13)."
"Wilsonia Duovalve","Bristol","UK","51.5","-2.6","(2) Barcelona (EAJ13).","Barcelona","Spain","41.4","2.2","Wilsonia Duovalve (Bristol): (1) Radio Toulouse; (2) Barcelona (EAJ13)."
"Rhy Budd","Derby","UK","52.9","-1.5","Amateur transmitter (Birmingham).","Birmingham","UK","52.5","-1.9","Rhy Budd (Derby): Amateur transmitter (Birmingham)."
"W. J. Stringer","Liverpool","UK","53.4","-3.0","Presumably WJZ (Boundbrook) 455 m.","Boundbrook","USA","","","W. J. Stringer (Liverpool): Presumably WJZ (Boundbrook) 455 m."
"Ormsby Four","Battersea","UK","51.5","-0.2","PTT, Paris.","Paris","France","48.9","2.4","Ormsby Four (Battersea): PTT, Paris."
"4 Valve Straight","Kent","UK","51.3","0.7","Prague.","Prague","Czech Republic","50.1","14.4","4 Valve Straight (Kent): Prague."
"Trake","","","","","Possibly WEAF (New York).","New York","USA","40.7","-74.0","Trake: Possibly WEAF (New York)."
"1 Valve","Seaton","UK","50.7","-3.1","(1) Buda-Pesth.","Budapest","Hungary","47.5","19.0","1 Valve (Seaton): (1) Buda-Pesth; (2) Yes, Breslau."
"1 Valve","Seaton","UK","50.7","-3.1","(2) Yes, Breslau.","Breslau","Germany","","","1 Valve (Seaton): (1) Buda-Pesth; (2) Yes, Breslau."
"Single Valve","Nottingham","UK","52.9","-1.2","Radio Paris.","Paris","France","48.9","2.4","Single Valve (Nottingham): Radio Paris."
"K.H. 1391","Hull","UK","53.7","-0.3","Radio Toulouse.","Toulouse","France","43.6","1.4","K.H. 1391 (Hull): Radio Toulouse."
"3 Unidyne","Steppingley","UK","52.0","-0.5","(15) Cadiz (EAJ3).","Cadiz","Spain","36.5","-6.3","3 Unidyne (Steppingley): (15) Cadiz (EAJ3)."
"Four Valve","Melton Constable","UK","52.8","1.0","WL. apparently wrong; cannot trace.","","","","","Four Valve (Melton Constable): WL. apparently wrong; cannot trace."
"A. G.","Hanwell","UK","51.5","-0.3","Sorö, relaying Copenhagen.","Copenhagen","Denmark","55.7","12.6","A. G. (Hanwell): Sorö, relaying Copenhagen."
"Percy","Bristol","UK","51.5","-2.6","Milan.","Milan","Italy","45.5","9.2","Percy (Bristol): Milan."
"Winstone","","","","","(1) Prague.","Prague","Czech Republic","50.1","14.4","Winstone: (1) Prague; (2) Yes, Rome."
"Winstone","","","","","(2) Yes, Rome.","Rome","Italy","41.9","12.5","Winstone: (1) Prague; (2) Yes, Rome."
"Yorky","Llanelly","UK","51.7","-4.1","Petit Parisien (Paris).","Paris","France","48.9","2.4","Yorky (Llanelly): Petit Parisien (Paris)."
"DX","Dundee","UK","56.5","-2.9","Dublin.","Dublin","Ireland","53.3","-6.3","DX (Dundee): Dublin."
"Frank J.W.","Wallasey","UK","53.4","-3.1","Dublin (almost regular Sunday pm transmission).","Dublin","Ireland","53.3","-6.3","Frank J.W. (Wallasey): Dublin (almost regular Sunday pm transmission)."
"P.M.I.","Lincoln","UK","53.2","-0.5","Radio Paris.","Paris","France","48.9","2.4","P.M.I. (Lincoln): Radio Paris."
"Dimanche","","","","","Probably amateur transmission.","","","","","Dimanche: Probably amateur transmission."
"W.W.W.","","","","","Possibly WGY (Schenectady) 327.9 m.","Schenectady","USA","42.8","-73.9","W.W.W.: Possibly WGY (Schenectady) 327.9 m."
"Long Distance Two","","","","","Petit Parisien (333.8 m).","Paris","France","48.9","2.4","Long Distance Two: Petit Parisien (333.8 m)."
"Reform","","","","","Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","Reform: Madrid (EAJ7)."
"L. Ether","","","","","(3) Amateur transmission.","","","","","L. Ether: (3) Amateur transmission."
"20 to 150 Metres","","","","","(1) Koenigsusterhausen (short wave transmitter).","Koenigsusterhausen","Germany","52.4","13.6","20 to 150 Metres: (1) Koenigsusterhausen (short wave transmitter); (2) no doubt relay by Moscow; (3) no doubt relay by amateur."
"20 to 150 Metres","","","","","(2) no doubt relay by Moscow.","Moscow","Russia","55.8","37.6","20 to 150 Metres: (1) Koenigsusterhausen (short wave transmitter); (2) no doubt relay by Moscow; (3) no doubt relay by amateur."
"20 to 150 Metres","","","","","(3) no doubt relay by amateur.","","","","","20 to 150 Metres: (1) Koenigsusterhausen (short wave transmitter); (2) no doubt relay by Moscow; (3) no doubt relay by amateur."
"Keita","Syston","UK","52.7","-1.1","Kosice relaying Prague.","Prague","Czech Republic","50.1","14.4","Keita (Syston): Kosice relaying Prague."
"Question","","","","","Believe Karlsborg relaying Stockholm.","Stockholm","Sweden","59.3","18.1","Question: Believe Karlsborg relaying Stockholm."
"Old World Two","Cornwall","UK","50.3","-5.0","Sundsvall, relaying Stockholm.","Stockholm","Sweden","59.3","18.1","Old World Two (Cornwall): Sundsvall, relaying Stockholm."
"Winkle","Hastings","UK","50.9","0.6","Warsaw.","Warsaw","Poland","52.2","21.0","Winkle (Hastings): Warsaw."
"Pogo","","","","","Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","Pogo: Madrid (EAJ7)."
"Branford","Birmingham","UK","52.5","-1.9","Both Radio Paris.","Paris","France","48.9","2.4","Branford (Birmingham): Both Radio Paris."
"O.A.K.","Sydenham","UK","51.4","-0.1","WGY (Schenectady).","Schenectady","USA","42.8","-73.9","O.A.K. (Sydenham): WGY (Schenectady)."
"In Ambiguo","Birkenhead","UK","53.4","-3.0","(1) Yes, Kosice.","Kosice","Slovakia","48.7","21.3","In Ambiguo (Birkenhead): (1) Yes, Kosice; (2) Koenigsusterhausen (Press); (3) Yes, Moscow; (4) Was not this Munich (Drama - Die Juedin von Toledo in 5 acts)?; (5) Lausanne; (6) Believe extended transmission, Rome."
"In Ambiguo","Birkenhead","UK","53.4","-3.0","(2) Koenigsusterhausen (Press).","Koenigsusterhausen","Germany","52.4","13.6","In Ambiguo (Birkenhead): (1) Yes, Kosice; (2) Koenigsusterhausen (Press); (3) Yes, Moscow; (4) Was not this Munich (Drama - Die Juedin von Toledo in 5 acts)?; (5) Lausanne; (6) Believe extended transmission, Rome."
"In Ambiguo","Birkenhead","UK","53.4","-3.0","(3) Yes, Moscow.","Moscow","Russia","55.8","37.6","In Ambiguo (Birkenhead): (1) Yes, Kosice; (2) Koenigsusterhausen (Press); (3) Yes, Moscow; (4) Was not this Munich (Drama - Die Juedin von Toledo in 5 acts)?; (5) Lausanne; (6) Believe extended transmission, Rome."
"In Ambiguo","Birkenhead","UK","53.4","-3.0","(4) Was not this Munich (Drama - Die Juedin von Toledo in 5 acts)?","Munich","Germany","48.1","11.6","In Ambiguo (Birkenhead): (1) Yes, Kosice; (2) Koenigsusterhausen (Press); (3) Yes, Moscow; (4) Was not this Munich (Drama - Die Juedin von Toledo in 5 acts)?; (5) Lausanne; (6) Believe extended transmission, Rome."
"In Ambiguo","Birkenhead","UK","53.4","-3.0","(5) Lausanne.","Lausanne","Switzerland","46.5","6.6","In Ambiguo (Birkenhead): (1) Yes, Kosice; (2) Koenigsusterhausen (Press); (3) Yes, Moscow; (4) Was not this Munich (Drama - Die Juedin von Toledo in 5 acts)?; (5) Lausanne; (6) Believe extended transmission, Rome."
"In Ambiguo","Birkenhead","UK","53.4","-3.0","(6) Believe extended transmission, Rome.","Rome","Italy","41.9","12.5","In Ambiguo (Birkenhead): (1) Yes, Kosice; (2) Koenigsusterhausen (Press); (3) Yes, Moscow; (4) Was not this Munich (Drama - Die Juedin von Toledo in 5 acts)?; (5) Lausanne; (6) Believe extended transmission, Rome."
"N.B.","Middlesbrough","UK","54.6","-1.2","(1) Zurich.","Zurich","Switzerland","47.4","8.5","N.B. (Middlesbrough): (1) Zurich; (2) Vienna; (3) San Sebastian; (4) yes, Madrid (EAJ7); (5) Radio Toulouse."
"N.B.","Middlesbrough","UK","54.6","-1.2","(2) Vienna.","Vienna","Austria","48.2","16.4","N.B. (Middlesbrough): (1) Zurich; (2) Vienna; (3) San Sebastian; (4) yes, Madrid (EAJ7); (5) Radio Toulouse."
"N.B.","Middlesbrough","UK","54.6","-1.2","(3) San Sebastian.","San Sebastian","Spain","43.3","-1.9","N.B. (Middlesbrough): (1) Zurich; (2) Vienna; (3) San Sebastian; (4) yes, Madrid (EAJ7); (5) Radio Toulouse."
