"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"Parkin","Nottingham","UK","52.9","-1.2","(1) Stettin relaying dance music from Berlin","Szczecin","Poland","53.4","14.6","Parkin (Nottingham): (1) Stettin relaying dance music from Berlin, (2) Cassel, relaying Frankfort, (3) Dortmund (283 m.) relaying Langenberg, (4) too vague, possibly Cadiz, (5) Madrid (EAJ7)."
"Parkin","Nottingham","UK","52.9","-1.2","(2) Cassel, relaying Frankfort","Kassel","Germany","51.3","9.5","Parkin (Nottingham): (1) Stettin relaying dance music from Berlin, (2) Cassel, relaying Frankfort, (3) Dortmund (283 m.) relaying Langenberg, (4) too vague, possibly Cadiz, (5) Madrid (EAJ7)."
"Parkin","Nottingham","UK","52.9","-1.2","(3) Dortmund (283 m.) relaying Langenberg","Dortmund","Germany","51.5","7.5","Parkin (Nottingham): (1) Stettin relaying dance music from Berlin, (2) Cassel, relaying Frankfort, (3) Dortmund (283 m.) relaying Langenberg, (4) too vague, possibly Cadiz, (5) Madrid (EAJ7)."
"Parkin","Nottingham","UK","52.9","-1.2","(4) too vague, possibly Cadiz","Cádiz","Spain","36.5","-6.3","Parkin (Nottingham): (1) Stettin relaying dance music from Berlin, (2) Cassel, relaying Frankfort, (3) Dortmund (283 m.) relaying Langenberg, (4) too vague, possibly Cadiz, (5) Madrid (EAJ7)."
"Parkin","Nottingham","UK","52.9","-1.2","(5) Madrid (EAJ7)","Madrid","Spain","40.4","-3.7","Parkin (Nottingham): (1) Stettin relaying dance music from Berlin, (2) Cassel, relaying Frankfort, (3) Dortmund (283 m.) relaying Langenberg, (4) too vague, possibly Cadiz, (5) Madrid (EAJ7)."
"Spaniola","West Hartlepool","UK","54.7","-1.2","Programme items would tally with Madrid (EAJ7), 375 m.","Madrid","Spain","40.4","-3.7","Spaniola (West Hartlepool): Programme items would tally with Madrid (EAJ7), 375 m."
"Triple Valve","Newcastle","UK","54.9","-1.6","Yes, probably Hilversum (school transmission) with recitations by an actor.","Hilversum","Netherlands","52.2","5.2","Triple Valve (Newcastle): Yes, probably Hilversum (school transmission) with recitations by an actor."
"W. G. Morris","Bow","UK","51.5","-0.0","Details and WL. are much too vague; there are at least 50 stations between your stated WLL.","","","","","W. G. Morris (Bow): Details and WL. are much too vague; there are at least 50 stations between your stated WLL."
"Radiano Three","Rumney","UK","51.5","-3.1","Scheveningen-Haven, Holland (News only).","Scheveningen","Netherlands","52.1","4.3","Radiano Three (Rumney): Scheveningen-Haven, Holland (News only)."
"P/R5242","","","","","Cannot trace your third enquiry under nom de plume of ""Inglaterra"" (May 13), possibly Bordeaux-Lafayette, which at present is testing on various WLL.","Bordeaux","France","44.8","-0.6","P/R5242: Cannot trace your third enquiry under nom de plume of ""Inglaterra"" (May 13), possibly Bordeaux-Lafayette, which at present is testing on various WLL."
"F. C. C. 4","Anerley","UK","51.4","-0.1","If WL. correct, Boden (1,200 m.) relaying dance music from Stockholm, but more likely to be Motala in 1,304 m.","Boden","Sweden","65.8","21.7","F. C. C. 4 (Anerley): If WL. correct, Boden (1,200 m.) relaying dance music from Stockholm, but more likely to be Motala in 1,304 m."
"G. H. W.","Sittingbourne","UK","51.3","0.7","(1) Barcelona (EAJ1), 343.8 m.","Barcelona","Spain","41.4","2.2","G. H. W. (Sittingbourne): (1) Barcelona (EAJ1), 343.8 m. (2) Madrid (EAJ7), (3) yes, Langenberg (468 m.). Was working until 9 a.m."
