"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"Buzzer","Chester","UK","53.2","-2.9","(4) Sorö, relaying Copenhagen (Tea Concert).","Sorø","Denmark","55.4","11.6","Buzzer (Chester): (4) Sorö, relaying Copenhagen (Tea Concert)."
"Welsh Fan","Swansea","UK","51.6","-3.9","WRW (Tarrytown, New York) 273 m. (500 watts).","Tarrytown","USA","41.1","-73.9","Welsh Fan (Swansea): WRW (Tarrytown, New York) 273 m. (500 watts)."
"2,000 OHMS","","","","","Moscow Comintern (1,450 m.).","Moscow","Russia","55.8","37.6","2,000 OHMS: Moscow Comintern (1,450 m.)."
"Short Waves","Spalding","UK","52.8","-0.2","Possibly KDKA (East Pittsburgh), but more probably a British amateur transmission.","Pittsburgh","USA","40.4","-79.9","Short Waves (Spalding): Possibly KDKA (East Pittsburgh), but more probably a British amateur transmission."
"W. H. H.","North Finchley","UK","51.6","-0.2","Berne, relaying Geneva. Opening of International Exhibition of Music. Concert by the Orchestra of the Paris Conservatoire of Music.","Bern","Switzerland","46.9","7.4","W. H. H. (North Finchley): Berne, relaying Geneva. Opening of International Exhibition of Music. Concert by the Orchestra of the Paris Conservatoire of Music."
"BM/HN2S","","","","","It was Langenberg giving comic opera, The Merry Wives of Windsor, from studio. Later, dance music from Cologne.","Langenberg","Germany","51.3","7.1","BM/HN2S: It was Langenberg giving comic opera, The Merry Wives of Windsor, from studio. Later, dance music from Cologne."
"Mac","Porto","Portugal","41.1","-8.6","Stuttgart. Request programme. Interval signal: 3 notes, C D G.","Stuttgart","Germany","48.8","9.2","Mac (Porto): Stuttgart. Request programme. Interval signal: 3 notes, C D G."
"F. G. N.","Reading","UK","51.5","-0.9","(1) Scheveningen-Haven, Holland (Stock Exchange and commercial news);","Scheveningen","Netherlands","52.1","4.3","F. G. N. (Reading): (1) Scheveningen-Haven, Holland (Stock Exchange and commercial news); (2) Berne (411 m.). Lady announcer, calls “good night” in several languages."
"F. G. N.","Reading","UK","51.5","-0.9","(2) Berne (411 m.). Lady announcer, calls “good night” in several languages.","Bern","Switzerland","46.9","7.4","F. G. N. (Reading): (1) Scheveningen-Haven, Holland (Stock Exchange and commercial news); (2) Berne (411 m.). Lady announcer, calls “good night” in several languages."
"M. Y. D.","Crook","UK","54.7","-1.7","Fredrikstad (434.8 m.) relaying Oslo. Advanced English lesson by Mrs. Gladys M. Petch.","Fredrikstad","Norway","59.2","10.9","M. Y. D. (Crook): Fredrikstad (434.8 m.) relaying Oslo. Advanced English lesson by Mrs. Gladys M. Petch."
"Continental Relay","Carlisle","UK","54.9","-2.9","(1) Motala. (1,304 m.) relay from Uppsala. Commentary on and incidents in Students' May Night celebrations, followed by dance music from Stockholm;","Motala","Sweden","58.5","15.0","Continental Relay (Carlisle): (1) Motala. (1,304 m.) relay from Uppsala. Commentary on and incidents in Students' May Night celebrations, followed by dance music from Stockholm; (2) Brussels (508 m.); (3) If WL, correct Leningrad, but Sorö (1,150 m.) was relaying Madame Butterfly from the New Theatre, Copenhagen at that time."
"Continental Relay","Carlisle","UK","54.9","-2.9","(2) Brussels (508 m.);","Brussels","Belgium","50.8","4.4","Continental Relay (Carlisle): (1) Motala. (1,304 m.) relay from Uppsala. Commentary on and incidents in Students' May Night celebrations, followed by dance music from Stockholm; (2) Brussels (508 m.); (3) If WL, correct Leningrad, but Sorö (1,150 m.) was relaying Madame Butterfly from the New Theatre, Copenhagen at that time."
"Continental Relay","Carlisle","UK","54.9","-2.9","(3) If WL, correct Leningrad, but Sorö (1,150 m.) was relaying Madame Butterfly from the New Theatre, Copenhagen at that time.","Leningrad","Russia","59.9","30.3","Continental Relay (Carlisle): (1) Motala. (1,304 m.) relay from Uppsala. Commentary on and incidents in Students' May Night celebrations, followed by dance music from Stockholm; (2) Brussels (508 m.); (3) If WL, correct Leningrad, but Sorö (1,150 m.) was relaying Madame Butterfly from the New Theatre, Copenhagen at that time."
"R. C.","Bridgend","UK","51.5","-3.6","See protocols in World-Radio. (4) Stuttgart (379 m.) and (9) Madrid (EAJ7) medical talk;","Stuttgart","Germany","48.8","9.2","R. C. (Bridgend): See protocols in World-Radio. (4) Stuttgart (379 m.) and (9) Madrid (EAJ7) medical talk; (7) Langenberg; (8) Berne; (9) PTT Lyons (476 m.) relaying PTT Paris. Concert relayed from the Sorbonne; (10) Too vague, possibly Fredrikstad (434.8 m.) relaying Oslo."
"R. C.","Bridgend","UK","51.5","-3.6","(7) Langenberg;","Langenberg","Germany","51.3","7.1","R. C. (Bridgend): See protocols in World-Radio. (4) Stuttgart (379 m.) and (9) Madrid (EAJ7) medical talk; (7) Langenberg; (8) Berne; (9) PTT Lyons (476 m.) relaying PTT Paris. Concert relayed from the Sorbonne; (10) Too vague, possibly Fredrikstad (434.8 m.) relaying Oslo."
"R. C.","Bridgend","UK","51.5","-3.6","(8) Berne;","Bern","Switzerland","46.9","7.4","R. C. (Bridgend): See protocols in World-Radio. (4) Stuttgart (379 m.) and (9) Madrid (EAJ7) medical talk; (7) Langenberg; (8) Berne; (9) PTT Lyons (476 m.) relaying PTT Paris. Concert relayed from the Sorbonne; (10) Too vague, possibly Fredrikstad (434.8 m.) relaying Oslo."
"R. C.","Bridgend","UK","51.5","-3.6","(9) PTT Lyons (476 m.) relaying PTT Paris. Concert relayed from the Sorbonne;","Lyon","France","45.8","4.8","R. C. (Bridgend): See protocols in World-Radio. (4) Stuttgart (379 m.) and (9) Madrid (EAJ7) medical talk; (7) Langenberg; (8) Berne; (9) PTT Lyons (476 m.) relaying PTT Paris. Concert relayed from the Sorbonne; (10) Too vague, possibly Fredrikstad (434.8 m.) relaying Oslo."
"R. C.","Bridgend","UK","51.5","-3.6","(10) Too vague, possibly Fredrikstad (434.8 m.) relaying Oslo.","Fredrikstad","Norway","59.2","10.9","R. C. (Bridgend): See protocols in World-Radio. (4) Stuttgart (379 m.) and (9) Madrid (EAJ7) medical talk; (7) Langenberg; (8) Berne; (9) PTT Lyons (476 m.) relaying PTT Paris. Concert relayed from the Sorbonne; (10) Too vague, possibly Fredrikstad (434.8 m.) relaying Oslo."
"Typo","Surrey","UK","51.3","-0.3","Yes, Motala, Sweden (1,304 m.) relaying dance music from Stockholm.","Motala","Sweden","58.5","15.0","Typo (Surrey): Yes, Motala, Sweden (1,304 m.) relaying dance music from Stockholm."
"Graid","Antrim","UK","54.7","-6.2","This would be the Phillips short wave transmitter at Eindhoven, Holland.","Eindhoven","Netherlands","51.4","5.5","Graid (Antrim): This would be the Phillips short wave transmitter at Eindhoven, Holland."
"R. J. B.","St. Andrews","UK","56.3","-2.8","Cannot trace item in programmes, but details would tally with Hamburg (395 m.) or Bremen (400 m.) relaying Hamburg.","Hamburg","Germany","53.6","10.0","R. J. B. (St. Andrews): Cannot trace item in programmes, but details would tally with Hamburg (395 m.) or Bremen (400 m.) relaying Hamburg."
"William-meter","W. 9","UK","51.5","-0.2","Bordeaux-Lafayette (238 m.) relaying concert from PTT Toulouse.","Bordeaux","France","44.8","-0.6","William-meter (W. 9): Bordeaux-Lafayette (238 m.) relaying concert from PTT Toulouse."
"3 Valver","Clacton-on-Sea","UK","51.8","1.2","Motala (1,304 m.).","Motala","Sweden","58.5","15.0","3 Valver (Clacton-on-Sea): Motala (1,304 m.)."
"Black Eagle","Hastings","UK","50.9","0.6","(a) Radio Vitus, Paris (370 m.);","Paris","France","48.9","2.4","Black Eagle (Hastings): (a) Radio Vitus, Paris (370 m.); (b) Regret, cannot trace."
"Black Eagle","Hastings","UK","50.9","0.6","(b) Regret, cannot trace.","","","","","Black Eagle (Hastings): (a) Radio Vitus, Paris (370 m.); (b) Regret, cannot trace."
"Radiator Three","Rumney","UK","51.5","-3.1","(1) Yes, amateur transmission.","","","","","Radiator Three (Rumney): (1) Yes, amateur transmission."
"Hopeful Novice","Action","UK","","","Motala (1,304 m.) relaying concert from Ostersund, followed by news and Dramatic Recitation relayed from Stockholm.","Motala","Sweden","58.5","15.0","Hopeful Novice (Action): Motala (1,304 m.) relaying concert from Ostersund, followed by news and Dramatic Recitation relayed from Stockholm."
"Stevenson","Oxford","UK","51.8","-1.3","Either Moscow Central (High power) or Leningrad.","Moscow","Russia","55.8","37.6","Stevenson (Oxford): Either Moscow Central (High power) or Leningrad."
"M. D.","Folkestone","UK","51.1","1.2","Details very vague. Can trace no transmission of a sports gathering, The European programmes for that date. Possibly you heard the applause at the end of opera Madame Butterfly (Puccini), relayed from the New Theatre, Copenhagen, as Sorö (1,150 m.).","Sorø","Denmark","55.4","11.6","M. D. (Folkestone): Details very vague. Can trace no transmission of a sports gathering, The European programmes for that date. Possibly you heard the applause at the end of opera Madame Butterfly (Puccini), relayed from the New Theatre, Copenhagen, as Sorö (1,150 m.)."
"H. C. B. G.","Northallerton","UK","54.3","-1.4","Yes, Dortmund, relaying concert from Café Corso.","Dortmund","Germany","51.5","7.5","H. C. B. G. (Northallerton): Yes, Dortmund, relaying concert from Café Corso."
"Ingrandus","","","","","Possibly Sorö (1,150 m.) relaying Copenhagen.","Sorø","Denmark","55.4","11.6","Ingrandus: Possibly Sorö (1,150 m.) relaying Copenhagen."
"Neutrodyn","N. W. 5","UK","51.5","-0.2","Sorö (1,150 m.) relaying Copenhagen.","Sorø","Denmark","55.4","11.6","Neutrodyn (N. W. 5): Sorö (1,150 m.) relaying Copenhagen."
"Nordhatton","","","","","Yes, Dortmund, relaying concert from Café Corso.","Dortmund","Germany","51.5","7.5","Nordhatton: Yes, Dortmund, relaying concert from Café Corso."
"Ignoramus","","","","","Possibly Sorö (1,150 m.) relaying Copenhagen.","Sorø","Denmark","55.4","11.6","Ignoramus: Possibly Sorö (1,150 m.) relaying Copenhagen."
"Neutrodyne","N.W. 5","UK","51.5","-0.2","Amateur transmission.","","","","","Neutrodyne (N.W. 5): Amateur transmission."
"Very DX","Scarborough","UK","54.3","-0.4","Rome on 450 m.","Rome","Italy","41.9","12.5","Very DX (Scarborough): Rome on 450 m."
"P. Avalon","Brighton","UK","50.8","-0.1","W.L. wrong, Frankfort-on-Main (428 m.) gramophone records.","Frankfurt am Main","Germany","50.1","8.7","P. Avalon (Brighton): W.L. wrong, Frankfort-on-Main (428 m.) gramophone records."
"Rosie","Hessle","UK","53.7","-0.4","Motala (1,304 m.) relaying Church Service from St. Peter's Church, Stockholm.","Motala","Sweden","58.5","15.0","Rosie (Hessle): Motala (1,304 m.) relaying Church Service from St. Peter's Church, Stockholm."
"Interested 1 Valver","Essex","UK","51.7","0.0","Motala (1,304 m.) relaying dance music from Gothenberg.","Motala","Sweden","58.5","15.0","Interested 1 Valver (Essex): Motala (1,304 m.) relaying dance music from Gothenberg."
