"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"N.D.P.","Bude","UK","50.8","-4.5","Breslau.","Wrocław","Poland","51.1","17.0","N.D.P. (Bude, Cornwall): Breslau."
"Frampton","","","","","Frankfort-on-Main.","Frankfurt","Germany","50.1","8.7","Frampton: Frankfort-on-Main."
"Gamma","Batley","UK","53.7","-1.6","Boden, relay of Stockholm (Changing of the Military Guard at Royal Palace, Stockholm).","Stockholm","Sweden","59.3","18.1","Gamma (Batley): Boden, relay of Stockholm (Changing of the Military Guard at Royal Palace, Stockholm)."
"Somerset","","","","","(1) Radio LL, Paris.","Paris","France","48.9","2.4","Somerset: (1) Radio LL, Paris; (2) Marseilles, relay of PTT, Paris."
"Somerset","","","","","(2) Marseilles, relay of PTT, Paris.","Marseille","France","43.3","5.4","Somerset: (1) Radio LL, Paris; (2) Marseilles, relay of PTT, Paris."
"Night Star","Blackpool","UK","53.8","-3.0","San Sebastian.","San Sebastián","Spain","43.3","-1.9","Night Star (Blackpool): San Sebastian."
"J.M.","Brighton","UK","50.8","-0.1","Yes, Breslau.","Wrocław","Poland","51.1","17.0","J.M. (Brighton): Yes, Breslau."
"Stree Six","","","","","Koenigsberg.","Kaliningrad","Russia","54.7","20.5","Stree Six: Koenigsberg."
"Knob Twiddler","","","","","Radio Paris.","Paris","France","48.9","2.4","Knob Twiddler: Radio Paris."
"Midnight Wanderer","","","","","Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","Midnight Wanderer: Madrid (EAJ7)."
"Bradenhurst","Ipswich","UK","52.1","1.2","Koenigswusterhausen, relaying Muenster.","Königswusterhausen","Germany","52.3","13.6","Bradenhurst (Ipswich): Koenigswusterhausen, relaying Muenster."
"Oakshade","Surbiton","UK","51.4","-0.3","Radio Paris.","Paris","France","48.9","2.4","Oakshade (Surbiton): Radio Paris."
"Metres","London","UK","51.5","-0.1","Bournemouth.","Bournemouth","UK","50.7","-1.9","Metres (London, S.W.1): Bournemouth."
