"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"W. A. R.","Lowestoft","UK","52.5","1.7","Berlin (Variety Concert), relayed to Koenigswusterhausen.","Berlin","Germany","52.5","13.4","W. A. R. (Lowestoft); New Zealander (Cheltenham); Menevia (St. David's); O-V-2 (Luton); Pakefield: Berlin (Variety Concert), relayed to Koenigswusterhausen. It is possible that this entertainment was also relayed by a transmitter in a neighbouring country, as it was picked up on various wavelengths."
"New Zealander","Cheltenham","UK","51.9","-2.1","Berlin (Variety Concert), relayed to Koenigswusterhausen.","Berlin","Germany","52.5","13.4","W. A. R. (Lowestoft); New Zealander (Cheltenham); Menevia (St. David's); O-V-2 (Luton); Pakefield: Berlin (Variety Concert), relayed to Koenigswusterhausen. It is possible that this entertainment was also relayed by a transmitter in a neighbouring country, as it was picked up on various wavelengths."
"Menevia","St. David's","UK","51.9","-5.3","Berlin (Variety Concert), relayed to Koenigswusterhausen.","Berlin","Germany","52.5","13.4","W. A. R. (Lowestoft); New Zealander (Cheltenham); Menevia (St. David's); O-V-2 (Luton); Pakefield: Berlin (Variety Concert), relayed to Koenigswusterhausen. It is possible that this entertainment was also relayed by a transmitter in a neighbouring country, as it was picked up on various wavelengths."
"O-V-2","Luton","UK","51.9","-0.4","Berlin (Variety Concert), relayed to Koenigswusterhausen.","Berlin","Germany","52.5","13.4","W. A. R. (Lowestoft); New Zealander (Cheltenham); Menevia (St. David's); O-V-2 (Luton); Pakefield: Berlin (Variety Concert), relayed to Koenigswusterhausen. It is possible that this entertainment was also relayed by a transmitter in a neighbouring country, as it was picked up on various wavelengths."
"Pakefield","","","","","Berlin (Variety Concert), relayed to Koenigswusterhausen.","Berlin","Germany","52.5","13.4","W. A. R. (Lowestoft); New Zealander (Cheltenham); Menevia (St. David's); O-V-2 (Luton); Pakefield: Berlin (Variety Concert), relayed to Koenigswusterhausen. It is possible that this entertainment was also relayed by a transmitter in a neighbouring country, as it was picked up on various wavelengths."
"S. T. G. B./4 V.","","","","","(A) Yes, Warsaw.","Warsaw","Poland","52.2","21.0","S. T. G. B./4 V.: (A) Yes, Warsaw; (b) Lausanne (Sermon); (c) Sorö relaying Copenhagen; (d) Basle relaying Berne; (e) Karlsborg relaying Stockholm (news and weather); (f) Yes, Rome (news); (g) Bergen."
"S. T. G. B./4 V.","","","","","(b) Lausanne (Sermon).","Lausanne","Switzerland","46.5","6.6","S. T. G. B./4 V.: (A) Yes, Warsaw; (b) Lausanne (Sermon); (c) Sorö relaying Copenhagen; (d) Basle relaying Berne; (e) Karlsborg relaying Stockholm (news and weather); (f) Yes, Rome (news); (g) Bergen."
"S. T. G. B./4 V.","","","","","(c) Sorö relaying Copenhagen.","Copenhagen","Denmark","55.7","12.6","S. T. G. B./4 V.: (A) Yes, Warsaw; (b) Lausanne (Sermon); (c) Sorö relaying Copenhagen; (d) Basle relaying Berne; (e) Karlsborg relaying Stockholm (news and weather); (f) Yes, Rome (news); (g) Bergen."
"S. T. G. B./4 V.","","","","","(d) Basle relaying Berne.","Berne","Switzerland","46.9","7.4","S. T. G. B./4 V.: (A) Yes, Warsaw; (b) Lausanne (Sermon); (c) Sorö relaying Copenhagen; (d) Basle relaying Berne; (e) Karlsborg relaying Stockholm (news and weather); (f) Yes, Rome (news); (g) Bergen."
"S. T. G. B./4 V.","","","","","(e) Karlsborg relaying Stockholm (news and weather).","Stockholm","Sweden","59.3","18.1","S. T. G. B./4 V.: (A) Yes, Warsaw; (b) Lausanne (Sermon); (c) Sorö relaying Copenhagen; (d) Basle relaying Berne; (e) Karlsborg relaying Stockholm (news and weather); (f) Yes, Rome (news); (g) Bergen."
"S. T. G. B./4 V.","","","","","(f) Yes, Rome (news).","Rome","Italy","41.9","12.5","S. T. G. B./4 V.: (A) Yes, Warsaw; (b) Lausanne (Sermon); (c) Sorö relaying Copenhagen; (d) Basle relaying Berne; (e) Karlsborg relaying Stockholm (news and weather); (f) Yes, Rome (news); (g) Bergen."
"S. T. G. B./4 V.","","","","","(g) Bergen.","Bergen","Norway","60.4","5.3","S. T. G. B./4 V.: (A) Yes, Warsaw; (b) Lausanne (Sermon); (c) Sorö relaying Copenhagen; (d) Basle relaying Berne; (e) Karlsborg relaying Stockholm (news and weather); (f) Yes, Rome (news); (g) Bergen."
"E. V. B.","Portsmouth","UK","50.8","-1.1","(1) Gleiwitz relaying Portsmouth.","Portsmouth","UK","50.8","-1.1","E. V. B. (Portsmouth): (1) Gleiwitz relaying Portsmouth; (2) Karlsborg relaying Stockholm (news and weather)."
"E. V. B.","Portsmouth","UK","50.8","-1.1","(2) Karlsborg relaying Stockholm (news and weather).","Stockholm","Sweden","59.3","18.1","E. V. B. (Portsmouth): (1) Gleiwitz relaying Portsmouth; (2) Karlsborg relaying Stockholm (news and weather)."
"Reinaritz","Shirley","UK","52.4","-1.8","Moscow, RDW not Banjo but balalaika.","Moscow","Russia","55.8","37.6","Reinaritz (Shirley): Moscow, RDW not Banjo but balalaika."
"Dick","Hendon","UK","51.6","-0.2","(1) possibly Bilbao, but cannot confirm.","Bilbao","Spain","43.3","-2.9","Dick (Hendon): (1) possibly Bilbao, but cannot confirm; (2) WL. apparently wrong, as the entertainment was given at Berlin."
"Dick","Hendon","UK","51.6","-0.2","(2) WL. apparently wrong, as the entertainment was given at Berlin.","Berlin","Germany","52.5","13.4","Dick (Hendon): (1) possibly Bilbao, but cannot confirm; (2) WL. apparently wrong, as the entertainment was given at Berlin."
"Radio Vagabond","Windlesham","UK","51.4","-0.6","Yes, Zagreb (gram.). Works on 310 m. Said to broadcast on 350 watts, but recent reports point to the power having been increased.","Zagreb","Croatia","45.8","15.9","Radio Vagabond (Windlesham): Yes, Zagreb (gram.). Works on 310 m. Said to broadcast on 350 watts, but recent reports point to the power having been increased."
"1 Valve","Seaton","UK","50.7","-3.1","Vienna, opera, The Twilight of the Gods (Wagner).","Vienna","Austria","48.2","16.4","1 Valve (Seaton): Vienna, opera, The Twilight of the Gods (Wagner)."
"J. L. M.","Oxton, Cheshire","UK","53.3","-2.9","Karlsborg relaying Stockholm.","Stockholm","Sweden","59.3","18.1","J. L. M. (Oxton, Cheshire): Karlsborg relaying Stockholm."
"Rico","Marlow","UK","51.6","-0.8","Warsaw (relay of dance music from Café Vielka Ziemianski (Warsaw).","Warsaw","Poland","52.2","21.0","Rico (Marlow): Warsaw (relay of dance music from Café Vielka Ziemianski (Warsaw)."
"Gallop","Bristol","UK","51.5","-2.6","Vienna (Rosentheue).","Vienna","Austria","48.2","16.4","Gallop (Bristol): Vienna (Rosentheue); Paris (The Twilight of the Gods); Eiffel Tower relaying PTT (Paris)."
"Gallop","Bristol","UK","51.5","-2.6","Paris (The Twilight of the Gods).","Paris","France","48.9","2.4","Gallop (Bristol): Vienna (Rosentheue); Paris (The Twilight of the Gods); Eiffel Tower relaying PTT (Paris)."
"Gallop","Bristol","UK","51.5","-2.6","Eiffel Tower relaying PTT (Paris).","Paris","France","48.9","2.4","Gallop (Bristol): Vienna (Rosentheue); Paris (The Twilight of the Gods); Eiffel Tower relaying PTT (Paris)."
"S. R.","Kettering","UK","52.4","-0.7","Moscow (RDW).","Moscow","Russia","55.8","37.6","S. R. (Kettering): Moscow (RDW)."
"T. C.","Leicester","UK","52.6","-1.1","WGY, Schenectady.","Schenectady","USA","42.8","-73.9","T. C. (Leicester): WGY, Schenectady."
"Edix","N. S.","","","","Amateur transmitter, Oakham.","Oakham","UK","52.7","-0.7","Edix (N. S.): Amateur transmitter, Oakham."
"Monkton","Hereford","UK","52.1","-2.7","Moscow (RDW).","Moscow","Russia","55.8","37.6","Monkton (Hereford): Moscow (RDW)."
