"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"Switchback A.","","","","","(1) Cassel (a lady announcer)","Kassel","Germany","51.3","9.5","Switchback A.: (1) Cassel (a lady announcer); (2) Vienna (Rosenhuegel). On September 16, 1927, The Vagabonds (an operetta by C. M. Ziehrer); (3) Koenigsberg (Chess lesson); (4) Regret, cannot trace; (5) Malmoe, relaying news and weather from Stockholm; (6) possibly Dortmund, relaying Langenberg; (7) same as (6); (8) Hanover, relaying concert from Café Continental; (9) Rome. Interval signal: two bells of different tones; (10) Petit Parisien; (11) PTT Toulouse; (12) Not in programmes, but possibly Seville (EAJ5); (13) Radio Vitus, Paris (Cabaret Montmartrois); (14) Berlin (Witzleben)."
"Switchback A.","","","","","(2) Vienna (Rosenhuegel). On September 16, 1927, The Vagabonds (an operetta by C. M. Ziehrer)","Vienna","Austria","48.2","16.4","Switchback A.: (1) Cassel (a lady announcer); (2) Vienna (Rosenhuegel). On September 16, 1927, The Vagabonds (an operetta by C. M. Ziehrer); (3) Koenigsberg (Chess lesson); (4) Regret, cannot trace; (5) Malmoe, relaying news and weather from Stockholm; (6) possibly Dortmund, relaying Langenberg; (7) same as (6); (8) Hanover, relaying concert from Café Continental; (9) Rome. Interval signal: two bells of different tones; (10) Petit Parisien; (11) PTT Toulouse; (12) Not in programmes, but possibly Seville (EAJ5); (13) Radio Vitus, Paris (Cabaret Montmartrois); (14) Berlin (Witzleben)."
"Switchback A.","","","","","(3) Koenigsberg (Chess lesson)","Königsberg","Russia","54.7","20.5","Switchback A.: (1) Cassel (a lady announcer); (2) Vienna (Rosenhuegel). On September 16, 1927, The Vagabonds (an operetta by C. M. Ziehrer); (3) Koenigsberg (Chess lesson); (4) Regret, cannot trace; (5) Malmoe, relaying news and weather from Stockholm; (6) possibly Dortmund, relaying Langenberg; (7) same as (6); (8) Hanover, relaying concert from Café Continental; (9) Rome. Interval signal: two bells of different tones; (10) Petit Parisien; (11) PTT Toulouse; (12) Not in programmes, but possibly Seville (EAJ5); (13) Radio Vitus, Paris (Cabaret Montmartrois); (14) Berlin (Witzleben)."
"Switchback A.","","","","","(4) Regret, cannot trace","","","","","Switchback A.: (1) Cassel (a lady announcer); (2) Vienna (Rosenhuegel). On September 16, 1927, The Vagabonds (an operetta by C. M. Ziehrer); (3) Koenigsberg (Chess lesson); (4) Regret, cannot trace; (5) Malmoe, relaying news and weather from Stockholm; (6) possibly Dortmund, relaying Langenberg; (7) same as (6); (8) Hanover, relaying concert from Café Continental; (9) Rome. Interval signal: two bells of different tones; (10) Petit Parisien; (11) PTT Toulouse; (12) Not in programmes, but possibly Seville (EAJ5); (13) Radio Vitus, Paris (Cabaret Montmartrois); (14) Berlin (Witzleben)."
"Switchback A.","","","","","(5) Malmoe, relaying news and weather from Stockholm","Malmö","Sweden","55.6","13.0","Switchback A.: (1) Cassel (a lady announcer); (2) Vienna (Rosenhuegel). On September 16, 1927, The Vagabonds (an operetta by C. M. Ziehrer); (3) Koenigsberg (Chess lesson); (4) Regret, cannot trace; (5) Malmoe, relaying news and weather from Stockholm; (6) possibly Dortmund, relaying Langenberg; (7) same as (6); (8) Hanover, relaying concert from Café Continental; (9) Rome. Interval signal: two bells of different tones; (10) Petit Parisien; (11) PTT Toulouse; (12) Not in programmes, but possibly Seville (EAJ5); (13) Radio Vitus, Paris (Cabaret Montmartrois); (14) Berlin (Witzleben)."
"Switchback A.","","","","","(6) possibly Dortmund, relaying Langenberg","Dortmund","Germany","51.5","7.5","Switchback A.: (1) Cassel (a lady announcer); (2) Vienna (Rosenhuegel). On September 16, 1927, The Vagabonds (an operetta by C. M. Ziehrer); (3) Koenigsberg (Chess lesson); (4) Regret, cannot trace; (5) Malmoe, relaying news and weather from Stockholm; (6) possibly Dortmund, relaying Langenberg; (7) same as (6); (8) Hanover, relaying concert from Café Continental; (9) Rome. Interval signal: two bells of different tones; (10) Petit Parisien; (11) PTT Toulouse; (12) Not in programmes, but possibly Seville (EAJ5); (13) Radio Vitus, Paris (Cabaret Montmartrois); (14) Berlin (Witzleben)."
"Switchback A.","","","","","(7) same as (6)","Dortmund","Germany","51.5","7.5","Switchback A.: (1) Cassel (a lady announcer); (2) Vienna (Rosenhuegel). On September 16, 1927, The Vagabonds (an operetta by C. M. Ziehrer); (3) Koenigsberg (Chess lesson); (4) Regret, cannot trace; (5) Malmoe, relaying news and weather from Stockholm; (6) possibly Dortmund, relaying Langenberg; (7) same as (6); (8) Hanover, relaying concert from Café Continental; (9) Rome. Interval signal: two bells of different tones; (10) Petit Parisien; (11) PTT Toulouse; (12) Not in programmes, but possibly Seville (EAJ5); (13) Radio Vitus, Paris (Cabaret Montmartrois); (14) Berlin (Witzleben)."
"Switchback A.","","","","","(8) Hanover, relaying concert from Café Continental","Hanover","Germany","52.4","9.7","Switchback A.: (1) Cassel (a lady announcer); (2) Vienna (Rosenhuegel). On September 16, 1927, The Vagabonds (an operetta by C. M. Ziehrer); (3) Koenigsberg (Chess lesson); (4) Regret, cannot trace; (5) Malmoe, relaying news and weather from Stockholm; (6) possibly Dortmund, relaying Langenberg; (7) same as (6); (8) Hanover, relaying concert from Café Continental; (9) Rome. Interval signal: two bells of different tones; (10) Petit Parisien; (11) PTT Toulouse; (12) Not in programmes, but possibly Seville (EAJ5); (13) Radio Vitus, Paris (Cabaret Montmartrois); (14) Berlin (Witzleben)."
"Switchback A.","","","","","(9) Rome. Interval signal: two bells of different tones","Rome","Italy","41.9","12.5","Switchback A.: (1) Cassel (a lady announcer); (2) Vienna (Rosenhuegel). On September 16, 1927, The Vagabonds (an operetta by C. M. Ziehrer); (3) Koenigsberg (Chess lesson); (4) Regret, cannot trace; (5) Malmoe, relaying news and weather from Stockholm; (6) possibly Dortmund, relaying Langenberg; (7) same as (6); (8) Hanover, relaying concert from Café Continental; (9) Rome. Interval signal: two bells of different tones; (10) Petit Parisien; (11) PTT Toulouse; (12) Not in programmes, but possibly Seville (EAJ5); (13) Radio Vitus, Paris (Cabaret Montmartrois); (14) Berlin (Witzleben)."
"Switchback A.","","","","","(10) Petit Parisien","Paris","France","48.9","2.4","Switchback A.: (1) Cassel (a lady announcer); (2) Vienna (Rosenhuegel). On September 16, 1927, The Vagabonds (an operetta by C. M. Ziehrer); (3) Koenigsberg (Chess lesson); (4) Regret, cannot trace; (5) Malmoe, relaying news and weather from Stockholm; (6) possibly Dortmund, relaying Langenberg; (7) same as (6); (8) Hanover, relaying concert from Café Continental; (9) Rome. Interval signal: two bells of different tones; (10) Petit Parisien; (11) PTT Toulouse; (12) Not in programmes, but possibly Seville (EAJ5); (13) Radio Vitus, Paris (Cabaret Montmartrois); (14) Berlin (Witzleben)."
