"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"Radiant","Rugby","UK","52.4","-1.3","Details very vague;","", "","","","Radiant (Rugby): Details very vague; (1) Motala (1,305 m.), weather report; (2) Berlin (1,250 m.); (3) Possibly Hilversum (1,060 m.).  "
"Radiant","Rugby","UK","52.4","-1.3","(1) Motala (1,305 m.), weather report;","Motala","Sweden","58.5","15.0","Radiant (Rugby): Details very vague; (1) Motala (1,305 m.), weather report; (2) Berlin (1,250 m.); (3) Possibly Hilversum (1,060 m.).  "
"Radiant","Rugby","UK","52.4","-1.3","(2) Berlin (1,250 m.);","Berlin","Germany","52.5","13.4","Radiant (Rugby): Details very vague; (1) Motala (1,305 m.), weather report; (2) Berlin (1,250 m.); (3) Possibly Hilversum (1,060 m.).  "
"Radiant","Rugby","UK","52.4","-1.3","(3) Possibly Hilversum (1,060 m.).","Hilversum","Netherlands","52.2","5.2","Radiant (Rugby): Details very vague; (1) Motala (1,305 m.), weather report; (2) Berlin (1,250 m.); (3) Possibly Hilversum (1,060 m.).  "
"J. D.","Dublin","Ireland","53.3","-6.3","(1) Moscow Comintern (1,450 m.);","Moscow","Russia","55.8","37.6","J. D. (Dublin): (1) Moscow Comintern (1,450 m.); (2) Motala (1,304 m.) relaying dance music from Stockholm until 12.15 a.m. 9/6.  "
"J. D.","Dublin","Ireland","53.3","-6.3","(2) Motala (1,304 m.) relaying dance music from Stockholm until 12.15 a.m. 9/6.","Motala","Sweden","58.5","15.0","J. D. (Dublin): (1) Moscow Comintern (1,450 m.); (2) Motala (1,304 m.) relaying dance music from Stockholm until 12.15 a.m. 9/6.  "
"Watez","Hove","UK","50.8","-0.2","(1) Yes, Cardiff (353 m.) relaying Church Service from Portland Wesleyan Church, Bristol;","Cardiff","UK","51.5","-3.2","Watez (Hove): (1) Yes, Cardiff (353 m.) relaying Church Service from Portland Wesleyan Church, Bristol; (2) Possibly Falun (357 m.) relaying Church Service from Malmö.  "
"Watez","Hove","UK","50.8","-0.2","(2) Possibly Falun (357 m.) relaying Church Service from Malmö.","Falun","Sweden","60.6","15.6","Watez (Hove): (1) Yes, Cardiff (353 m.) relaying Church Service from Portland Wesleyan Church, Bristol; (2) Possibly Falun (357 m.) relaying Church Service from Malmö.  "
"H. F. 42","","","","","(a) Yes, Cork (400 m.);","Cork","Ireland","51.9","-8.5","H. F. 42: (a) Yes, Cork (400 m.); (b) Yes, Bremen, relaying concert from the Café Continental at Hanover; (c) Yes, Hilversum (1,060 m.) Press; (d) PTT Toulouse (255 m.) relaying concert from Bordeaux-Lafayette; (e) Yes, Innsbruck (273 m.) relaying Vienna. Apparently worked later than advertised in programmes. Chimes heard, possibly from Leipzig (365 m.).  "
"H. F. 42","","","","","(b) Yes, Bremen, relaying concert from the Café Continental at Hanover;","Bremen","Germany","53.1","8.8","H. F. 42: (a) Yes, Cork (400 m.); (b) Yes, Bremen, relaying concert from the Café Continental at Hanover; (c) Yes, Hilversum (1,060 m.) Press; (d) PTT Toulouse (255 m.) relaying concert from Bordeaux-Lafayette; (e) Yes, Innsbruck (273 m.) relaying Vienna. Apparently worked later than advertised in programmes. Chimes heard, possibly from Leipzig (365 m.).  "
"H. F. 42","","","","","(c) Yes, Hilversum (1,060 m.) Press;","Hilversum","Netherlands","52.2","5.2","H. F. 42: (a) Yes, Cork (400 m.); (b) Yes, Bremen, relaying concert from the Café Continental at Hanover; (c) Yes, Hilversum (1,060 m.) Press; (d) PTT Toulouse (255 m.) relaying concert from Bordeaux-Lafayette; (e) Yes, Innsbruck (273 m.) relaying Vienna. Apparently worked later than advertised in programmes. Chimes heard, possibly from Leipzig (365 m.).  "
"H. F. 42","","","","","(d) PTT Toulouse (255 m.) relaying concert from Bordeaux-Lafayette;","Toulouse","France","43.6","1.4","H. F. 42: (a) Yes, Cork (400 m.); (b) Yes, Bremen, relaying concert from the Café Continental at Hanover; (c) Yes, Hilversum (1,060 m.) Press; (d) PTT Toulouse (255 m.) relaying concert from Bordeaux-Lafayette; (e) Yes, Innsbruck (273 m.) relaying Vienna. Apparently worked later than advertised in programmes. Chimes heard, possibly from Leipzig (365 m.).  "
"H. F. 42","","","","","(e) Yes, Innsbruck (273 m.) relaying Vienna.","Innsbruck","Austria","47.3","11.4","H. F. 42: (a) Yes, Cork (400 m.); (b) Yes, Bremen, relaying concert from the Café Continental at Hanover; (c) Yes, Hilversum (1,060 m.) Press; (d) PTT Toulouse (255 m.) relaying concert from Bordeaux-Lafayette; (e) Yes, Innsbruck (273 m.) relaying Vienna. Apparently worked later than advertised in programmes. Chimes heard, possibly from Leipzig (365 m.).  "
"H. F. 42","","","","","Apparently worked later than advertised in programmes. Chimes heard, possibly from Leipzig (365 m.).","Leipzig","Germany","51.3","12.4","H. F. 42: (a) Yes, Cork (400 m.); (b) Yes, Bremen, relaying concert from the Café Continental at Hanover; (c) Yes, Hilversum (1,060 m.) Press; (d) PTT Toulouse (255 m.) relaying concert from Bordeaux-Lafayette; (e) Yes, Innsbruck (273 m.) relaying Vienna. Apparently worked later than advertised in programmes. Chimes heard, possibly from Leipzig (365 m.).  "
"Searcher","Dundee","UK","56.5","-2.9","(1) Berlin (483 m.);","Berlin","Germany","52.5","13.4","Searcher (Dundee): (1) Berlin (483 m.); (2) Details too vague, cannot trace; (3) Possibly Radio Madrileña (300 m.) relaying Madrid (EAJ7); (4) Hanover (297 m.) relaying concert from the Café Continental; (5) W.L. must be wrong, can trace no transmission of dance music on 340 m.  "
"Searcher","Dundee","UK","56.5","-2.9","(2) Details too vague, cannot trace;","","","","","Searcher (Dundee): (1) Berlin (483 m.); (2) Details too vague, cannot trace; (3) Possibly Radio Madrileña (300 m.) relaying Madrid (EAJ7); (4) Hanover (297 m.) relaying concert from the Café Continental; (5) W.L. must be wrong, can trace no transmission of dance music on 340 m.  "
"Searcher","Dundee","UK","56.5","-2.9","(3) Possibly Radio Madrileña (300 m.) relaying Madrid (EAJ7);","Madrid","Spain","40.4","-3.7","Searcher (Dundee): (1) Berlin (483 m.); (2) Details too vague, cannot trace; (3) Possibly Radio Madrileña (300 m.) relaying Madrid (EAJ7); (4) Hanover (297 m.) relaying concert from the Café Continental; (5) W.L. must be wrong, can trace no transmission of dance music on 340 m.  "
"Searcher","Dundee","UK","56.5","-2.9","(4) Hanover (297 m.) relaying concert from the Café Continental;","Hanover","Germany","52.4","9.7","Searcher (Dundee): (1) Berlin (483 m.); (2) Details too vague, cannot trace; (3) Possibly Radio Madrileña (300 m.) relaying Madrid (EAJ7); (4) Hanover (297 m.) relaying concert from the Café Continental; (5) W.L. must be wrong, can trace no transmission of dance music on 340 m.  "
"Searcher","Dundee","UK","56.5","-2.9","(5) W.L. must be wrong, can trace no transmission of dance music on 340 m.","","","","","Searcher (Dundee): (1) Berlin (483 m.); (2) Details too vague, cannot trace; (3) Possibly Radio Madrileña (300 m.) relaying Madrid (EAJ7); (4) Hanover (297 m.) relaying concert from the Café Continental; (5) W.L. must be wrong, can trace no transmission of dance music on 340 m.  "
"R. F.","Belfast","UK","54.6","-5.9","(1) Cannot trace any station giving a play at that time;","","","","","R. F. (Belfast): (1) Cannot trace any station giving a play at that time; (2) Possibly Rome (450 m.) Coupon must be sent with each enquiry.  "
"R. F.","Belfast","UK","54.6","-5.9","(2) Possibly Rome (450 m.) Coupon must be sent with each enquiry.","Rome","Italy","41.9","12.5","R. F. (Belfast): (1) Cannot trace any station giving a play at that time; (2) Possibly Rome (450 m.) Coupon must be sent with each enquiry.  "
"Three Valve Reflex","Glasgow","UK","55.9","-4.3","W.L. and details are vague, but would tally with Frankfurt-on-Main 428 m. (gramophone records).","Frankfurt","Germany","50.1","8.6","Three Valve Reflex (Glasgow): W.L. and details are vague, but would tally with Frankfurt-on-Main 428 m. (gramophone records).  "
"Grosier","York","UK","53.8","-1.1","Details are much too vague, regret cannot trace.","","","","","Grosier (York): Details are much too vague, regret cannot trace.  "
"Quatre V","Pontypool","UK","51.7","-3.0","Dortmund (283 m.) relaying dance music from the Fledermaus Cabaret.","Dortmund","Germany","51.5","7.5","Quatre V (Pontypool): Dortmund (283 m.) relaying dance music from the Fledermaus Cabaret.  "
"Straight Set","Brombrough","UK","","","Cannot identify definitely, as details undoubtedly point to Sorø (1,153 m.), but Copenhagen did not advertise a dance transmission on that evening.","Sorø","Denmark","55.4","11.6","Straight Set (Brombrough): Cannot identify definitely, as details undoubtedly point to Sorø (1,153 m.), but Copenhagen did not advertise a dance transmission on that evening.  "
