"reporter_name","reporter_location_city","reporter_location_country","reporter_location_latitude","reporter_location_longitude","observation_text","station_location_city","station_location_country","station_location_latitude","station_location_longitude","full_text"
"Vox","","","","","San Sebastian.","San Sebastian","Spain","43.3","-1.9","Vox: San Sebastian."
"G.H.B.D.","","","","","Amsterdam.","Amsterdam","Netherlands","52.4","4.9","G.H.B.D.: Amsterdam."
"F.E.W.","","","","","Hamburg.","Hamburg","Germany","53.5","10.0","F.E.W.: Hamburg."
"JBTH","","","","","Berne.","Bern","Switzerland","46.9","7.4","JBTH: Berne."
"G.W.Q.","","","","","Toulouse.","Toulouse","France","43.6","1.4","G.W.Q.: Toulouse."
"Ben Wyvis","","","","","Madrid, Union Radio.","Madrid","Spain","40.4","-3.7","Ben Wyvis: Madrid, Union Radio."
"Songods","","","","","probably British amateur.","","","","","Songods: probably British amateur."
"Tameside","","","","","Madrid (EAJ6).","Madrid","Spain","40.4","-3.7","Tameside: Madrid (EAJ6)."
"Rem","Birmingham","","","","Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","Rem (Birmingham): Madrid (EAJ7)."
"Habbeshaw","","","","","Madrid (Union Radio).","Madrid","Spain","40.4","-3.7","Habbeshaw: Madrid (Union Radio)."
"Katja","","","","","if a.m., Koenigswusterhausen.","Königswusterhausen","Germany","52.3","13.6","Katja: if a.m., Koenigswusterhausen."
"E.A.A.2","","","","","too vague.","","","","","E.A.A.2: too vague."
"Instrumental Accompaniment","Nottingham","","","","W.L. too vague, probably Madrid (EAJ7).","Madrid","Spain","40.4","-3.7","Instrumental Accompaniment (Nottingham): W.L. too vague, probably Madrid (EAJ7)."
"Guernsey","","","","","Hanover.","Hanover","Germany","52.4","9.7","Guernsey: Hanover."
"Rex","Timperley","","","","Hamburg.","Hamburg","Germany","53.5","10.0","Rex (Timperley): Hamburg."
"Felix","Killingworth","","","","San Sebastian.","San Sebastian","Spain","43.3","-1.9","Felix (Killingworth): San Sebastian."
"Tim","","","","","Madrid (Union Radio).","Madrid","Spain","40.4","-3.7","Tim: Madrid (Union Radio)."
"P. Newns","Chester","","","","Hamburg.","Hamburg","Germany","53.5","10.0","P. Newns (Chester): Hamburg."
"Semper Vigilans","","","","","Hanover (296 m.).","Hanover","Germany","52.4","9.7","Semper Vigilans: Hanover (296 m.)."
"Spade","","","","","British amateur.","","","","","Spade: British amateur."
"J.S.W.","Manchester","","","","Berlin (210 m.), Stettin.","Berlin","Germany","52.5","13.4","J.S.W. (Manchester): Berlin (210 m.), Stettin."
"W.H.D. 3V","","","","","probably harmonic of Daventry.","Daventry","UK","52.3","-1.2","W.H.D. 3V: probably harmonic of Daventry."
"Juvenile","","","","","Munich.","Munich","Germany","48.1","11.6","Juvenile: Munich."
"H.E.W.","","","","","Oslo.","Oslo","Norway","59.9","10.8","H.E.W.: Oslo."
"Special Five","","","","","W.L. apparently wrong, no French station operating.","","","","","Special Five: W.L. apparently wrong, no French station operating."
"Beechburn","","","","","Stuttgart (443 m.).","Stuttgart","Germany","48.8","9.2","Beechburn: Stuttgart (443 m.)."
"Sound and Clean","","","","","probably Toulouse.","Toulouse","France","43.6","1.4","Sound and Clean: probably Toulouse."
"A.T.G.","Leeds","","","","Barcelona (EAJ1).","Barcelona","Spain","41.4","2.2","A.T.G. (Leeds): Barcelona (EAJ1)."
"Kemi","","","","","Malmo.","Malmö","Sweden","55.6","13.0","Kemi: Malmo."
"Flute","","","","","Muenster.","Münster","Germany","51.9","7.6","Flute: Muenster."
"Idonia","","","","","Karlstadt relay of Stockholm.","Stockholm","Sweden","59.3","18.1","Idonia: Karlstadt relay of Stockholm."
"E.A.T.A.","","","","","Barcelona (EAJ13).","Barcelona","Spain","41.4","2.2","E.A.T.A.: Barcelona (EAJ13)."
"B.E.M.","Dundee","","","","Toulouse (441 m.).","Toulouse","France","43.6","1.4","B.E.M. (Dundee): Toulouse (441 m.)."
"Cabinet 5 Valver","Catford","","","","","","","","","Cabinet 5 Valver (Catford):"
